NAME,DESCRIPTION,GENE_SYMBOL,GENE_TITLE,SCORE
CDK5RAP2,CDK5RAP2,null,null,-0.03723356
MGAT4B,MGAT4B,null,null,-0.037241474
DXO,DXO,null,null,-0.037247494
ATP2A2,ATP2A2,null,null,-0.037265718
PIK3C2A,PIK3C2A,null,null,-0.03726802
CAPN1,CAPN1,null,null,-0.0372691
MYO5A,MYO5A,null,null,-0.037275195
IL10RA,IL10RA,null,null,-0.03730155
PABPC4,PABPC4,null,null,-0.037315868
TIFA,TIFA,null,null,-0.037345897
DPH7,DPH7,null,null,-0.03736544
STK24,STK24,null,null,-0.037388258
MEGF8,MEGF8,null,null,-0.03743505
FCGRT,FCGRT,null,null,-0.037437573
OVCA2,OVCA2,null,null,-0.037438724
SLC35B4,SLC35B4,null,null,-0.037439507
CERS2,CERS2,null,null,-0.03746192
AKNA,AKNA,null,null,-0.037463214
BMP7,BMP7,null,null,-0.037513003
DESI1,DESI1,null,null,-0.037549626
STK4,STK4,null,null,-0.037562434
NLRC3,NLRC3,null,null,-0.037576742
CCM2,CCM2,null,null,-0.03757805
ABCB6,ABCB6,null,null,-0.037606608
CPT1B,CPT1B,null,null,-0.03761142
XRCC3,XRCC3,null,null,-0.037622124
TKFC,TKFC,null,null,-0.037623927
RBM33,RBM33,null,null,-0.037642147
FMNL3,FMNL3,null,null,-0.037666004
ZNF608,ZNF608,null,null,-0.037681613
TRRAP,TRRAP,null,null,-0.037695136
CNOT10,CNOT10,null,null,-0.03770871
ATP8A1,ATP8A1,null,null,-0.03779386
MAP2K2,MAP2K2,null,null,-0.037800502
FLT3LG,FLT3LG,null,null,-0.03783221
KLHL24,KLHL24,null,null,-0.03785106
CHST10,CHST10,null,null,-0.037882067
TUBGCP4,TUBGCP4,null,null,-0.03789612
COG2,COG2,null,null,-0.03791257
CAMLG,CAMLG,null,null,-0.037968334
NFYA,NFYA,null,null,-0.03798235
SMAD3,SMAD3,null,null,-0.038031343
TRAM2,TRAM2,null,null,-0.038065482
CDK2,CDK2,null,null,-0.038080454
KLF6,KLF6,null,null,-0.038109533
TMEM101,TMEM101,null,null,-0.038128383
NPEPPS,NPEPPS,null,null,-0.0381453
UBE2J1,UBE2J1,null,null,-0.038145334
DUSP7,DUSP7,null,null,-0.03818167
MRI1,MRI1,null,null,-0.038209148
NMD3,NMD3,null,null,-0.03824556
UNK,UNK,null,null,-0.03824866
DCTN2,DCTN2,null,null,-0.038263112
D2HGDH,D2HGDH,null,null,-0.038284086
UBE2L6,UBE2L6,null,null,-0.038312785
ADIPOR2,ADIPOR2,null,null,-0.038346246
GTF3C3,GTF3C3,null,null,-0.03835961
ZNF500,ZNF500,null,null,-0.03837105
USP46,USP46,null,null,-0.038372178
PDF,PDF,null,null,-0.038389184
KATNB1,KATNB1,null,null,-0.03839697
EXOC7,EXOC7,null,null,-0.03843557
EVI2B,EVI2B,null,null,-0.038481385
VEZF1,VEZF1,null,null,-0.038516164
ACACA,ACACA,null,null,-0.038535044
TMED3,TMED3,null,null,-0.03854503
ARHGEF6,ARHGEF6,null,null,-0.038571965
NMU,NMU,null,null,-0.038587056
SIL1,SIL1,null,null,-0.0385895
TAOK3,TAOK3,null,null,-0.038591415
APC,APC,null,null,-0.038670167
PPP3CA,PPP3CA,null,null,-0.038682245
CCND3,CCND3,null,null,-0.03870765
BASP1,BASP1,null,null,-0.038718503
HS1BP3,HS1BP3,null,null,-0.03872648
ANKS1A,ANKS1A,null,null,-0.03877097
NAXE,NAXE,null,null,-0.03880699
ZC3HAV1,ZC3HAV1,null,null,-0.038808312
USP42,USP42,null,null,-0.03882848
FAM118A,FAM118A,null,null,-0.038850024
RETREG2,RETREG2,null,null,-0.038856845
ARL15,ARL15,null,null,-0.03887933
SETD1A,SETD1A,null,null,-0.038970184
PDS5A,PDS5A,null,null,-0.038983036
PIDD1,PIDD1,null,null,-0.038988683
AKT1,AKT1,null,null,-0.038999364
RAD50,RAD50,null,null,-0.039012264
SMIM29,SMIM29,null,null,-0.039056163
LCP1,LCP1,null,null,-0.039061747
BCL11A,BCL11A,null,null,-0.03907045
PER3,PER3,null,null,-0.039073993
GIT1,GIT1,null,null,-0.039076827
SPTLC2,SPTLC2,null,null,-0.03911275
SERGEF,SERGEF,null,null,-0.03911438
ARFRP1,ARFRP1,null,null,-0.039121155
ARRDC2,ARRDC2,null,null,-0.039124932
RWDD4,RWDD4,null,null,-0.039125558
VAT1,VAT1,null,null,-0.03912999
PRKCD,PRKCD,null,null,-0.039203703
LSR,LSR,null,null,-0.03923042
MAF1,MAF1,null,null,-0.039262943
TMEM189,TMEM189,null,null,-0.03926758
PAWR,PAWR,null,null,-0.03932582
HERC2,HERC2,null,null,-0.039325844
ASB1,ASB1,null,null,-0.03932859
TNIP1,TNIP1,null,null,-0.039426133
CHRNA6,CHRNA6,null,null,-0.03944395
STK25,STK25,null,null,-0.039473947
GPER1,GPER1,null,null,-0.03951771
PTPN18,PTPN18,null,null,-0.039525222
BCKDHA,BCKDHA,null,null,-0.03952571
NKIRAS2,NKIRAS2,null,null,-0.039565165
CCDC92,CCDC92,null,null,-0.039573032
PEX10,PEX10,null,null,-0.03957687
IRAK1,IRAK1,null,null,-0.03958303
KCTD20,KCTD20,null,null,-0.039585363
KCNN4,KCNN4,null,null,-0.03959053
SMARCC2,SMARCC2,null,null,-0.039621085
JOSD1,JOSD1,null,null,-0.03963134
NCOA6,NCOA6,null,null,-0.03968671
CLCN4,CLCN4,null,null,-0.039721645
ALOX5AP,ALOX5AP,null,null,-0.03972939
ZNF579,ZNF579,null,null,-0.039760776
CALCOCO2,CALCOCO2,null,null,-0.039784517
LRRFIP2,LRRFIP2,null,null,-0.03978998
HDAC7,HDAC7,null,null,-0.03982142
POR,POR,null,null,-0.039823767
CD84,CD84,null,null,-0.03983055
RHOG,RHOG,null,null,-0.03988214
DYNC1H1,DYNC1H1,null,null,-0.03988736
STARD3,STARD3,null,null,-0.039907154
LMAN2,LMAN2,null,null,-0.039927293
PYGO2,PYGO2,null,null,-0.03995741
LYL1,LYL1,null,null,-0.03995793
SPIN1,SPIN1,null,null,-0.03997497
HABP4,HABP4,null,null,-0.040010113
KRCC1,KRCC1,null,null,-0.040058058
LIMK1,LIMK1,null,null,-0.040134985
FBXO46,FBXO46,null,null,-0.04014015
SHKBP1,SHKBP1,null,null,-0.040159695
PCNX1,PCNX1,null,null,-0.040171795
NUMBL,NUMBL,null,null,-0.040181108
COLGALT1,COLGALT1,null,null,-0.04028951
DELE1,DELE1,null,null,-0.040303905
SOCS1,SOCS1,null,null,-0.040315658
ARHGEF9,ARHGEF9,null,null,-0.040344227
MAPK12,MAPK12,null,null,-0.040360823
TP53I13,TP53I13,null,null,-0.040379353
METTL7A,METTL7A,null,null,-0.0404117
SKIV2L,SKIV2L,null,null,-0.040419374
HAGH,HAGH,null,null,-0.040434804
MAST2,MAST2,null,null,-0.04044312
SLC5A6,SLC5A6,null,null,-0.040445875
SNX10,SNX10,null,null,-0.0404618
RCSD1,RCSD1,null,null,-0.040480606
SAT1,SAT1,null,null,-0.040482953
SEMA4B,SEMA4B,null,null,-0.040492855
TARSL2,TARSL2,null,null,-0.040553126
ARF6,ARF6,null,null,-0.040578485
PIGO,PIGO,null,null,-0.040586792
VPS26B,VPS26B,null,null,-0.04062354
STK11,STK11,null,null,-0.040661417
ACD,ACD,null,null,-0.040792175
FGR,FGR,null,null,-0.040804725
ZDHHC18,ZDHHC18,null,null,-0.040820148
TPRN,TPRN,null,null,-0.04082365
KDM2B,KDM2B,null,null,-0.040858354
CHIC2,CHIC2,null,null,-0.04087165
STAG3,STAG3,null,null,-0.040884923
FKBP5,FKBP5,null,null,-0.040887807
PYCR1,PYCR1,null,null,-0.04090032
BEND3,BEND3,null,null,-0.04090086
NEK9,NEK9,null,null,-0.04094077
TIMELESS,TIMELESS,null,null,-0.04095564
GTPBP2,GTPBP2,null,null,-0.040959634
CD22,CD22,null,null,-0.04096543
TATDN3,TATDN3,null,null,-0.04096878
FBRSL1,FBRSL1,null,null,-0.040972725
OGA,OGA,null,null,-0.040982854
PPP1R16B,PPP1R16B,null,null,-0.040989116
ZGPAT,ZGPAT,null,null,-0.040997487
UBQLN1,UBQLN1,null,null,-0.041011054
CRAMP1,CRAMP1,null,null,-0.04102409
NBEA,NBEA,null,null,-0.041090798
GRAMD4,GRAMD4,null,null,-0.041117173
STC2,STC2,null,null,-0.041134715
ZFAND5,ZFAND5,null,null,-0.041143015
GPN2,GPN2,null,null,-0.041143857
PQLC1,PQLC1,null,null,-0.041154407
TCEAL9,TCEAL9,null,null,-0.041157242
PMM1,PMM1,null,null,-0.041220073
NT5M,NT5M,null,null,-0.041326977
HDAC6,HDAC6,null,null,-0.04132883
OSBPL10,OSBPL10,null,null,-0.041344035
CCSER2,CCSER2,null,null,-0.041348726
KDM4B,KDM4B,null,null,-0.041350603
RERE,RERE,null,null,-0.04138973
GSK3A,GSK3A,null,null,-0.041409276
PISD,PISD,null,null,-0.041414417
MAVS,MAVS,null,null,-0.041424036
MYH10,MYH10,null,null,-0.04145022
KIZ,KIZ,null,null,-0.041507095
LONP2,LONP2,null,null,-0.041520827
PRMT2,PRMT2,null,null,-0.04153654
CABLES2,CABLES2,null,null,-0.041571416
HPS1,HPS1,null,null,-0.041630298
ZKSCAN2,ZKSCAN2,null,null,-0.0416597
RNF123,RNF123,null,null,-0.041670244
ZNF831,ZNF831,null,null,-0.041719522
MGRN1,MGRN1,null,null,-0.0417436
HGH1,HGH1,null,null,-0.041775335
ITPRIPL1,ITPRIPL1,null,null,-0.04186787
PTPMT1,PTPMT1,null,null,-0.041876897
PLA2G6,PLA2G6,null,null,-0.041898064
SCMH1,SCMH1,null,null,-0.041908134
PCGF1,PCGF1,null,null,-0.0419166
LRRC57,LRRC57,null,null,-0.041928176
CSGALNACT2,CSGALNACT2,null,null,-0.041965216
CTDSP2,CTDSP2,null,null,-0.041999236
C17orf53,C17orf53,null,null,-0.042036023
P2RX5,P2RX5,null,null,-0.042062186
PCGF2,PCGF2,null,null,-0.04210619
NQO2,NQO2,null,null,-0.04210767
DNAJC15,DNAJC15,null,null,-0.04217952
RBM38,RBM38,null,null,-0.042194776
EPOR,EPOR,null,null,-0.042197365
ERF,ERF,null,null,-0.042223014
INPP5E,INPP5E,null,null,-0.042225264
SYNGR2,SYNGR2,null,null,-0.042250093
SOX4,SOX4,null,null,-0.04229498
CBX4,CBX4,null,null,-0.042333383
YIF1A,YIF1A,null,null,-0.04237039
POLL,POLL,null,null,-0.042374562
CCDC88C,CCDC88C,null,null,-0.04238846
C19orf24,C19orf24,null,null,-0.04239777
MUTYH,MUTYH,null,null,-0.042403992
IQSEC1,IQSEC1,null,null,-0.042408157
AKAP2,AKAP2,null,null,-0.042409327
MID1IP1,MID1IP1,null,null,-0.04241196
C6orf89,C6orf89,null,null,-0.04243396
MTMR12,MTMR12,null,null,-0.04244563
ZBED4,ZBED4,null,null,-0.042494047
ILK,ILK,null,null,-0.042519186
TRABD,TRABD,null,null,-0.042522352
LRBA,LRBA,null,null,-0.042525146
NCLN,NCLN,null,null,-0.042557273
ITGAL,ITGAL,null,null,-0.042565532
MIDN,MIDN,null,null,-0.0425712
JAK1,JAK1,null,null,-0.042638827
NPC1,NPC1,null,null,-0.04264863
SDF2L1,SDF2L1,null,null,-0.04267223
SDCCAG8,SDCCAG8,null,null,-0.042689882
USF1,USF1,null,null,-0.042694047
ZFAND4,ZFAND4,null,null,-0.042701446
PIK3R2,PIK3R2,null,null,-0.042713657
SCAMP3,SCAMP3,null,null,-0.042782675
ENTR1,ENTR1,null,null,-0.042787243
FDPS,FDPS,null,null,-0.04279259
CSNK2A1,CSNK2A1,null,null,-0.04280041
TNFRSF13C,TNFRSF13C,null,null,-0.042819932
INTS1,INTS1,null,null,-0.042832017
FAHD1,FAHD1,null,null,-0.04284203
WASHC2C,WASHC2C,null,null,-0.042862795
PLCG2,PLCG2,null,null,-0.04288374
SCYL1,SCYL1,null,null,-0.042904913
ZMIZ2,ZMIZ2,null,null,-0.042936523
ZNF106,ZNF106,null,null,-0.042951986
TMEM8A,TMEM8A,null,null,-0.043001436
ITPKB,ITPKB,null,null,-0.0430259
TTC31,TTC31,null,null,-0.043038968
SYNE2,SYNE2,null,null,-0.043047927
ERAP1,ERAP1,null,null,-0.043058563
HIP1,HIP1,null,null,-0.04310627
SNX22,SNX22,null,null,-0.043140166
PALM2-AKAP2,PALM2-AKAP2,null,null,-0.04316247
TMEM203,TMEM203,null,null,-0.04316405
CARM1,CARM1,null,null,-0.04318609
ABCC4,ABCC4,null,null,-0.043253295
HUWE1,HUWE1,null,null,-0.04328162
LDB1,LDB1,null,null,-0.043308415
PAG1,PAG1,null,null,-0.0433461
LYN,LYN,null,null,-0.04334714
FOXM1,FOXM1,null,null,-0.04335261
A4GALT,A4GALT,null,null,-0.043354165
LMTK2,LMTK2,null,null,-0.043382354
MEN1,MEN1,null,null,-0.04338766
GMPPB,GMPPB,null,null,-0.043390416
NBEAL2,NBEAL2,null,null,-0.04346856
TNFRSF10B,TNFRSF10B,null,null,-0.043500096
AP2A1,AP2A1,null,null,-0.04351681
ACLY,ACLY,null,null,-0.04354212
AP3B2,AP3B2,null,null,-0.043565836
SLC16A10,SLC16A10,null,null,-0.043598272
ANKS6,ANKS6,null,null,-0.043607686
S1PR2,S1PR2,null,null,-0.043715674
ZNF12,ZNF12,null,null,-0.043730218
DNAJB2,DNAJB2,null,null,-0.043733105
TOPBP1,TOPBP1,null,null,-0.04373783
DENND1A,DENND1A,null,null,-0.043738745
LPCAT3,LPCAT3,null,null,-0.043739844
C11orf95,C11orf95,null,null,-0.043743126
PRKCB,PRKCB,null,null,-0.043798987
AARS,AARS,null,null,-0.043897994
HCFC1R1,HCFC1R1,null,null,-0.043905113
THEM6,THEM6,null,null,-0.043939292
POC1A,POC1A,null,null,-0.043951087
GMEB1,GMEB1,null,null,-0.043967877
NRBP1,NRBP1,null,null,-0.043977886
TTC7A,TTC7A,null,null,-0.04398124
KIAA0319L,KIAA0319L,null,null,-0.04399255
MYO9B,MYO9B,null,null,-0.04400494
FAM168A,FAM168A,null,null,-0.044018712
PAXIP1,PAXIP1,null,null,-0.04405328
COMMD3-BMI1,COMMD3-BMI1,null,null,-0.044093836
NAIF1,NAIF1,null,null,-0.044096485
FANCG,FANCG,null,null,-0.044104084
CHST12,CHST12,null,null,-0.044120587
DNAJA3,DNAJA3,null,null,-0.044139013
DGLUCY,DGLUCY,null,null,-0.044149518
KDELR1,KDELR1,null,null,-0.04416118
USP12,USP12,null,null,-0.044166286
SLC35E2B,SLC35E2B,null,null,-0.044194203
TPGS1,TPGS1,null,null,-0.04423502
FLNB,FLNB,null,null,-0.044244375
TAB2,TAB2,null,null,-0.044247873
TTC21A,TTC21A,null,null,-0.04431511
EML2,EML2,null,null,-0.044338144
SIK2,SIK2,null,null,-0.04436697
VPS9D1,VPS9D1,null,null,-0.044376306
CHRAC1,CHRAC1,null,null,-0.044402815
Sep-01,Sep-01,null,null,-0.04440587
MUS81,MUS81,null,null,-0.044419385
CLCN6,CLCN6,null,null,-0.04443852
PTPN23,PTPN23,null,null,-0.044470377
RUSC1,RUSC1,null,null,-0.044494122
PTK2,PTK2,null,null,-0.044517092
ACSL3,ACSL3,null,null,-0.04454253
SLC44A2,SLC44A2,null,null,-0.04457994
NSD1,NSD1,null,null,-0.04458945
DGKZ,DGKZ,null,null,-0.044618167
LARP1,LARP1,null,null,-0.0446818
AKIRIN1,AKIRIN1,null,null,-0.04469077
COASY,COASY,null,null,-0.044758234
DOCK9,DOCK9,null,null,-0.0447815
METTL22,METTL22,null,null,-0.044827204
TAF6,TAF6,null,null,-0.044833977
ARFGAP3,ARFGAP3,null,null,-0.044898223
PIK3CD,PIK3CD,null,null,-0.04490107
TAP1,TAP1,null,null,-0.04495679
HLA-DOA,HLA-DOA,null,null,-0.044978708
BRAT1,BRAT1,null,null,-0.044997193
MRGBP,MRGBP,null,null,-0.04501832
KIAA0895L,KIAA0895L,null,null,-0.045022197
CARMIL2,CARMIL2,null,null,-0.04505914
TMEM43,TMEM43,null,null,-0.045069087
AP5Z1,AP5Z1,null,null,-0.04507565
TERT,TERT,null,null,-0.045107905
SETD6,SETD6,null,null,-0.04511007
KLC4,KLC4,null,null,-0.04511972
PFAS,PFAS,null,null,-0.04512535
HSPA2,HSPA2,null,null,-0.045184374
LAPTM5,LAPTM5,null,null,-0.045305993
CD19,CD19,null,null,-0.045321416
APEX2,APEX2,null,null,-0.045426626
TRAPPC9,TRAPPC9,null,null,-0.04547696
MLLT6,MLLT6,null,null,-0.045497376
MCU,MCU,null,null,-0.04552451
AFTPH,AFTPH,null,null,-0.0455539
RUNX3,RUNX3,null,null,-0.04560547
PRUNE1,PRUNE1,null,null,-0.04564339
ANKLE1,ANKLE1,null,null,-0.04572217
ABCC1,ABCC1,null,null,-0.045764156
MTOR,MTOR,null,null,-0.045775417
CMIP,CMIP,null,null,-0.045787357
CBR1,CBR1,null,null,-0.045836948
LZTR1,LZTR1,null,null,-0.04583946
PUS10,PUS10,null,null,-0.04586343
RITA1,RITA1,null,null,-0.045887683
KIF3B,KIF3B,null,null,-0.045982905
TLNRD1,TLNRD1,null,null,-0.045984607
SETBP1,SETBP1,null,null,-0.045985084
ARHGEF12,ARHGEF12,null,null,-0.046011247
UBE2M,UBE2M,null,null,-0.04603203
MEF2A,MEF2A,null,null,-0.046036664
NOMO1,NOMO1,null,null,-0.046098888
CUL4B,CUL4B,null,null,-0.046128195
NFKB2,NFKB2,null,null,-0.04615831
BICRA,BICRA,null,null,-0.0461673
MADD,MADD,null,null,-0.046267528
LEMD2,LEMD2,null,null,-0.04631061
UBR2,UBR2,null,null,-0.046387702
ARRDC1,ARRDC1,null,null,-0.046389304
SERINC3,SERINC3,null,null,-0.0464016
TNRC18,TNRC18,null,null,-0.046414573
SAPCD2,SAPCD2,null,null,-0.046419542
BLVRB,BLVRB,null,null,-0.046433616
CD55,CD55,null,null,-0.0464469
SLC9B1,SLC9B1,null,null,-0.046456672
FOXRED2,FOXRED2,null,null,-0.0464654
PLEKHF2,PLEKHF2,null,null,-0.046479244
TSHZ1,TSHZ1,null,null,-0.04650774
SLC39A10,SLC39A10,null,null,-0.04654995
APPL1,APPL1,null,null,-0.04663665
UPRT,UPRT,null,null,-0.046669107
STAT3,STAT3,null,null,-0.046855852
BRPF3,BRPF3,null,null,-0.04687016
TCEA1,TCEA1,null,null,-0.04690043
MEGF9,MEGF9,null,null,-0.046904836
MACO1,MACO1,null,null,-0.046918336
TONSL,TONSL,null,null,-0.04692534
EPN1,EPN1,null,null,-0.046935227
MAPK8,MAPK8,null,null,-0.04693787
WFS1,WFS1,null,null,-0.04694436
HEMK1,HEMK1,null,null,-0.046976663
QSOX1,QSOX1,null,null,-0.0470535
TAPBP,TAPBP,null,null,-0.047099244
TBC1D2,TBC1D2,null,null,-0.047107395
MTA1,MTA1,null,null,-0.047155883
PPFIBP2,PPFIBP2,null,null,-0.04717204
C5,C5,null,null,-0.04719953
MAPK3,MAPK3,null,null,-0.047232345
MIF4GD,MIF4GD,null,null,-0.047238786
C8orf82,C8orf82,null,null,-0.047272414
FAM3A,FAM3A,null,null,-0.047361042
MGAT5,MGAT5,null,null,-0.047395583
ERBB2,ERBB2,null,null,-0.04742785
CAMKK2,CAMKK2,null,null,-0.047473382
SGPP1,SGPP1,null,null,-0.04748653
NET1,NET1,null,null,-0.04753105
ZER1,ZER1,null,null,-0.047540933
CHD9,CHD9,null,null,-0.047579996
HECA,HECA,null,null,-0.047598027
SLC23A2,SLC23A2,null,null,-0.047610603
KPNA3,KPNA3,null,null,-0.04764037
SESN2,SESN2,null,null,-0.047643628
FBH1,FBH1,null,null,-0.0476671
STRN,STRN,null,null,-0.047739938
CHAMP1,CHAMP1,null,null,-0.04781585
DENND3,DENND3,null,null,-0.04786797
THAP7,THAP7,null,null,-0.04788302
BTBD2,BTBD2,null,null,-0.047890946
MEF2B,MEF2B,null,null,-0.04790617
MED22,MED22,null,null,-0.047966376
FKBP8,FKBP8,null,null,-0.04805182
R3HDM2,R3HDM2,null,null,-0.04807386
OCEL1,OCEL1,null,null,-0.048098397
CLCN2,CLCN2,null,null,-0.048133835
ERC1,ERC1,null,null,-0.04815395
RCAN3,RCAN3,null,null,-0.048183676
ZDHHC5,ZDHHC5,null,null,-0.048193026
ANO8,ANO8,null,null,-0.0481989
GBA,GBA,null,null,-0.04822175
TLN1,TLN1,null,null,-0.04823704
CDT1,CDT1,null,null,-0.048252165
SHARPIN,SHARPIN,null,null,-0.048289977
INTS3,INTS3,null,null,-0.04832297
ZNF318,ZNF318,null,null,-0.0483563
TANK,TANK,null,null,-0.04838429
PTPN9,PTPN9,null,null,-0.04841162
SREBF2,SREBF2,null,null,-0.04844083
BCL7A,BCL7A,null,null,-0.04852459
KAT14,KAT14,null,null,-0.048600458
FMNL1,FMNL1,null,null,-0.048606083
PNRC1,PNRC1,null,null,-0.048674792
CAD,CAD,null,null,-0.04869291
GYS1,GYS1,null,null,-0.048727605
SMARCA2,SMARCA2,null,null,-0.048801687
ZNF213,ZNF213,null,null,-0.04884024
RGCC,RGCC,null,null,-0.04885583
H6PD,H6PD,null,null,-0.048889536
CUL9,CUL9,null,null,-0.048914805
CARMIL3,CARMIL3,null,null,-0.04892134
LIMD2,LIMD2,null,null,-0.048928596
RAB9A,RAB9A,null,null,-0.048967723
CDYL,CDYL,null,null,-0.048988283
TSPAN14,TSPAN14,null,null,-0.048996214
MYO19,MYO19,null,null,-0.04901006
PHF19,PHF19,null,null,-0.049042646
RBM6,RBM6,null,null,-0.049060322
INPPL1,INPPL1,null,null,-0.049061157
DYM,DYM,null,null,-0.049065586
PTPN11,PTPN11,null,null,-0.049070902
SESTD1,SESTD1,null,null,-0.04907553
TBC1D19,TBC1D19,null,null,-0.04909563
FRMPD3,FRMPD3,null,null,-0.049123906
S1PR4,S1PR4,null,null,-0.049162466
TRMT2A,TRMT2A,null,null,-0.04917157
PTDSS1,PTDSS1,null,null,-0.049213607
TIGAR,TIGAR,null,null,-0.04928556
PACSIN2,PACSIN2,null,null,-0.049298137
SLC43A3,SLC43A3,null,null,-0.049370352
BBX,BBX,null,null,-0.04937652
SLC27A4,SLC27A4,null,null,-0.049392313
DECR2,DECR2,null,null,-0.049425777
INVS,INVS,null,null,-0.049445387
OGT,OGT,null,null,-0.04963073
FIG4,FIG4,null,null,-0.049643442
KLHL42,KLHL42,null,null,-0.04968105
PRKCZ,PRKCZ,null,null,-0.04970816
MFSD6,MFSD6,null,null,-0.04971445
TXNDC5,TXNDC5,null,null,-0.049738374
GCLM,GCLM,null,null,-0.04977537
SLC39A3,SLC39A3,null,null,-0.04978335
NPRL2,NPRL2,null,null,-0.0497991
ST3GAL2,ST3GAL2,null,null,-0.049802575
PPP4R4,PPP4R4,null,null,-0.04982661
MPG,MPG,null,null,-0.049854267
STARD3NL,STARD3NL,null,null,-0.04988383
ZNF746,ZNF746,null,null,-0.049892686
LRRC8A,LRRC8A,null,null,-0.049901154
WDR59,WDR59,null,null,-0.049967427
FBXW5,FBXW5,null,null,-0.050003562
ATG9A,ATG9A,null,null,-0.05000495
ASB13,ASB13,null,null,-0.05003078
CTTN,CTTN,null,null,-0.050050415
USP19,USP19,null,null,-0.050062176
DNASE2,DNASE2,null,null,-0.050095443
BORCS8-MEF2B,BORCS8-MEF2B,null,null,-0.05011182
HAUS5,HAUS5,null,null,-0.0501185
NAGPA,NAGPA,null,null,-0.05012512
H1FX,H1FX,null,null,-0.05016912
MXI1,MXI1,null,null,-0.05018896
FBXL6,FBXL6,null,null,-0.050204087
TTC13,TTC13,null,null,-0.050213024
MAP4K1,MAP4K1,null,null,-0.050228044
CDK9,CDK9,null,null,-0.050242394
ROCK2,ROCK2,null,null,-0.05026028
TFPT,TFPT,null,null,-0.05028831
LNPK,LNPK,null,null,-0.05029558
SLC25A25,SLC25A25,null,null,-0.0503748
POGZ,POGZ,null,null,-0.05042328
GRHPR,GRHPR,null,null,-0.050451893
TCF3,TCF3,null,null,-0.05045195
RASGRP2,RASGRP2,null,null,-0.050466586
CTDSP1,CTDSP1,null,null,-0.05047778
ARMC1,ARMC1,null,null,-0.05050606
CSRNP1,CSRNP1,null,null,-0.050525215
DOT1L,DOT1L,null,null,-0.050525315
USP20,USP20,null,null,-0.050526675
PPFIA1,PPFIA1,null,null,-0.050536156
CSK,CSK,null,null,-0.050549876
MGAT3,MGAT3,null,null,-0.050624885
ZNF217,ZNF217,null,null,-0.050650112
PLEKHO2,PLEKHO2,null,null,-0.050668128
RALGAPA2,RALGAPA2,null,null,-0.05070547
TMEM87A,TMEM87A,null,null,-0.050744608
SLC9A3R1,SLC9A3R1,null,null,-0.05079536
MAP7D1,MAP7D1,null,null,-0.05082632
BMP2K,BMP2K,null,null,-0.050836105
RGS19,RGS19,null,null,-0.05085433
ADA2,ADA2,null,null,-0.05091786
ADO,ADO,null,null,-0.050935116
AFDN,AFDN,null,null,-0.050960258
CLASRP,CLASRP,null,null,-0.0510466
FAM102A,FAM102A,null,null,-0.05107688
SMARCD3,SMARCD3,null,null,-0.051082637
TAB3,TAB3,null,null,-0.051088087
NHLRC2,NHLRC2,null,null,-0.051094364
TTLL5,TTLL5,null,null,-0.051104378
RAB12,RAB12,null,null,-0.05111633
SLC25A20,SLC25A20,null,null,-0.051149476
SARM1,SARM1,null,null,-0.05116543
MMAB,MMAB,null,null,-0.051217165
FOXP4,FOXP4,null,null,-0.051218387
SPPL2A,SPPL2A,null,null,-0.05127742
TMEM120A,TMEM120A,null,null,-0.051280905
ZNF860,ZNF860,null,null,-0.05128379
AP3D1,AP3D1,null,null,-0.051329635
PCED1A,PCED1A,null,null,-0.05135387
PHKA2,PHKA2,null,null,-0.051355317
TAGAP,TAGAP,null,null,-0.05144102
CHTF18,CHTF18,null,null,-0.051462293
PRKCE,PRKCE,null,null,-0.05152831
SLC35C2,SLC35C2,null,null,-0.051538408
ANKFY1,ANKFY1,null,null,-0.051577896
PTCH1,PTCH1,null,null,-0.051581886
GALNT10,GALNT10,null,null,-0.05179407
BICRAL,BICRAL,null,null,-0.051875982
TMEM219,TMEM219,null,null,-0.051892582
AC034102.1,AC034102.1,null,null,-0.051894322
MAPKBP1,MAPKBP1,null,null,-0.051914033
PCDHGA11,PCDHGA11,null,null,-0.051991694
EP400,EP400,null,null,-0.052052762
ARL8A,ARL8A,null,null,-0.052091703
PALLD,PALLD,null,null,-0.052137464
TMEM120B,TMEM120B,null,null,-0.052168977
CSNK1G2,CSNK1G2,null,null,-0.052207395
ZFAND2B,ZFAND2B,null,null,-0.05224062
SMARCD2,SMARCD2,null,null,-0.05224281
PCK2,PCK2,null,null,-0.052255098
NUDT22,NUDT22,null,null,-0.052284587
MCOLN1,MCOLN1,null,null,-0.05228607
PRKDC,PRKDC,null,null,-0.052289117
UBE2E2,UBE2E2,null,null,-0.052289426
IFT140,IFT140,null,null,-0.052338827
SAT2,SAT2,null,null,-0.052366693
HES6,HES6,null,null,-0.052452188
HMG20B,HMG20B,null,null,-0.052469175
GRK6,GRK6,null,null,-0.052486338
IPO13,IPO13,null,null,-0.052585382
FBXL12,FBXL12,null,null,-0.05263829
SLC12A9,SLC12A9,null,null,-0.052671846
SLC4A2,SLC4A2,null,null,-0.0526907
UBALD1,UBALD1,null,null,-0.052731384
SH3BP5,SH3BP5,null,null,-0.05281515
FERMT3,FERMT3,null,null,-0.052820988
UXS1,UXS1,null,null,-0.052824106
RDH14,RDH14,null,null,-0.052895494
PPARD,PPARD,null,null,-0.052914258
DOCK8,DOCK8,null,null,-0.05293402
TBC1D10B,TBC1D10B,null,null,-0.05294114
