NAME,DESCRIPTION,GENE_SYMBOL,GENE_TITLE,SCORE
ABHD16A,ABHD16A,null,null,-0.03232546
UCP2,UCP2,null,null,-0.03232995
DYNLL2,DYNLL2,null,null,-0.032352842
LYPLAL1,LYPLAL1,null,null,-0.032361288
PNPLA8,PNPLA8,null,null,-0.03236657
BCL10,BCL10,null,null,-0.032370932
PEPD,PEPD,null,null,-0.032374505
CHEK2,CHEK2,null,null,-0.032381564
SLC35A5,SLC35A5,null,null,-0.032384705
PA2G4,PA2G4,null,null,-0.032427788
CCDC110,CCDC110,null,null,-0.032438032
TSC22D2,TSC22D2,null,null,-0.03247568
POMP,POMP,null,null,-0.032491338
GTF3C1,GTF3C1,null,null,-0.032497115
ITFG2,ITFG2,null,null,-0.03253145
SND1,SND1,null,null,-0.032547545
SRSF10,SRSF10,null,null,-0.03255313
C12orf10,C12orf10,null,null,-0.032591056
WDR7,WDR7,null,null,-0.03259587
PLEKHH3,PLEKHH3,null,null,-0.0326677
ECH1,ECH1,null,null,-0.03266804
CD22,CD22,null,null,-0.032674313
PIAS4,PIAS4,null,null,-0.03269045
CDK5RAP1,CDK5RAP1,null,null,-0.032690506
PTMA,PTMA,null,null,-0.03273155
PLRG1,PLRG1,null,null,-0.032733455
SLC7A6OS,SLC7A6OS,null,null,-0.03276259
ABCA7,ABCA7,null,null,-0.032762926
ALG11,ALG11,null,null,-0.03278607
CREG1,CREG1,null,null,-0.032809585
TMEM167A,TMEM167A,null,null,-0.03283369
TTC7A,TTC7A,null,null,-0.03287354
MUC20,MUC20,null,null,-0.032879844
IRF3,IRF3,null,null,-0.03289025
BLOC1S1,BLOC1S1,null,null,-0.03289414
STK11IP,STK11IP,null,null,-0.03289507
TTC12,TTC12,null,null,-0.032896098
SMUG1,SMUG1,null,null,-0.032898154
ZNF180,ZNF180,null,null,-0.032899845
SARNP,SARNP,null,null,-0.032981444
ERCC2,ERCC2,null,null,-0.03300605
SNRPD3,SNRPD3,null,null,-0.033026375
RUVBL2,RUVBL2,null,null,-0.033044633
SRRD,SRRD,null,null,-0.033057388
SF1,SF1,null,null,-0.033102453
GPI,GPI,null,null,-0.033120327
DBF4,DBF4,null,null,-0.033131998
PGD,PGD,null,null,-0.033132058
COX16,COX16,null,null,-0.03315084
MRPL12,MRPL12,null,null,-0.033152495
WWP2,WWP2,null,null,-0.033168063
AC092881.1,AC092881.1,null,null,-0.03318193
PSMG3,PSMG3,null,null,-0.033185378
MOB1A,MOB1A,null,null,-0.033190865
UBE2M,UBE2M,null,null,-0.03319515
MFSD12,MFSD12,null,null,-0.03320657
CEP63,CEP63,null,null,-0.033208277
CMC1,CMC1,null,null,-0.033217743
A4GALT,A4GALT,null,null,-0.033217806
PLPP5,PLPP5,null,null,-0.033250105
VRK1,VRK1,null,null,-0.033256263
HSD17B12,HSD17B12,null,null,-0.033262614
SCYL3,SCYL3,null,null,-0.033275273
MKRN2,MKRN2,null,null,-0.03327826
ETF1,ETF1,null,null,-0.033381633
HNRNPUL2,HNRNPUL2,null,null,-0.03338305
HEATR3,HEATR3,null,null,-0.03340251
TAF1A,TAF1A,null,null,-0.03340469
XPC,XPC,null,null,-0.03340576
PLEKHA2,PLEKHA2,null,null,-0.03341438
IFI35,IFI35,null,null,-0.03342246
PNN,PNN,null,null,-0.033426292
ATP6V0E2,ATP6V0E2,null,null,-0.03342666
XPNPEP3,XPNPEP3,null,null,-0.033427525
SLC25A26,SLC25A26,null,null,-0.03345733
SNW1,SNW1,null,null,-0.03346898
SPECC1,SPECC1,null,null,-0.03352135
ANP32E,ANP32E,null,null,-0.03355191
RARS2,RARS2,null,null,-0.033555347
CLK3,CLK3,null,null,-0.03356452
TSPYL1,TSPYL1,null,null,-0.033567715
BRD2,BRD2,null,null,-0.03356849
SLC39A3,SLC39A3,null,null,-0.033656027
CCNH,CCNH,null,null,-0.0337513
ECI2,ECI2,null,null,-0.033794343
NDE1,NDE1,null,null,-0.033881325
TES,TES,null,null,-0.033927083
SMC2,SMC2,null,null,-0.0339367
PTRH2,PTRH2,null,null,-0.03398072
PSD4,PSD4,null,null,-0.033986535
CCT2,CCT2,null,null,-0.03398798
RHBDF2,RHBDF2,null,null,-0.0340071
SRSF3,SRSF3,null,null,-0.034070224
PHRF1,PHRF1,null,null,-0.034073602
HUS1,HUS1,null,null,-0.034161035
PSMD6,PSMD6,null,null,-0.034179118
WAS,WAS,null,null,-0.034197096
CLCC1,CLCC1,null,null,-0.034215383
SPCS2,SPCS2,null,null,-0.03422825
SF3B2,SF3B2,null,null,-0.034251794
DRG2,DRG2,null,null,-0.034292996
CDKN2C,CDKN2C,null,null,-0.034307495
UCK2,UCK2,null,null,-0.03431281
HNRNPL,HNRNPL,null,null,-0.034335453
RBM14-RBM4,RBM14-RBM4,null,null,-0.034356784
ARL6IP1,ARL6IP1,null,null,-0.034395054
ZNF671,ZNF671,null,null,-0.034406137
KNTC1,KNTC1,null,null,-0.034419622
EFL1,EFL1,null,null,-0.03444347
TRAF2,TRAF2,null,null,-0.0344447
MFN1,MFN1,null,null,-0.034479786
PSMD12,PSMD12,null,null,-0.03451628
PDIA4,PDIA4,null,null,-0.03451797
MCM3,MCM3,null,null,-0.03452751
LDHB,LDHB,null,null,-0.034532607
RAB10,RAB10,null,null,-0.034544647
PSMB2,PSMB2,null,null,-0.034548827
STRAP,STRAP,null,null,-0.03455595
MBD3,MBD3,null,null,-0.034577705
MRPS34,MRPS34,null,null,-0.034588896
TOP3B,TOP3B,null,null,-0.03460034
DHX15,DHX15,null,null,-0.034612004
UTP11,UTP11,null,null,-0.034641962
GATD1,GATD1,null,null,-0.034652453
XRCC4,XRCC4,null,null,-0.034706578
CAD,CAD,null,null,-0.03474041
PSEN1,PSEN1,null,null,-0.034769163
TRIM11,TRIM11,null,null,-0.034775246
MCM8,MCM8,null,null,-0.034802992
MRPL35,MRPL35,null,null,-0.03480447
CAAP1,CAAP1,null,null,-0.03480703
PPFIBP2,PPFIBP2,null,null,-0.034838807
NKD2,NKD2,null,null,-0.0348498
CYBA,CYBA,null,null,-0.034867406
SLC12A4,SLC12A4,null,null,-0.0348907
ARRDC1,ARRDC1,null,null,-0.034899604
MND1,MND1,null,null,-0.034914833
GALE,GALE,null,null,-0.03493641
CNDP2,CNDP2,null,null,-0.03494975
NSUN5,NSUN5,null,null,-0.035005845
THAP11,THAP11,null,null,-0.035009027
CTNS,CTNS,null,null,-0.035067916
FAM241A,FAM241A,null,null,-0.03509672
MMACHC,MMACHC,null,null,-0.035115395
PUDP,PUDP,null,null,-0.035131678
GTSE1,GTSE1,null,null,-0.035148203
NPRL2,NPRL2,null,null,-0.03517849
GPN2,GPN2,null,null,-0.03518213
RAVER1,RAVER1,null,null,-0.03518531
CCNF,CCNF,null,null,-0.035204932
NFATC2IP,NFATC2IP,null,null,-0.03521942
PPHLN1,PPHLN1,null,null,-0.03523892
PDE4B,PDE4B,null,null,-0.035253383
SUV39H1,SUV39H1,null,null,-0.03526474
ANKRD11,ANKRD11,null,null,-0.035272744
PPIH,PPIH,null,null,-0.035287667
RNF113A,RNF113A,null,null,-0.03533154
PSIP1,PSIP1,null,null,-0.035349652
APEH,APEH,null,null,-0.03535374
EXOSC2,EXOSC2,null,null,-0.035359476
GTF3C2,GTF3C2,null,null,-0.035367552
NDUFA10,NDUFA10,null,null,-0.03537928
COPG1,COPG1,null,null,-0.035381418
CTNNA1,CTNNA1,null,null,-0.03538649
BPGM,BPGM,null,null,-0.035391495
NCL,NCL,null,null,-0.035402972
ZBTB22,ZBTB22,null,null,-0.03541421
TOP1,TOP1,null,null,-0.035421226
SULF2,SULF2,null,null,-0.03545319
PRIM2,PRIM2,null,null,-0.035499185
DAP,DAP,null,null,-0.035499398
ANAPC11,ANAPC11,null,null,-0.03550291
NAXE,NAXE,null,null,-0.035511192
LMBR1,LMBR1,null,null,-0.035544194
FCHO1,FCHO1,null,null,-0.035550002
ELP3,ELP3,null,null,-0.035568338
RABEP1,RABEP1,null,null,-0.03561565
POMT1,POMT1,null,null,-0.035632797
VPREB3,VPREB3,null,null,-0.035655882
SLC41A3,SLC41A3,null,null,-0.035666607
USP28,USP28,null,null,-0.035671186
GADD45GIP1,GADD45GIP1,null,null,-0.035696585
GTF2H4,GTF2H4,null,null,-0.035736993
KCTD13,KCTD13,null,null,-0.03574817
SMC6,SMC6,null,null,-0.035759997
RBM14,RBM14,null,null,-0.03577174
SRSF9,SRSF9,null,null,-0.035783943
ZNF740,ZNF740,null,null,-0.0358375
THOC1,THOC1,null,null,-0.035850182
EWSR1,EWSR1,null,null,-0.03585057
MRPS25,MRPS25,null,null,-0.035858084
PTPRJ,PTPRJ,null,null,-0.035961203
POLR2M,POLR2M,null,null,-0.035974193
MBIP,MBIP,null,null,-0.035982173
CDC20,CDC20,null,null,-0.036006488
MBP,MBP,null,null,-0.036022574
H2AFX,H2AFX,null,null,-0.03602824
POP1,POP1,null,null,-0.03607159
GLYCTK,GLYCTK,null,null,-0.0360745
ADH5,ADH5,null,null,-0.036078133
EID2,EID2,null,null,-0.036084257
ZCRB1,ZCRB1,null,null,-0.036089014
MRPL51,MRPL51,null,null,-0.036096916
MPG,MPG,null,null,-0.036112476
CCNE1,CCNE1,null,null,-0.036129598
ENTPD6,ENTPD6,null,null,-0.036151197
RHEB,RHEB,null,null,-0.036172315
KCTD18,KCTD18,null,null,-0.03620104
NOB1,NOB1,null,null,-0.03620562
CREB3L2,CREB3L2,null,null,-0.03621094
SS18L2,SS18L2,null,null,-0.03621606
SAMM50,SAMM50,null,null,-0.036263864
ACACA,ACACA,null,null,-0.03627899
SPAG16,SPAG16,null,null,-0.03633397
SLC35D1,SLC35D1,null,null,-0.036345214
GJC1,GJC1,null,null,-0.03636355
METTL6,METTL6,null,null,-0.03636792
GPATCH2L,GPATCH2L,null,null,-0.036374837
TRIM56,TRIM56,null,null,-0.036478996
FANCA,FANCA,null,null,-0.036504164
DLAT,DLAT,null,null,-0.03651674
ALG2,ALG2,null,null,-0.036527067
CHAF1B,CHAF1B,null,null,-0.036533058
RAD23A,RAD23A,null,null,-0.036534503
NUP85,NUP85,null,null,-0.036535908
PAAF1,PAAF1,null,null,-0.036558192
DNAJA1,DNAJA1,null,null,-0.036558993
GTF2I,GTF2I,null,null,-0.03657216
PUM3,PUM3,null,null,-0.03657233
TCF19,TCF19,null,null,-0.036582105
OSBPL2,OSBPL2,null,null,-0.036591727
GADD45B,GADD45B,null,null,-0.0366185
ZFP1,ZFP1,null,null,-0.036622796
CENPA,CENPA,null,null,-0.036643565
VRK3,VRK3,null,null,-0.036644623
PDCL,PDCL,null,null,-0.036645785
LMAN1,LMAN1,null,null,-0.03666625
CYP2R1,CYP2R1,null,null,-0.03667136
CLINT1,CLINT1,null,null,-0.03671742
CENPH,CENPH,null,null,-0.036767233
IRF4,IRF4,null,null,-0.036768347
WDR74,WDR74,null,null,-0.0367734
APTX,APTX,null,null,-0.036795598
ZNF530,ZNF530,null,null,-0.036849856
NUP62,NUP62,null,null,-0.0368533
WDR24,WDR24,null,null,-0.036874596
DGKG,DGKG,null,null,-0.03688592
FDX2,FDX2,null,null,-0.036895618
RBAK,RBAK,null,null,-0.036913432
RMI1,RMI1,null,null,-0.03697745
RPL36AL,RPL36AL,null,null,-0.0369976
HSPA9,HSPA9,null,null,-0.03701922
RAE1,RAE1,null,null,-0.037031494
FNIP1,FNIP1,null,null,-0.037056733
PMS1,PMS1,null,null,-0.037064448
NCF4,NCF4,null,null,-0.03709483
SLC4A7,SLC4A7,null,null,-0.037095323
RFC1,RFC1,null,null,-0.037119076
GPBP1,GPBP1,null,null,-0.03714527
ARF1,ARF1,null,null,-0.03715106
PDCD6IP,PDCD6IP,null,null,-0.037170783
VEGFB,VEGFB,null,null,-0.037178878
PSMB4,PSMB4,null,null,-0.037212145
PRPF6,PRPF6,null,null,-0.037220083
AURKAIP1,AURKAIP1,null,null,-0.037240453
SRP68,SRP68,null,null,-0.03730713
MMS22L,MMS22L,null,null,-0.037321195
CNPY2,CNPY2,null,null,-0.03732745
DHX35,DHX35,null,null,-0.03736261
SNRNP200,SNRNP200,null,null,-0.037384972
FLI1,FLI1,null,null,-0.037414663
TUBE1,TUBE1,null,null,-0.03741758
MFSD11,MFSD11,null,null,-0.037424706
FANCI,FANCI,null,null,-0.03744091
ABHD2,ABHD2,null,null,-0.03745808
RICTOR,RICTOR,null,null,-0.037484866
PGK1,PGK1,null,null,-0.037508257
CLTA,CLTA,null,null,-0.03751152
PIGV,PIGV,null,null,-0.037561335
ENSA,ENSA,null,null,-0.037591852
GNL3,GNL3,null,null,-0.037637264
MRPS12,MRPS12,null,null,-0.03765158
C1orf109,C1orf109,null,null,-0.037680537
SIKE1,SIKE1,null,null,-0.0377638
HNRNPAB,HNRNPAB,null,null,-0.0377994
RDH14,RDH14,null,null,-0.037832227
RBM22,RBM22,null,null,-0.037842244
PLPP1,PLPP1,null,null,-0.03788648
C19orf48,C19orf48,null,null,-0.03791245
PTPRCAP,PTPRCAP,null,null,-0.037952192
NDUFS7,NDUFS7,null,null,-0.03801086
KLHL36,KLHL36,null,null,-0.038052697
TIA1,TIA1,null,null,-0.03806825
LAS1L,LAS1L,null,null,-0.038070578
RTEL1,RTEL1,null,null,-0.038190976
ELOB,ELOB,null,null,-0.03820252
OCIAD1,OCIAD1,null,null,-0.0382533
UBE2B,UBE2B,null,null,-0.038265724
CLTB,CLTB,null,null,-0.03829681
RANBP6,RANBP6,null,null,-0.038417976
ZBTB8OS,ZBTB8OS,null,null,-0.038429283
PPIE,PPIE,null,null,-0.038449205
GANC,GANC,null,null,-0.038451303
CENPF,CENPF,null,null,-0.038455363
GANAB,GANAB,null,null,-0.038464524
FAM114A2,FAM114A2,null,null,-0.038469557
ABCD3,ABCD3,null,null,-0.03848037
PUSL1,PUSL1,null,null,-0.038485866
ELAVL1,ELAVL1,null,null,-0.03849806
MRPS18A,MRPS18A,null,null,-0.038507603
NAA16,NAA16,null,null,-0.038514394
MAP1LC3B,MAP1LC3B,null,null,-0.03853546
XRCC1,XRCC1,null,null,-0.038552534
TAPT1,TAPT1,null,null,-0.03861899
MRPS23,MRPS23,null,null,-0.038653385
CASZ1,CASZ1,null,null,-0.038662177
TTC31,TTC31,null,null,-0.038679473
GPANK1,GPANK1,null,null,-0.03872999
RAB4B,RAB4B,null,null,-0.038756013
AL096870.1,AL096870.1,null,null,-0.038800072
E2F2,E2F2,null,null,-0.038801797
DHRS7B,DHRS7B,null,null,-0.038830474
BCDIN3D,BCDIN3D,null,null,-0.03884629
ATF1,ATF1,null,null,-0.038858514
FAM173A,FAM173A,null,null,-0.038864728
DUT,DUT,null,null,-0.038883187
ZFX,ZFX,null,null,-0.038900178
ACADM,ACADM,null,null,-0.038922902
NME2,NME2,null,null,-0.038968872
PLSCR1,PLSCR1,null,null,-0.038984068
TMED2,TMED2,null,null,-0.03900701
TNPO3,TNPO3,null,null,-0.039022256
XRCC6,XRCC6,null,null,-0.03903066
EXOC3,EXOC3,null,null,-0.039039746
CCT7,CCT7,null,null,-0.039061375
KLHL18,KLHL18,null,null,-0.03909182
MRPS15,MRPS15,null,null,-0.03916844
FXR1,FXR1,null,null,-0.03922855
SP1,SP1,null,null,-0.039234404
CDV3,CDV3,null,null,-0.039234437
ZBTB10,ZBTB10,null,null,-0.039242834
GAB1,GAB1,null,null,-0.039260913
RPAP1,RPAP1,null,null,-0.039274313
CIP2A,CIP2A,null,null,-0.03927471
EML6,EML6,null,null,-0.03929029
STX5,STX5,null,null,-0.03929738
NUMB,NUMB,null,null,-0.039321527
SLC1A5,SLC1A5,null,null,-0.039359454
DDX19A,DDX19A,null,null,-0.039366376
OIP5,OIP5,null,null,-0.0393714
PRPF40A,PRPF40A,null,null,-0.039386965
CENPW,CENPW,null,null,-0.039388213
URI1,URI1,null,null,-0.03944188
MPHOSPH8,MPHOSPH8,null,null,-0.03946645
SMYD4,SMYD4,null,null,-0.03948495
CACTIN,CACTIN,null,null,-0.039491434
CORO1A,CORO1A,null,null,-0.03952136
SLC39A11,SLC39A11,null,null,-0.039527606
DOCK2,DOCK2,null,null,-0.039566576
GOT1,GOT1,null,null,-0.039585017
SUPT7L,SUPT7L,null,null,-0.039595217
MORF4L2,MORF4L2,null,null,-0.039598193
HSD17B11,HSD17B11,null,null,-0.039634887
SHPK,SHPK,null,null,-0.03965413
NAP1L4,NAP1L4,null,null,-0.03967875
FOCAD,FOCAD,null,null,-0.039699193
ZFAT,ZFAT,null,null,-0.039702214
NUSAP1,NUSAP1,null,null,-0.03974551
MAPK14,MAPK14,null,null,-0.039747115
ANKRD33B,ANKRD33B,null,null,-0.039748635
RAN,RAN,null,null,-0.039770454
MINDY2,MINDY2,null,null,-0.03977244
SNAP47,SNAP47,null,null,-0.039793536
FLYWCH1,FLYWCH1,null,null,-0.039833345
DPH5,DPH5,null,null,-0.03983683
NCBP1,NCBP1,null,null,-0.039849788
GRN,GRN,null,null,-0.039881088
METTL14,METTL14,null,null,-0.039883073
MCUR1,MCUR1,null,null,-0.039891545
SYNJ2BP-COX16,SYNJ2BP-COX16,null,null,-0.03989561
POLG,POLG,null,null,-0.039956525
SLC9A3R1,SLC9A3R1,null,null,-0.039961353
ZGPAT,ZGPAT,null,null,-0.03998413
DHPS,DHPS,null,null,-0.04000643
MCPH1,MCPH1,null,null,-0.040051308
PCCB,PCCB,null,null,-0.040056687
HELQ,HELQ,null,null,-0.040058613
DDX1,DDX1,null,null,-0.04010399
TTF2,TTF2,null,null,-0.040117793
Sep-07,Sep-07,null,null,-0.040131606
SMG9,SMG9,null,null,-0.040145133
CDK7,CDK7,null,null,-0.040217374
DGLUCY,DGLUCY,null,null,-0.040279686
SNRNP40,SNRNP40,null,null,-0.040292762
HAS3,HAS3,null,null,-0.040333644
NCBP3,NCBP3,null,null,-0.040336967
WDR81,WDR81,null,null,-0.0403538
CCDC86,CCDC86,null,null,-0.04036833
LRRC59,LRRC59,null,null,-0.040395956
DOLPP1,DOLPP1,null,null,-0.04041357
WBP11,WBP11,null,null,-0.040446553
ZNF616,ZNF616,null,null,-0.04045228
SYNE1,SYNE1,null,null,-0.04047142
PKNOX1,PKNOX1,null,null,-0.04055944
PELO,PELO,null,null,-0.04056676
NIPSNAP2,NIPSNAP2,null,null,-0.04061029
CAPN1,CAPN1,null,null,-0.040627602
ABCB6,ABCB6,null,null,-0.04063994
PPP1R11,PPP1R11,null,null,-0.040655687
MRPS35,MRPS35,null,null,-0.040660944
HMGB2,HMGB2,null,null,-0.04066282
EIF4A1,EIF4A1,null,null,-0.04067708
NOSIP,NOSIP,null,null,-0.040695634
G6PD,G6PD,null,null,-0.040708505
PSMG4,PSMG4,null,null,-0.040723983
THG1L,THG1L,null,null,-0.04073153
MAP4K2,MAP4K2,null,null,-0.04073414
NAALADL2,NAALADL2,null,null,-0.040764038
GTF2H1,GTF2H1,null,null,-0.0408169
THUMPD3,THUMPD3,null,null,-0.040824957
GGPS1,GGPS1,null,null,-0.04088437
HSP90AB1,HSP90AB1,null,null,-0.040922243
GMNN,GMNN,null,null,-0.040944662
EIF2B3,EIF2B3,null,null,-0.040985078
ZNF587B,ZNF587B,null,null,-0.040991187
PTPN11,PTPN11,null,null,-0.041023366
SNHG32,SNHG32,null,null,-0.041025456
LBR,LBR,null,null,-0.0410441
SLC39A6,SLC39A6,null,null,-0.04107142
ZDHHC4,ZDHHC4,null,null,-0.04110899
CYREN,CYREN,null,null,-0.041131496
ARF6,ARF6,null,null,-0.041137513
MTFR2,MTFR2,null,null,-0.04120375
UBXN4,UBXN4,null,null,-0.041209027
ZIK1,ZIK1,null,null,-0.041233484
AGL,AGL,null,null,-0.041292634
AK2,AK2,null,null,-0.04129462
THAP7,THAP7,null,null,-0.041307475
SERF2,SERF2,null,null,-0.041322645
OGA,OGA,null,null,-0.041371174
PLOD3,PLOD3,null,null,-0.041423813
PYCR2,PYCR2,null,null,-0.041424688
MSH2,MSH2,null,null,-0.041432034
MIER2,MIER2,null,null,-0.04144178
DNAJC4,DNAJC4,null,null,-0.041459512
NDUFC2-KCTD14,NDUFC2-KCTD14,null,null,-0.04146988
NUDT1,NUDT1,null,null,-0.0414801
TIMM22,TIMM22,null,null,-0.041483764
MTAP,MTAP,null,null,-0.0414852
CDK2,CDK2,null,null,-0.041485984
RAB1A,RAB1A,null,null,-0.041486237
ENOSF1,ENOSF1,null,null,-0.04148875
EPS8,EPS8,null,null,-0.041497786
ZBTB6,ZBTB6,null,null,-0.04149981
HNRNPF,HNRNPF,null,null,-0.04152875
PNPLA4,PNPLA4,null,null,-0.04154356
OSBP,OSBP,null,null,-0.041608095
BAZ2A,BAZ2A,null,null,-0.041646555
PSMD14,PSMD14,null,null,-0.041662086
HNRNPD,HNRNPD,null,null,-0.041680887
PLD3,PLD3,null,null,-0.041727163
CXorf38,CXorf38,null,null,-0.041739654
THOC7,THOC7,null,null,-0.04174911
PUF60,PUF60,null,null,-0.04178851
PRKCSH,PRKCSH,null,null,-0.041809164
FOXN2,FOXN2,null,null,-0.041838508
KLHL9,KLHL9,null,null,-0.04184731
DIS3L2,DIS3L2,null,null,-0.041909464
ATF6B,ATF6B,null,null,-0.041929618
RFXANK,RFXANK,null,null,-0.04197228
TNS3,TNS3,null,null,-0.042133722
CHMP4A,CHMP4A,null,null,-0.042161137
SHKBP1,SHKBP1,null,null,-0.042177916
SSR1,SSR1,null,null,-0.042217795
ECI1,ECI1,null,null,-0.042226594
SLC25A11,SLC25A11,null,null,-0.042233407
MYO6,MYO6,null,null,-0.042317018
SEC13,SEC13,null,null,-0.042317584
PSMA4,PSMA4,null,null,-0.04235282
ENY2,ENY2,null,null,-0.042373873
GZF1,GZF1,null,null,-0.042383574
POLG2,POLG2,null,null,-0.04244528
KHDRBS1,KHDRBS1,null,null,-0.0424499
TSR2,TSR2,null,null,-0.042482827
TOMM22,TOMM22,null,null,-0.04256352
ARHGEF6,ARHGEF6,null,null,-0.04257368
EEF1AKNMT,EEF1AKNMT,null,null,-0.042592425
SGO2,SGO2,null,null,-0.042608682
BSG,BSG,null,null,-0.042617228
MRPL54,MRPL54,null,null,-0.042623885
FZD8,FZD8,null,null,-0.042677075
ADAT1,ADAT1,null,null,-0.042681437
UTP6,UTP6,null,null,-0.04270015
WDR6,WDR6,null,null,-0.0427154
INSIG1,INSIG1,null,null,-0.042719685
KLHDC3,KLHDC3,null,null,-0.04272882
HEXIM1,HEXIM1,null,null,-0.04274318
PSMC3,PSMC3,null,null,-0.042770386
GTF2B,GTF2B,null,null,-0.042798687
GMPPA,GMPPA,null,null,-0.042798888
GPR108,GPR108,null,null,-0.042808577
SPATS2,SPATS2,null,null,-0.042818647
SHC1,SHC1,null,null,-0.04282012
BTN2A1,BTN2A1,null,null,-0.04286875
PTTG1,PTTG1,null,null,-0.042894103
ACTR3,ACTR3,null,null,-0.042958107
ARMC6,ARMC6,null,null,-0.04296792
SRSF4,SRSF4,null,null,-0.042972285
LARS,LARS,null,null,-0.04297428
NGDN,NGDN,null,null,-0.04303009
GMEB1,GMEB1,null,null,-0.04303279
ATP6V1E1,ATP6V1E1,null,null,-0.04303988
DEK,DEK,null,null,-0.04304159
INPP5B,INPP5B,null,null,-0.043054592
TJAP1,TJAP1,null,null,-0.043117926
UFL1,UFL1,null,null,-0.04313127
MTHFSD,MTHFSD,null,null,-0.043172687
MLH1,MLH1,null,null,-0.04318219
NTMT1,NTMT1,null,null,-0.04318679
NASP,NASP,null,null,-0.043200474
DCAF11,DCAF11,null,null,-0.043207455
AC004151.1,AC004151.1,null,null,-0.04321634
RHOH,RHOH,null,null,-0.043265972
ALYREF,ALYREF,null,null,-0.04326822
SART3,SART3,null,null,-0.043283954
SLC6A6,SLC6A6,null,null,-0.04328715
CNTROB,CNTROB,null,null,-0.043291043
AHDC1,AHDC1,null,null,-0.04333053
PCNT,PCNT,null,null,-0.043336526
NONO,NONO,null,null,-0.04343314
MRPS14,MRPS14,null,null,-0.04348182
MSL3,MSL3,null,null,-0.043484185
CRBN,CRBN,null,null,-0.04355193
HNRNPUL1,HNRNPUL1,null,null,-0.04356623
PRDX5,PRDX5,null,null,-0.043567978
EIF3M,EIF3M,null,null,-0.043603018
TARBP1,TARBP1,null,null,-0.04360621
CHCHD5,CHCHD5,null,null,-0.043619245
MCAT,MCAT,null,null,-0.043625783
IKBKE,IKBKE,null,null,-0.043630634
ABCB7,ABCB7,null,null,-0.043644987
PANK4,PANK4,null,null,-0.043659523
NUF2,NUF2,null,null,-0.043706987
SLBP,SLBP,null,null,-0.043777224
CCHCR1,CCHCR1,null,null,-0.043793805
ID2,ID2,null,null,-0.0438146
COG4,COG4,null,null,-0.043835476
SUMO3,SUMO3,null,null,-0.043844253
POLDIP3,POLDIP3,null,null,-0.043871507
GTF3C6,GTF3C6,null,null,-0.0439201
VPS53,VPS53,null,null,-0.04393857
NDUFB4,NDUFB4,null,null,-0.043943044
PUM2,PUM2,null,null,-0.043978468
GRHPR,GRHPR,null,null,-0.04398085
BCL2,BCL2,null,null,-0.043989547
CCDC71,CCDC71,null,null,-0.04400359
OXLD1,OXLD1,null,null,-0.04400614
MX2,MX2,null,null,-0.044012446
RIOK1,RIOK1,null,null,-0.044071387
CYP51A1,CYP51A1,null,null,-0.044079874
DCAF7,DCAF7,null,null,-0.04408695
ESPL1,ESPL1,null,null,-0.044091776
ANKRD40,ANKRD40,null,null,-0.044103816
DIDO1,DIDO1,null,null,-0.04412087
FCF1,FCF1,null,null,-0.0441308
ZNF22,ZNF22,null,null,-0.044132214
ANP32A,ANP32A,null,null,-0.044147585
SMCR8,SMCR8,null,null,-0.04419336
SDHAF3,SDHAF3,null,null,-0.04420796
DNAJB6,DNAJB6,null,null,-0.044213492
PPP1R7,PPP1R7,null,null,-0.044224855
TPX2,TPX2,null,null,-0.044244617
POT1,POT1,null,null,-0.04426314
TMEM102,TMEM102,null,null,-0.044263534
ALDH6A1,ALDH6A1,null,null,-0.044316385
SNRPA,SNRPA,null,null,-0.044364046
PSMA6,PSMA6,null,null,-0.044377312
ISL2,ISL2,null,null,-0.044418756
TSNARE1,TSNARE1,null,null,-0.044424247
ZNF518B,ZNF518B,null,null,-0.044483285
TMED7,TMED7,null,null,-0.044505645
STAG1,STAG1,null,null,-0.044512846
FBXL4,FBXL4,null,null,-0.044572238
DERL1,DERL1,null,null,-0.04457546
UPRT,UPRT,null,null,-0.044612646
NLRC5,NLRC5,null,null,-0.044616103
RNASEH2C,RNASEH2C,null,null,-0.044660993
HNRNPA0,HNRNPA0,null,null,-0.04468612
TXNL4B,TXNL4B,null,null,-0.044735342
KLHL6,KLHL6,null,null,-0.044744093
WDR18,WDR18,null,null,-0.04478668
ERCC5,ERCC5,null,null,-0.044791877
GLOD4,GLOD4,null,null,-0.044795014
NMT1,NMT1,null,null,-0.044872783
PDAP1,PDAP1,null,null,-0.0449176
CNOT7,CNOT7,null,null,-0.044944067
TMEM268,TMEM268,null,null,-0.044947308
CTNNBL1,CTNNBL1,null,null,-0.044969182
PRR11,PRR11,null,null,-0.0449902
IMP3,IMP3,null,null,-0.045013495
CGGBP1,CGGBP1,null,null,-0.045080796
DIS3,DIS3,null,null,-0.045090184
ACAD10,ACAD10,null,null,-0.045110308
IARS,IARS,null,null,-0.045125924
MTHFD1,MTHFD1,null,null,-0.045201976
GFI1,GFI1,null,null,-0.04520411
C6orf89,C6orf89,null,null,-0.04521566
TMEM60,TMEM60,null,null,-0.04522165
LMNB1,LMNB1,null,null,-0.04525621
SCD,SCD,null,null,-0.04526467
UBE2E3,UBE2E3,null,null,-0.045280147
THRAP3,THRAP3,null,null,-0.04530096
CEP55,CEP55,null,null,-0.045304436
ZCCHC7,ZCCHC7,null,null,-0.045307383
