Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-202040,"G-protein activation",2,30,0.0021055586749017404,0.2186686528362607,0.5457325003918958,5,6,4.874878128046799E-4,9606,Homo sapiens,"GNGT2;GNG5","","R-HSA-167408;R-HSA-167429;R-HSA-167419;R-HSA-167433;R-HSA-112271"
R-HSA-392170,"ADP signalling through P2Y purinoceptor 12",2,30,0.0021055586749017404,0.2186686528362607,0.5457325003918958,3,4,3.2499187520311994E-4,9606,Homo sapiens,"GNGT2;GNG5","","R-HSA-392195;R-HSA-392187;R-HSA-392202"
R-HSA-3295583,"TRP channels",2,30,0.0021055586749017404,0.2186686528362607,0.5457325003918958,1,2,1.6249593760155997E-4,9606,Homo sapiens,"MCOLN3;MLKL","","R-HSA-3295579"
R-HSA-3247509,"Chromatin modifying enzymes",10,256,0.017967434025828188,0.21909254665197653,0.5457325003918958,72,84,0.0068248293792655184,9606,Homo sapiens,"HDAC2;HIST1H2BJ;HIST1H2BK;HIST1H3H;HIST1H4I;HIST1H2AC","","R-HSA-5159245;R-HSA-5205824;R-HSA-5661126;R-HSA-5144542;R-HSA-5651654;R-HSA-5661124;R-HSA-5661125;R-HSA-5661122;R-HSA-5661123;R-HSA-5661120;R-HSA-5661121;R-HSA-4722133;R-HSA-5229010;R-HSA-5651657;R-HSA-5205867;R-HSA-5216234;R-HSA-5634802;R-HSA-3321883;R-HSA-5205861;R-HSA-5638141;R-HSA-5649764;R-HSA-3697920;R-HSA-3318415;R-HSA-4827383;R-HSA-3318413;R-HSA-4827382;R-HSA-4754187;R-HSA-5244692;R-HSA-3321975;R-HSA-3782655;R-HSA-3301237;R-HSA-5218952;R-HSA-5212679;R-HSA-3662335;R-HSA-3697008;R-HSA-4754176;R-HSA-8865613;R-HSA-4754181;R-HSA-5225602;R-HSA-3777129;R-HSA-5649799;R-HSA-3301345;R-HSA-3782637;R-HSA-3662318;R-HSA-5638157;R-HSA-5649802;R-HSA-5229203;R-HSA-3769447;R-HSA-5649800;R-HSA-5423117;R-HSA-5649801;R-HSA-5637686;R-HSA-3247569;R-HSA-3318486;R-HSA-5205799;R-HSA-5205798;R-HSA-5661116;R-HSA-5638332;R-HSA-5661117;R-HSA-5638333;R-HSA-5634750;R-HSA-5423038;R-HSA-5661114;R-HSA-5661115;R-HSA-3214912;R-HSA-5205822;R-HSA-5205820;R-HSA-4724284;R-HSA-5634729;R-HSA-5225649;R-HSA-3321805;R-HSA-4724279"
R-HSA-4839726,"Chromatin organization",10,256,0.017967434025828188,0.21909254665197653,0.5457325003918958,72,84,0.0068248293792655184,9606,Homo sapiens,"HDAC2;HIST1H2BJ;HIST1H2BK;HIST1H3H;HIST1H4I;HIST1H2AC","","R-HSA-5159245;R-HSA-5205824;R-HSA-5661126;R-HSA-5144542;R-HSA-5651654;R-HSA-5661124;R-HSA-5661125;R-HSA-5661122;R-HSA-5661123;R-HSA-5661120;R-HSA-5661121;R-HSA-4722133;R-HSA-5229010;R-HSA-5651657;R-HSA-5205867;R-HSA-5216234;R-HSA-5634802;R-HSA-3321883;R-HSA-5205861;R-HSA-5638141;R-HSA-5649764;R-HSA-3697920;R-HSA-3318415;R-HSA-4827383;R-HSA-3318413;R-HSA-4827382;R-HSA-4754187;R-HSA-5244692;R-HSA-3321975;R-HSA-3782655;R-HSA-3301237;R-HSA-5218952;R-HSA-5212679;R-HSA-3662335;R-HSA-3697008;R-HSA-4754176;R-HSA-8865613;R-HSA-4754181;R-HSA-5225602;R-HSA-3777129;R-HSA-5649799;R-HSA-3301345;R-HSA-3782637;R-HSA-3662318;R-HSA-5638157;R-HSA-5649802;R-HSA-5229203;R-HSA-3769447;R-HSA-5649800;R-HSA-5423117;R-HSA-5649801;R-HSA-5637686;R-HSA-3247569;R-HSA-3318486;R-HSA-5205799;R-HSA-5205798;R-HSA-5661116;R-HSA-5638332;R-HSA-5661117;R-HSA-5638333;R-HSA-5634750;R-HSA-5423038;R-HSA-5661114;R-HSA-5661115;R-HSA-3214912;R-HSA-5205822;R-HSA-5205820;R-HSA-4724284;R-HSA-5634729;R-HSA-5225649;R-HSA-3321805;R-HSA-4724279"
R-HSA-1222556,"ROS and RNS production in phagocytes",4,82,0.005755193711398091,0.21969134192353124,0.5457325003918958,2,45,0.003656158596035099,9606,Homo sapiens,"CYBB;CYBA;TCIRG1;ATP6V1C2","","R-HSA-6789092;R-HSA-1222516"
R-HSA-9009391,"Extra-nuclear estrogen signaling",5,110,0.007720381807973049,0.220922743698436,0.5457325003918958,15,38,0.0030874228144296394,9606,Homo sapiens,"GNGT2;CDKN1B;GNG5;SRC;ESR2","","R-HSA-9021609;R-HSA-9632182;R-HSA-9021068;R-HSA-9633044;R-HSA-9021601;R-HSA-9021600;R-HSA-9632412;R-HSA-9021660;R-HSA-9021596;R-HSA-9632868;R-HSA-9021072;R-HSA-9632873;R-HSA-9021170;R-HSA-9021079;R-HSA-9027670"
R-HSA-5357801,"Programmed Cell Death",8,197,0.013826501965188096,0.2214700758045447,0.5457325003918958,19,154,0.012512187195320117,9606,Homo sapiens,"TMED10;TICAM2;MLKL;RPN2;CDKN2A;PMAIP1;SFN;STK3","","R-HSA-139906;R-HSA-211715;R-HSA-4331331;R-HSA-2562564;R-HSA-5218891;R-HSA-508163;R-HSA-508162;R-HSA-9645694;R-HSA-351947;R-HSA-9645692;R-HSA-140214;R-HSA-5218906;R-HSA-5357927;R-HSA-351901;R-HSA-139899;R-HSA-5620975;R-HSA-140216;R-HSA-140217;R-HSA-4331327"
R-HSA-2122947,"NOTCH1 Intracellular Domain Regulates Transcription",3,56,0.0039303761931499155,0.2255463796609145,0.5457325003918958,4,16,0.0012999675008124798,9606,Homo sapiens,"HDAC2;HES1","","R-HSA-1980047;R-HSA-4396347;R-HSA-1912388;R-HSA-1912359"
R-HSA-380287,"Centrosome maturation",4,83,0.005825379000561483,0.22581789991558388,0.5457325003918958,6,6,4.874878128046799E-4,9606,Homo sapiens,"MZT2B;TUBG1;HAUS1","","R-HSA-380311;R-HSA-380455;R-HSA-380294;R-HSA-380272;R-HSA-380303;R-HSA-380283"
R-HSA-3214842,"HDMs demethylate histones",2,31,0.002175743964065132,0.22934977841007065,0.5457325003918958,17,17,0.0013812154696132596,9606,Homo sapiens,"HIST1H3H;HIST1H4I","","R-HSA-4754187;R-HSA-4754176;R-HSA-5661116;R-HSA-5661114;R-HSA-4754181;R-HSA-5661115;R-HSA-3214912;R-HSA-5661124;R-HSA-5661125;R-HSA-4724284;R-HSA-5661122;R-HSA-5661123;R-HSA-5661120;R-HSA-5661121;R-HSA-4722133;R-HSA-5423117;R-HSA-4724279"
R-HSA-5218921,"VEGFR2 mediated cell proliferation",2,31,0.002175743964065132,0.22934977841007065,0.5457325003918958,5,12,9.749756256093598E-4,9606,Homo sapiens,"SRC;PRKCB","","R-HSA-5218813;R-HSA-5218823;R-HSA-4420121;R-HSA-5218805;R-HSA-5218821"
R-HSA-1266695,"Interleukin-7 signaling",2,31,0.002175743964065132,0.22934977841007065,0.5457325003918958,2,25,0.0020311992200194996,9606,Homo sapiens,"HIST1H3H","","R-HSA-8865711;R-HSA-8865613"
R-HSA-391906,"Leukotriene receptors",1,9,6.316676024705222E-4,0.2311479728449759,0.5457325003918958,1,3,2.4374390640233994E-4,9606,Homo sapiens,"CYSLTR1","","R-HSA-391943"
R-HSA-199920,"CREB phosphorylation",1,9,6.316676024705222E-4,0.2311479728449759,0.5457325003918958,1,4,3.2499187520311994E-4,9606,Homo sapiens,"RPS6KA2","","R-HSA-199895"
R-HSA-8866423,"VLDL assembly",1,9,6.316676024705222E-4,0.2311479728449759,0.5457325003918958,1,5,4.062398440038999E-4,9606,Homo sapiens,"P4HB","","R-HSA-8866329"
R-HSA-8874211,"CREB3 factors activate genes",1,9,6.316676024705222E-4,0.2311479728449759,0.5457325003918958,4,21,0.0017062073448163796,9606,Homo sapiens,"CREB3L1","","R-HSA-8874212;R-HSA-8874194;R-HSA-8874193;R-HSA-8874184"
R-HSA-8852135,"Protein ubiquitination",4,84,0.005895564289724873,0.23198786087660617,0.5457325003918958,2,32,0.0025999350016249595,9606,Homo sapiens,"HIST1H2BJ;HIST1H2BK","","R-HSA-8942099;R-HSA-8942101"
R-HSA-8941858,"Regulation of RUNX3 expression and activity",3,57,0.004000561482313307,0.23318933746000237,0.5457325003918958,5,9,7.312317192070198E-4,9606,Homo sapiens,"RPN2;CDKN2A;SRC","","R-HSA-8952408;R-HSA-8952382;R-HSA-8937807;R-HSA-8937792;R-HSA-8937814"
R-HSA-400042,"Adrenaline,noradrenaline inhibits insulin secretion",2,32,0.0022459292532285235,0.24006453100317204,0.5457325003918958,4,6,4.874878128046799E-4,9606,Homo sapiens,"GNGT2;GNG5","","R-HSA-400037;R-HSA-400097;R-HSA-400046;R-HSA-400092"
R-HSA-5689901,"Metalloprotease DUBs",2,32,0.0022459292532285235,0.24006453100317204,0.5457325003918958,2,6,4.874878128046799E-4,9606,Homo sapiens,"HIST1H2AC","","R-HSA-5691381;R-HSA-5691411"
R-HSA-5674400,"Constitutive Signaling by AKT1 E17K in Cancer",2,32,0.0022459292532285235,0.24006453100317204,0.5457325003918958,1,18,0.0014624634384140397,9606,Homo sapiens,"CDKN1A;CDKN1B","","R-HSA-2399969"
R-HSA-76002,"Platelet activation, signaling and aggregation",11,293,0.020564289724873668,0.2410250363784069,0.5457325003918958,54,114,0.009262268443288918,9606,Homo sapiens,"GNGT2;RAP1A;SCCPDH;GNG5;SRC;PRKCB;GNA11;STX4;FERMT3","","R-HSA-443910;R-HSA-418176;R-HSA-392195;R-HSA-429441;R-HSA-443905;R-HSA-354060;R-HSA-396941;R-HSA-428941;R-HSA-397835;R-HSA-939265;R-HSA-392202;R-HSA-418581;R-HSA-418579;R-HSA-418576;R-HSA-354066;R-HSA-354077;R-HSA-354073;R-HSA-443418;R-HSA-418200;R-HSA-354087;R-HSA-377644;R-HSA-443439;R-HSA-377641;R-HSA-377640;R-HSA-377643;R-HSA-354097;R-HSA-396996;R-HSA-397891;R-HSA-428750;R-HSA-354124;R-HSA-428749;R-HSA-372693;R-HSA-428752;R-HSA-372697;R-HSA-418662;R-HSA-354149;R-HSA-429415;R-HSA-372705;R-HSA-432096;R-HSA-418158;R-HSA-481007;R-HSA-428909;R-HSA-354165;R-HSA-428918;R-HSA-428917;R-HSA-418163;R-HSA-114553;R-HSA-354173;R-HSA-114552;R-HSA-114683;R-HSA-418170;R-HSA-114684;R-HSA-392187;R-HSA-114558"
R-HSA-216083,"Integrin cell surface interactions",4,86,0.006035934868051656,0.24444848977850353,0.5457325003918958,17,54,0.0043873903152421186,9606,Homo sapiens,"ICAM2;ITGAV;ITGB7;ICAM1","","R-HSA-4085087;R-HSA-210304;R-HSA-4088218;R-HSA-4085083;R-HSA-199050;R-HSA-2467436;R-HSA-265422;R-HSA-265423;R-HSA-216076;R-HSA-216050;R-HSA-2752125;R-HSA-265425;R-HSA-4088264;R-HSA-2426259;R-HSA-265426;R-HSA-265427;R-HSA-199032"
R-HSA-163685,"Integration of energy metabolism",6,144,0.010106681639528355,0.24690894853823786,0.5457325003918958,16,62,0.005037374065648359,9606,Homo sapiens,"MARCKS;GNGT2;RAP1A;GNG5;GNA11;ACACB","","R-HSA-400037;R-HSA-400097;R-HSA-400046;R-HSA-381612;R-HSA-399978;R-HSA-381706;R-HSA-400023;R-HSA-825631;R-HSA-416530;R-HSA-422320;R-HSA-399998;R-HSA-381727;R-HSA-400092;R-HSA-163743;R-HSA-400027;R-HSA-399995"
R-HSA-6803204,"TP53 Regulates Transcription of Genes Involved in Cytochrome C Release",2,33,0.0023161145423919146,0.2508021603849826,0.5457325003918958,2,25,0.0020311992200194996,9606,Homo sapiens,"PMAIP1","","R-HSA-4331331;R-HSA-140214"
R-HSA-2562578,"TRIF-mediated programmed cell death",1,10,7.018528916339135E-4,0.2532862084894033,0.5457325003918958,3,3,2.4374390640233994E-4,9606,Homo sapiens,"TMED10;TICAM2","","R-HSA-2562564;R-HSA-2569057;R-HSA-2562541"
R-HSA-9603381,"Activated NTRK3 signals through PI3K",1,10,7.018528916339135E-4,0.2532862084894033,0.5457325003918958,4,5,4.062398440038999E-4,9606,Homo sapiens,"SRC","","R-HSA-9603445;R-HSA-9603419;R-HSA-9603420;R-HSA-9603437"
R-HSA-5666185,"RHO GTPases Activate Rhotekin and Rhophilins",1,10,7.018528916339135E-4,0.2532862084894033,0.5457325003918958,2,6,4.874878128046799E-4,9606,Homo sapiens,"RHPN1","","R-HSA-5667008;R-HSA-5667052"
R-HSA-418886,"Netrin mediated repulsion signals",1,10,7.018528916339135E-4,0.2532862084894033,0.5457325003918958,1,4,3.2499187520311994E-4,9606,Homo sapiens,"SRC","","R-HSA-418859"
R-HSA-8948747,"Regulation of PTEN localization",1,10,7.018528916339135E-4,0.2532862084894033,0.5457325003918958,1,4,3.2499187520311994E-4,9606,Homo sapiens,"NEDD4","","R-HSA-6807106"
R-HSA-5689880,"Ub-specific processing proteases",8,206,0.014458169567658618,0.2570361961850436,0.5457325003918958,5,40,0.003249918752031199,9606,Homo sapiens,"RPN2;HIST1H2BJ;HIST1H2BK;HIST1H2AC;DDB2","","R-HSA-5696997;R-HSA-5689539;R-HSA-5696960;R-HSA-5690080;R-HSA-5690157"
R-HSA-8878166,"Transcriptional regulation by RUNX2",6,147,0.01031723750701853,0.2613910288541834,0.5457325003918958,11,84,0.0068248293792655184,9606,Homo sapiens,"CDKN1A;RPN2;SRC;STAT4;HES1","","R-HSA-9008456;R-HSA-8939801;R-HSA-9008475;R-HSA-8937820;R-HSA-9008015;R-HSA-9007999;R-HSA-9008110;R-HSA-9008177;R-HSA-9008433;R-HSA-9009362;R-HSA-8937844"
R-HSA-1296065,"Inwardly rectifying K+ channels",2,34,0.002386299831555306,0.26155250434914745,0.5457325003918958,3,7,5.687357816054598E-4,9606,Homo sapiens,"GNGT2;GNG5","","R-HSA-1013020;R-HSA-1013013;R-HSA-1013012"
R-HSA-451326,"Activation of kainate receptors upon glutamate binding",2,34,0.002386299831555306,0.26155250434914745,0.5457325003918958,1,6,4.874878128046799E-4,9606,Homo sapiens,"GNGT2;GNG5","","R-HSA-500717"
R-HSA-8940973,"RUNX2 regulates osteoblast differentiation",2,34,0.002386299831555306,0.26155250434914745,0.5457325003918958,3,24,0.0019499512512187196,9606,Homo sapiens,"SRC;HES1","","R-HSA-8937820;R-HSA-9008177;R-HSA-8937844"
R-HSA-9639288,"Amino acids regulate mTORC1",3,61,0.004281302638966872,0.2641763087681057,0.5457325003918958,8,12,9.749756256093598E-4,9606,Homo sapiens,"RRAGD;TCIRG1;ATP6V1C2","","R-HSA-9640195;R-HSA-9640167;R-HSA-9639286;R-HSA-9646468;R-HSA-9640168;R-HSA-9645608;R-HSA-9640175;R-HSA-9645598"
R-HSA-69242,"S Phase",7,179,0.012563166760247052,0.2708467583896599,0.5457325003918958,23,54,0.0043873903152421186,9606,Homo sapiens,"POLD4;CDT1;CDKN1A;CDKN1B;CCNE2;RPN2;CCNE1","","R-HSA-69152;R-HSA-187520;R-HSA-187552;R-HSA-69127;R-HSA-69005;R-HSA-187916;R-HSA-187506;R-HSA-75825;R-HSA-68944;R-HSA-8848436;R-HSA-69074;R-HSA-187574;R-HSA-187575;R-HSA-69140;R-HSA-68948;R-HSA-187828;R-HSA-198613;R-HSA-69142;R-HSA-8848414;R-HSA-69144;R-HSA-69016;R-HSA-187934;R-HSA-69116"
R-HSA-418597,"G alpha (z) signalling events",3,62,0.004351487928130264,0.27200539167005067,0.5457325003918958,7,13,0.0010562235944101398,9606,Homo sapiens,"GNGT2;GNG5;PRKCB","","R-HSA-8982703;R-HSA-749453;R-HSA-750988;R-HSA-751040;R-HSA-751024;R-HSA-8982709;R-HSA-749446"
R-HSA-420092,"Glucagon-type ligand receptors",2,35,0.002456485120718697,0.27230596391073525,0.5457325003918958,1,8,6.499837504062399E-4,9606,Homo sapiens,"GNGT2;GNG5","","R-HSA-381612"
R-HSA-164940,"Nef mediated downregulation of MHC class I complex cell surface expression",1,11,7.720381807973049E-4,0.27478848655457566,0.5457325003918958,4,4,3.2499187520311994E-4,9606,Homo sapiens,"B2M","","R-HSA-182243;R-HSA-182279;R-HSA-182263;R-HSA-182286"
R-HSA-444257,"RSK activation",1,11,7.720381807973049E-4,0.27478848655457566,0.5457325003918958,4,4,3.2499187520311994E-4,9606,Homo sapiens,"RPS6KA2","","R-HSA-9619843;R-HSA-9029434;R-HSA-442739;R-HSA-9620004"
R-HSA-77588,"SLBP Dependent Processing of Replication-Dependent Histone Pre-mRNAs",1,11,7.720381807973049E-4,0.27478848655457566,0.5457325003918958,3,3,2.4374390640233994E-4,9606,Homo sapiens,"SLBP","","R-HSA-77585;R-HSA-77584;R-HSA-77586"
R-HSA-419812,"Calcitonin-like ligand receptors",1,11,7.720381807973049E-4,0.27478848655457566,0.5457325003918958,2,4,3.2499187520311994E-4,9606,Homo sapiens,"CALCRL","","R-HSA-420214;R-HSA-420127"
R-HSA-111453,"BH3-only proteins associate with and inactivate anti-apoptotic BCL-2 members",1,11,7.720381807973049E-4,0.27478848655457566,0.5457325003918958,2,4,3.2499187520311994E-4,9606,Homo sapiens,"PMAIP1","","R-HSA-508163;R-HSA-508162"
R-HSA-73843,"5-Phosphoribose 1-diphosphate biosynthesis",1,11,7.720381807973049E-4,0.27478848655457566,0.5457325003918958,1,2,1.6249593760155997E-4,9606,Homo sapiens,"PRPS2","","R-HSA-73580"
R-HSA-446205,"Synthesis of GDP-mannose",1,11,7.720381807973049E-4,0.27478848655457566,0.5457325003918958,1,3,2.4374390640233994E-4,9606,Homo sapiens,"GMPPA","","R-HSA-446221"
R-HSA-425986,"Sodium/Proton exchangers",1,11,7.720381807973049E-4,0.27478848655457566,0.5457325003918958,1,4,3.2499187520311994E-4,9606,Homo sapiens,"SLC9A9","","R-HSA-425965"
R-HSA-8985947,"Interleukin-9 signaling",1,11,7.720381807973049E-4,0.27478848655457566,0.5457325003918958,2,12,9.749756256093598E-4,9606,Homo sapiens,"STAT4","","R-HSA-8985929;R-HSA-8985988"
R-HSA-9032500,"Activated NTRK2 signals through FYN",1,11,7.720381807973049E-4,0.27478848655457566,0.5457325003918958,1,7,5.687357816054598E-4,9606,Homo sapiens,"SRC","","R-HSA-9037040"
R-HSA-6785807,"Interleukin-4 and Interleukin-13 signaling",8,211,0.014809096013475576,0.27751949310416846,0.5457325003918958,6,46,0.003737406564835879,9606,Homo sapiens,"CDKN1A;STAT4;ICAM1;BATF;HSP90B1","","R-HSA-6788582;R-HSA-6790022;R-HSA-6790038;R-HSA-6790036;R-HSA-6788571;R-HSA-6790041"
R-HSA-5674135,"MAP2K and MAPK activation",3,63,0.004421673217293655,0.2798591445622093,0.5457325003918958,4,8,6.499837504062399E-4,9606,Homo sapiens,"RAP1A;SRC","","R-HSA-5672980;R-HSA-5672978;R-HSA-5672972;R-HSA-5672973"
R-HSA-69052,"Switching of origins to a post-replicative state",4,92,0.006457046603032005,0.2826276373632788,0.5457325003918958,4,9,7.312317192070198E-4,9606,Homo sapiens,"CDT1;CCNE2;RPN2;CCNE1","","R-HSA-68944;R-HSA-68948;R-HSA-69016;R-HSA-69005"
R-HSA-9013508,"NOTCH3 Intracellular Domain Regulates Transcription",2,36,0.0025266704098820887,0.2830534794384443,0.5457325003918958,3,22,0.0017874553136171597,9606,Homo sapiens,"HES1","","R-HSA-9021325;R-HSA-9013567;R-HSA-9013652"
R-HSA-186763,"Downstream signal transduction",2,37,0.0025968556990454803,0.2937865076890418,0.5457325003918958,3,16,0.0012999675008124798,9606,Homo sapiens,"SRC;STAT4","","R-HSA-186819;R-HSA-380780;R-HSA-380782"
R-HSA-170984,"ARMS-mediated activation",1,12,8.422234699606962E-4,0.2956730332210904,0.5457325003918958,3,6,4.874878128046799E-4,9606,Homo sapiens,"RAP1A","","R-HSA-169904;R-HSA-9612980;R-HSA-169901"
R-HSA-430116,"GP1b-IX-V activation signalling",1,12,8.422234699606962E-4,0.2956730332210904,0.5457325003918958,2,7,5.687357816054598E-4,9606,Homo sapiens,"SRC","","R-HSA-443439;R-HSA-443418"
R-HSA-428542,"Regulation of commissural axon pathfinding by SLIT and ROBO",1,12,8.422234699606962E-4,0.2956730332210904,0.5457325003918958,1,5,4.062398440038999E-4,9606,Homo sapiens,"SRC","","R-HSA-9011241"
R-HSA-2129379,"Molecules associated with elastic fibres",2,38,0.0026670409882088714,0.30449699971106114,0.5457325003918958,5,10,8.124796880077998E-4,9606,Homo sapiens,"ITGAV;CRELD2","","R-HSA-2161282;R-HSA-2328048;R-HSA-2396029;R-HSA-1592387;R-HSA-2395320"
R-HSA-1538133,"G0 and Early G1",2,38,0.0026670409882088714,0.30449699971106114,0.5457325003918958,4,27,0.0021936951576210593,9606,Homo sapiens,"CCNE2;CCNE1","","R-HSA-1363303;R-HSA-1363314;R-HSA-1363311;R-HSA-1363306"
R-HSA-1980145,"Signaling by NOTCH2",2,38,0.0026670409882088714,0.30449699971106114,0.5457325003918958,2,20,0.0016249593760155996,9606,Homo sapiens,"HES1","","R-HSA-2976716;R-HSA-2197562"
R-HSA-4420097,"VEGFA-VEGFR2 Pathway",5,126,0.00884334643458731,0.3084205354268892,0.5457325003918958,31,77,0.0062560935976600585,9606,Homo sapiens,"SRC;PRKCB;CYBB;CYBA;ITGAV","","R-HSA-5218830;R-HSA-5218828;R-HSA-5218827;R-HSA-5218826;R-HSA-5218823;R-HSA-5218822;R-HSA-5218821;R-HSA-5218820;R-HSA-5218819;R-HSA-5218818;R-HSA-5218841;R-HSA-5218839;R-HSA-5218838;R-HSA-5218645;R-HSA-4420121;R-HSA-5218836;R-HSA-5218643;R-HSA-5218640;R-HSA-4420128;R-HSA-5357429;R-HSA-5218855;R-HSA-5357432;R-HSA-5218851;R-HSA-4420206;R-HSA-4420140;R-HSA-5218813;R-HSA-5218811;R-HSA-5218809;R-HSA-5357479;R-HSA-5218805;R-HSA-3928647"
R-HSA-447115,"Interleukin-12 family signaling",4,96,0.00673778775968557,0.3085628147812923,0.5457325003918958,65,114,0.009262268443288918,9606,Homo sapiens,"RAP1A;STAT4;P4HB","","R-HSA-8950415;R-HSA-9617941;R-HSA-8984963;R-HSA-8950533;R-HSA-8984964;R-HSA-8950681;R-HSA-8950426;R-HSA-8983835;R-HSA-8950684;R-HSA-8950173;R-HSA-8950175;R-HSA-8950292;R-HSA-8950441;R-HSA-8950314;R-HSA-8952749;R-HSA-8950190;R-HSA-8983983;R-HSA-8983841;R-HSA-8950181;R-HSA-8950567;R-HSA-8950183;R-HSA-8950328;R-HSA-8950456;R-HSA-8950201;R-HSA-8950586;R-HSA-8983996;R-HSA-8950718;R-HSA-8950448;R-HSA-8950322;R-HSA-8950581;R-HSA-8950453;R-HSA-8950344;R-HSA-8950218;R-HSA-8950732;R-HSA-8984014;R-HSA-8950721;R-HSA-8983872;R-HSA-8950724;R-HSA-8950213;R-HSA-8983876;R-HSA-8983878;R-HSA-8950365;R-HSA-9006431;R-HSA-8950367;R-HSA-8950623;R-HSA-8981073;R-HSA-8950480;R-HSA-8950608;R-HSA-8950225;R-HSA-8950354;R-HSA-8984021;R-HSA-8950485;R-HSA-8950634;R-HSA-8950637;R-HSA-8950113;R-HSA-8952807;R-HSA-8950778;R-HSA-8950522;R-HSA-8950780;R-HSA-8950269;R-HSA-8950771;R-HSA-8950260;R-HSA-8950389;R-HSA-8950518;R-HSA-8952823"
