Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-6811555,"PI5P Regulates TP53 Acetylation",2,17,0.001193149915777653,0.08329545711744091,0.33318182846976363,5,8,6.499837504062399E-4,9606,Homo sapiens,"EP300;PIP4K2B","","R-HSA-6811479;R-HSA-6811508;R-HSA-6811522;R-HSA-8877692;R-HSA-8877691"
R-HSA-8853334,"Signaling by FGFR3 fusions in cancer",2,17,0.001193149915777653,0.08329545711744091,0.33318182846976363,4,9,7.312317192070198E-4,9606,Homo sapiens,"PIK3CA;SOS1","","R-HSA-8853314;R-HSA-8853308;R-HSA-8853307;R-HSA-8853323"
R-HSA-918233,"TRAF3-dependent IRF activation pathway",2,17,0.001193149915777653,0.08329545711744091,0.33318182846976363,3,9,7.312317192070198E-4,9606,Homo sapiens,"CREBBP;EP300","","R-HSA-1028815;R-HSA-1028812;R-HSA-1028817"
R-HSA-3371571,"HSF1-dependent transactivation",4,59,0.00414093206064009,0.0863697744150288,0.3454790976601152,3,8,6.499837504062399E-4,9606,Homo sapiens,"CREBBP;CAMK2D;EP300;MTOR","","R-HSA-3371554;R-HSA-5082405;R-HSA-5082387"
R-HSA-9020702,"Interleukin-1 signaling",6,109,0.007650196518809657,0.0893141512847947,0.3572566051391788,28,46,0.003737406564835879,9606,Homo sapiens,"MAP2K4;IRAK1;FBXW11;NKIRAS1;TNIP2;TAB3","","R-HSA-727819;R-HSA-450690;R-HSA-451649;R-HSA-446862;R-HSA-5684250;R-HSA-450187;R-HSA-450827;R-HSA-168140;R-HSA-5684248;R-HSA-446870;R-HSA-8948063;R-HSA-446877;R-HSA-451418;R-HSA-446694;R-HSA-446692;R-HSA-5684275;R-HSA-5684273;R-HSA-8948015;R-HSA-446894;R-HSA-8948066;R-HSA-446701;R-HSA-451561;R-HSA-5684261;R-HSA-451634;R-HSA-168184;R-HSA-8948018;R-HSA-450173;R-HSA-5684267"
R-HSA-1170546,"Prolactin receptor signaling",2,18,0.0012633352049410444,0.09173051689778289,0.36201355983978356,4,14,0.0011374715632109197,9606,Homo sapiens,"STAT5B;PTPN11","","R-HSA-1671691;R-HSA-1369080;R-HSA-1369114;R-HSA-1369115"
R-HSA-446652,"Interleukin-1 family signaling",8,163,0.01144020213363279,0.09178688303429805,0.36201355983978356,29,79,0.006418589535261619,9606,Homo sapiens,"MAP2K4;IRAK1;FBXW11;NKIRAS1;TNIP2;TAB3;PTPN11","","R-HSA-727819;R-HSA-450690;R-HSA-451649;R-HSA-446862;R-HSA-5684250;R-HSA-450187;R-HSA-450827;R-HSA-168140;R-HSA-5684248;R-HSA-446870;R-HSA-8948063;R-HSA-446877;R-HSA-451418;R-HSA-446694;R-HSA-446692;R-HSA-5684275;R-HSA-5684273;R-HSA-8948015;R-HSA-446894;R-HSA-8948066;R-HSA-446701;R-HSA-451561;R-HSA-5684261;R-HSA-451634;R-HSA-9008894;R-HSA-168184;R-HSA-8948018;R-HSA-450173;R-HSA-5684267"
R-HSA-9614085,"FOXO-mediated transcription",6,110,0.007720381807973049,0.092273786023505,0.36201355983978356,13,85,0.006906077348066298,9606,Homo sapiens,"CREBBP;BCL6;CCNG2;EP300","","R-HSA-9617683;R-HSA-9622579;R-HSA-9626928;R-HSA-9617758;R-HSA-9620828;R-HSA-9622627;R-HSA-9620515;R-HSA-9626945;R-HSA-9622630;R-HSA-9617735;R-HSA-9620837;R-HSA-9622604;R-HSA-9622572"
R-HSA-6804758,"Regulation of TP53 Activity through Acetylation",3,39,0.002737226277372263,0.09830780827689656,0.36201355983978356,11,14,0.0011374715632109197,9606,Homo sapiens,"BRPF3;EP300;PIP4K2B","","R-HSA-6811479;R-HSA-6805638;R-HSA-5628871;R-HSA-6805620;R-HSA-6811508;R-HSA-6805650;R-HSA-6811522;R-HSA-8877692;R-HSA-8877691;R-HSA-3222093;R-HSA-6805640"
R-HSA-8939243,"RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known",3,39,0.002737226277372263,0.09830780827689656,0.36201355983978356,3,5,4.062398440038999E-4,9606,Homo sapiens,"CBX6;CSNK2A2;EP300","","R-HSA-8878050;R-HSA-8937989;R-HSA-8878056"
R-HSA-445989,"TAK1 activates NFkB by phosphorylation and activation of IKKs complex",3,39,0.002737226277372263,0.09830780827689656,0.36201355983978356,2,5,4.062398440038999E-4,9606,Homo sapiens,"IRAK1;NKIRAS1;TAB3","","R-HSA-168184;R-HSA-168140"
R-HSA-5654736,"Signaling by FGFR1",4,62,0.004351487928130264,0.0989314927332463,0.36201355983978356,16,48,0.003899902502437439,9606,Homo sapiens,"SPRED2;PIK3CA;PTPN11;SOS1","","R-HSA-5654672;R-HSA-5654673;R-HSA-5654591;R-HSA-1549564;R-HSA-5654586;R-HSA-5654587;R-HSA-5654392;R-HSA-5654584;R-HSA-5654692;R-HSA-5654596;R-HSA-5654597;R-HSA-5654690;R-HSA-5654594;R-HSA-5654510;R-HSA-5654600;R-HSA-8941623"
R-HSA-8964315,"G beta:gamma signalling through BTK",2,19,0.0013335204941044357,0.10040169592142589,0.36201355983978356,3,3,2.4374390640233994E-4,9606,Homo sapiens,"GNG2","","R-HSA-8964317;R-HSA-8964271;R-HSA-8964241"
R-HSA-193639,"p75NTR signals via NF-kB",2,19,0.0013335204941044357,0.10040169592142589,0.36201355983978356,10,13,0.0010562235944101398,9606,Homo sapiens,"IRAK1","","R-HSA-193665;R-HSA-193686;R-HSA-193703;R-HSA-193684;R-HSA-193641;R-HSA-193705;R-HSA-193694;R-HSA-209566;R-HSA-193695;R-HSA-193647"
R-HSA-5655291,"Signaling by FGFR4 in disease",2,19,0.0013335204941044357,0.10040169592142589,0.36201355983978356,4,15,0.0012187195320116997,9606,Homo sapiens,"PIK3CA;SOS1","","R-HSA-5655348;R-HSA-5655252;R-HSA-5655347;R-HSA-5655235"
R-HSA-2559580,"Oxidative Stress Induced Senescence",6,114,0.008001122964626614,0.10463399658226669,0.36201355983978356,11,40,0.003249918752031199,9606,Homo sapiens,"MAP2K4;CBX6;CDK6;AGO1;MAPKAPK2","","R-HSA-182594;R-HSA-168162;R-HSA-3229089;R-HSA-3229152;R-HSA-3223200;R-HSA-3209111;R-HSA-450222;R-HSA-3209114;R-HSA-450333;R-HSA-3209151;R-HSA-3229102"
R-HSA-2473224,"Antagonism of Activin by Follistatin",1,4,2.8074115665356543E-4,0.10623484523002158,0.36201355983978356,1,2,1.6249593760155997E-4,9606,Homo sapiens,"FST","","R-HSA-2473184"
R-HSA-8985801,"Regulation of cortical dendrite branching",1,4,2.8074115665356543E-4,0.10623484523002158,0.36201355983978356,1,2,1.6249593760155997E-4,9606,Homo sapiens,"NCK2","","R-HSA-8985812"
R-HSA-9630747,"Diseases of Cellular Senescence",1,4,2.8074115665356543E-4,0.10623484523002158,0.36201355983978356,1,3,2.4374390640233994E-4,9606,Homo sapiens,"CDK6","","R-HSA-9630795"
R-HSA-1912408,"Pre-NOTCH Transcription and Translation",5,89,0.00624649073554183,0.10800560355174738,0.36201355983978356,17,28,0.0022749431264218393,9606,Homo sapiens,"CREBBP;AGO1;AGO2;EP300","","R-HSA-1912413;R-HSA-1912412;R-HSA-1606682;R-HSA-1912415;R-HSA-9017835;R-HSA-1912409;R-HSA-1912410;R-HSA-1912406;R-HSA-1912368;R-HSA-1912364;R-HSA-1912367;R-HSA-1912366;R-HSA-1912363;R-HSA-1912362;R-HSA-4395227;R-HSA-1606561;R-HSA-1912416"
R-HSA-1362300,"Transcription of E2F targets under negative control by p107 (RBL1) and p130 (RBL2) in complex with HDAC1",2,20,0.001403705783267827,0.10928953473448144,0.36201355983978356,8,8,6.499837504062399E-4,9606,Homo sapiens,"LIN54;E2F5","","R-HSA-8964588;R-HSA-8961934;R-HSA-8978926;R-HSA-8964513;R-HSA-8964561;R-HSA-8964580;R-HSA-8964550;R-HSA-8964567"
R-HSA-5635838,"Activation of SMO",2,20,0.001403705783267827,0.10928953473448144,0.36201355983978356,5,9,7.312317192070198E-4,9606,Homo sapiens,"GRK3;KIF3A","","R-HSA-5633040;R-HSA-5632672;R-HSA-5632674;R-HSA-5632668;R-HSA-5632667"
R-HSA-210744,"Regulation of gene expression in late stage (branching morphogenesis) pancreatic bud precursor cells",2,20,0.001403705783267827,0.10928953473448144,0.36201355983978356,1,4,3.2499187520311994E-4,9606,Homo sapiens,"CREBBP;EP300","","R-HSA-1980047"
R-HSA-392154,"Nitric oxide stimulates guanylate cyclase",3,41,0.0028775968556990455,0.10981577215297555,0.36201355983978356,1,7,5.687357816054598E-4,9606,Homo sapiens,"KCNMB3;KCNMB4","","R-HSA-418549"
R-HSA-983168,"Antigen processing: Ubiquitination & Proteasome degradation",13,315,0.022108366086468278,0.11069076151379997,0.36201355983978356,6,9,7.312317192070198E-4,9606,Homo sapiens,"UBE2D4;FBXW11;WWP1;RNF19B;NEDD4L;CBLB;LNPEP;FBXO10;FBXW2;KLHL42;KLHL5;ANKRD52;LONRF1","","R-HSA-983147;R-HSA-983162;R-HSA-983157;R-HSA-983156;R-HSA-983140;R-HSA-983152"
R-HSA-112316,"Neuronal System",19,499,0.03502245929253228,0.11389602757688322,0.36201355983978356,52,213,0.017305817354566135,9606,Homo sapiens,"KCNH2;KMT2D;CAMK2D;NLGN4X;KCNAB2;KCNAB3;ADCY9;GNG2;PRKAR2B;KCNMB3;PPFIA1;KCNMB4;KCNQ5;TSPOAP1;GIT1","","R-HSA-9619478;R-HSA-6794338;R-HSA-392206;R-HSA-6794346;R-HSA-442760;R-HSA-6794345;R-HSA-374922;R-HSA-6794344;R-HSA-6794357;R-HSA-438037;R-HSA-1013020;R-HSA-6797554;R-HSA-1013013;R-HSA-380574;R-HSA-1013012;R-HSA-372505;R-HSA-432164;R-HSA-432162;R-HSA-9612085;R-HSA-8951727;R-HSA-170666;R-HSA-9619515;R-HSA-432172;R-HSA-9618750;R-HSA-170671;R-HSA-170674;R-HSA-445367;R-HSA-111925;R-HSA-372529;R-HSA-1296037;R-HSA-9617326;R-HSA-170686;R-HSA-9617583;R-HSA-380869;R-HSA-9619542;R-HSA-416320;R-HSA-9619803;R-HSA-9619783;R-HSA-388824;R-HSA-380901;R-HSA-442725;R-HSA-6797568;R-HSA-442732;R-HSA-500717;R-HSA-9619449;R-HSA-1296127;R-HSA-380905;R-HSA-374899;R-HSA-210426;R-HSA-9611368;R-HSA-9614185;R-HSA-210430"
R-HSA-5654696,"Downstream signaling of activated FGFR2",3,42,0.0029477821448624366,0.1157557239985233,0.36201355983978356,12,23,0.0018687032824179395,9606,Homo sapiens,"PIK3CA;PTPN11;SOS1","","R-HSA-5654406;R-HSA-5654614;R-HSA-5654615;R-HSA-5654402;R-HSA-5654608;R-HSA-5654622;R-HSA-5654607;R-HSA-5654620;R-HSA-8941618;R-HSA-5654701;R-HSA-5654618;R-HSA-5654697"
R-HSA-5654687,"Downstream signaling of activated FGFR1",3,42,0.0029477821448624366,0.1157557239985233,0.36201355983978356,12,24,0.0019499512512187196,9606,Homo sapiens,"PIK3CA;PTPN11;SOS1","","R-HSA-5654692;R-HSA-5654596;R-HSA-5654597;R-HSA-5654690;R-HSA-5654594;R-HSA-5654591;R-HSA-5654586;R-HSA-5654587;R-HSA-5654392;R-HSA-5654600;R-HSA-5654584;R-HSA-8941623"
R-HSA-2559585,"Oncogene Induced Senescence",3,42,0.0029477821448624366,0.1157557239985233,0.36201355983978356,4,19,0.0015437114072148197,9606,Homo sapiens,"CDK6;AGO1","","R-HSA-182594;R-HSA-3209111;R-HSA-3209114;R-HSA-3209151"
R-HSA-8964616,"G beta:gamma signalling through CDC42",2,21,0.0014738910724312183,0.11837546556685108,0.36201355983978356,5,6,4.874878128046799E-4,9606,Homo sapiens,"GNG2","","R-HSA-8964634;R-HSA-8964604;R-HSA-8964605;R-HSA-8964614;R-HSA-8964599"
R-HSA-196783,"Coenzyme A biosynthesis",2,21,0.0014738910724312183,0.11837546556685108,0.36201355983978356,2,7,5.687357816054598E-4,9606,Homo sapiens,"PANK3","","R-HSA-199203;R-HSA-196857"
R-HSA-114604,"GPVI-mediated activation cascade",3,43,0.003017967434025828,0.12181370618933252,0.36201355983978356,11,25,0.0020311992200194996,9606,Homo sapiens,"VAV3;PIK3CA;PTPN11","","R-HSA-437936;R-HSA-453200;R-HSA-442273;R-HSA-5684801;R-HSA-430158;R-HSA-437932;R-HSA-434637;R-HSA-442314;R-HSA-437162;R-HSA-434633;R-HSA-5684169"
R-HSA-983189,"Kinesins",4,68,0.004772599663110612,0.12639813604693306,0.36201355983978356,5,14,0.0011374715632109197,9606,Homo sapiens,"KLC2;KIF3A;KIF5A","","R-HSA-984733;R-HSA-983259;R-HSA-983194;R-HSA-984708;R-HSA-983266"
R-HSA-445717,"Aquaporin-mediated transport",4,68,0.004772599663110612,0.12639813604693306,0.36201355983978356,7,25,0.0020311992200194996,9606,Homo sapiens,"ADCY9;GNG2;PRKAR2B","","R-HSA-163617;R-HSA-111925;R-HSA-432195;R-HSA-422320;R-HSA-8951727;R-HSA-432188;R-HSA-164377"
R-HSA-163615,"PKA activation",2,22,0.0015440763615946099,0.12764177807856547,0.36201355983978356,3,3,2.4374390640233994E-4,9606,Homo sapiens,"ADCY9;PRKAR2B","","R-HSA-111925;R-HSA-8951727;R-HSA-111930"
R-HSA-73780,"RNA Polymerase III Chain Elongation",2,22,0.0015440763615946099,0.12764177807856547,0.36201355983978356,3,3,2.4374390640233994E-4,9606,Homo sapiens,"POLR3E;POLR3G","","R-HSA-113446;R-HSA-113705;R-HSA-113451"
R-HSA-2206296,"MPS II - Hunter syndrome",1,5,3.5092644581695675E-4,0.13098527923065073,0.36201355983978356,2,2,1.6249593760155997E-4,9606,Homo sapiens,"IDS","","R-HSA-2262743;R-HSA-9036046"
R-HSA-8865999,"MET activates PTPN11",1,5,3.5092644581695675E-4,0.13098527923065073,0.36201355983978356,1,1,8.124796880077999E-5,9606,Homo sapiens,"PTPN11","","R-HSA-8865994"
R-HSA-9605308,"Diseases of Base Excision Repair",1,5,3.5092644581695675E-4,0.13098527923065073,0.36201355983978356,5,14,0.0011374715632109197,9606,Homo sapiens,"NEIL1","","R-HSA-9628737;R-HSA-9628758;R-HSA-9628756;R-HSA-9629166;R-HSA-9629917"
R-HSA-1660499,"Synthesis of PIPs at the plasma membrane",4,69,0.004842784952274004,0.13125974934359497,0.36201355983978356,10,33,0.002681182970425739,9606,Homo sapiens,"MTMR3;PIK3CA;PIP4K2B","","R-HSA-6809254;R-HSA-1676203;R-HSA-1675994;R-HSA-1676109;R-HSA-1676145;R-HSA-1676048;R-HSA-1675776;R-HSA-6809325;R-HSA-6809309;R-HSA-6809320"
R-HSA-6804756,"Regulation of TP53 Activity through Phosphorylation",5,95,0.006667602470522178,0.13157227007080974,0.36201355983978356,8,26,0.0021124471888202797,9606,Homo sapiens,"KMT2D;CSNK2A2;TOPBP1;TAF4;NOC2L","","R-HSA-6805399;R-HSA-3222128;R-HSA-6805126;R-HSA-6805061;R-HSA-6799332;R-HSA-6805059;R-HSA-6805122;R-HSA-6805470"
R-HSA-991365,"Activation of GABAB receptors",3,45,0.003158338012352611,0.13426571600696846,0.36201355983978356,8,8,6.499837504062399E-4,9606,Homo sapiens,"ADCY9;GNG2","","R-HSA-170674;R-HSA-1013020;R-HSA-170666;R-HSA-1013013;R-HSA-1013012;R-HSA-392206;R-HSA-170686;R-HSA-170671"
R-HSA-977444,"GABA B receptor activation",3,45,0.003158338012352611,0.13426571600696846,0.36201355983978356,8,9,7.312317192070198E-4,9606,Homo sapiens,"ADCY9;GNG2","","R-HSA-170674;R-HSA-1013020;R-HSA-170666;R-HSA-1013013;R-HSA-1013012;R-HSA-392206;R-HSA-170686;R-HSA-170671"
R-HSA-6814122,"Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding",3,45,0.003158338012352611,0.13426571600696846,0.36201355983978356,3,11,8.937276568085798E-4,9606,Homo sapiens,"GNG2;CSNK2A2","","R-HSA-6814418;R-HSA-8850560;R-HSA-6814409"
R-HSA-438064,"Post NMDA receptor activation events",5,96,0.00673778775968557,0.135709755534432,0.36201355983978356,14,39,0.003168670783230419,9606,Homo sapiens,"KMT2D;CAMK2D;PRKAR2B;GIT1","","R-HSA-442725;R-HSA-9619542;R-HSA-9619478;R-HSA-9612085;R-HSA-8951727;R-HSA-9619515;R-HSA-9619803;R-HSA-442732;R-HSA-9618750;R-HSA-442760;R-HSA-445367;R-HSA-111925;R-HSA-9619783;R-HSA-9617583"
R-HSA-8943724,"Regulation of PTEN gene transcription",4,70,0.004912970241437394,0.13619755322416127,0.36201355983978356,6,15,0.0012187195320116997,9606,Homo sapiens,"REST;CBX6;SNAI2;MTOR","","R-HSA-8944104;R-HSA-8944457;R-HSA-8943817;R-HSA-6807077;R-HSA-8944026;R-HSA-8944454"
R-HSA-449147,"Signaling by Interleukins",23,639,0.044848399775407076,0.13637541915006524,0.36201355983978356,114,490,0.03981150471238219,9606,Homo sapiens,"STAT5B;MAP2K4;IL4R;FBXW11;IRS1;PTPN11;GAB2;DUSP7;RPS6KA5;PIK3CA;IRAK1;BCL6;NKIRAS1;TNIP2;MAPKAPK2;TAB3;STX3;BRWD1;SOS1","","R-HSA-452102;R-HSA-727819;R-HSA-452097;R-HSA-8983425;R-HSA-8983424;R-HSA-452108;R-HSA-914182;R-HSA-8987266;R-HSA-6785898;R-HSA-8985988;R-HSA-450827;R-HSA-198669;R-HSA-8987014;R-HSA-8987033;R-HSA-203797;R-HSA-8865693;R-HSA-450333;R-HSA-879917;R-HSA-6786114;R-HSA-507937;R-HSA-450337;R-HSA-879909;R-HSA-8865711;R-HSA-6786124;R-HSA-450346;R-HSA-451634;R-HSA-9012671;R-HSA-8987070;R-HSA-879930;R-HSA-9025969;R-HSA-451649;R-HSA-6786095;R-HSA-6786092;R-HSA-5684250;R-HSA-921155;R-HSA-5684248;R-HSA-508247;R-HSA-8983003;R-HSA-6786101;R-HSA-6786096;R-HSA-6786110;R-HSA-451418;R-HSA-1112690;R-HSA-919404;R-HSA-5684275;R-HSA-6786050;R-HSA-5684273;R-HSA-198756;R-HSA-8983011;R-HSA-914022;R-HSA-6786058;R-HSA-1112703;R-HSA-6786070;R-HSA-5684261;R-HSA-6788628;R-HSA-8987132;R-HSA-9008894;R-HSA-914036;R-HSA-6785821;R-HSA-450173;R-HSA-5684267;R-HSA-6786072;R-HSA-6788582;R-HSA-6793958;R-HSA-912527;R-HSA-450690;R-HSA-446862;R-HSA-450187;R-HSA-9006873;R-HSA-446870;R-HSA-1112708;R-HSA-446877;R-HSA-9006870;R-HSA-8985900;R-HSA-909738;R-HSA-1295540;R-HSA-8948015;R-HSA-450222;R-HSA-446894;R-HSA-9014052;R-HSA-8948018;R-HSA-6788571;R-HSA-8985929;R-HSA-8983371;R-HSA-8865605;R-HSA-8983373;R-HSA-8983374;R-HSA-8865613;R-HSA-168140;R-HSA-8983384;R-HSA-450257;R-HSA-8985950;R-HSA-8948063;R-HSA-8983379;R-HSA-8983378;R-HSA-8865626;R-HSA-168162;R-HSA-8986985;R-HSA-446694;R-HSA-446692;R-HSA-199910;R-HSA-6785165;R-HSA-8948066;R-HSA-446701;R-HSA-8987236;R-HSA-199917;R-HSA-451561;R-HSA-453111;R-HSA-6790036;R-HSA-453104;R-HSA-912629;R-HSA-168184;R-HSA-199935;R-HSA-912627"
R-HSA-418217,"G beta:gamma signalling through PLC beta",2,23,0.0016142616507580012,0.1370715863116324,0.36201355983978356,2,2,1.6249593760155997E-4,9606,Homo sapiens,"GNG2","","R-HSA-398193;R-HSA-398040"
R-HSA-164378,"PKA activation in glucagon signalling",2,23,0.0016142616507580012,0.1370715863116324,0.36201355983978356,2,2,1.6249593760155997E-4,9606,Homo sapiens,"ADCY9;PRKAR2B","","R-HSA-111925;R-HSA-164377"
R-HSA-73980,"RNA Polymerase III Transcription Termination",2,23,0.0016142616507580012,0.1370715863116324,0.36201355983978356,2,2,1.6249593760155997E-4,9606,Homo sapiens,"POLR3E;POLR3G","","R-HSA-113449;R-HSA-113454"
R-HSA-392851,"Prostacyclin signalling through prostacyclin receptor",2,23,0.0016142616507580012,0.1370715863116324,0.36201355983978356,3,4,3.2499187520311994E-4,9606,Homo sapiens,"GNG2","","R-HSA-392852;R-HSA-392870;R-HSA-392874"
R-HSA-3928664,"Ephrin signaling",2,23,0.0016142616507580012,0.1370715863116324,0.36201355983978356,8,11,8.937276568085798E-4,9606,Homo sapiens,"NCK2;GIT1","","R-HSA-3928633;R-HSA-3928639;R-HSA-3928594;R-HSA-3928625;R-HSA-3928641;R-HSA-3928640;R-HSA-3928631;R-HSA-3928614"
R-HSA-180292,"GAB1 signalosome",2,23,0.0016142616507580012,0.1370715863116324,0.36201355983978356,7,11,8.937276568085798E-4,9606,Homo sapiens,"PIK3CA;PTPN11","","R-HSA-177939;R-HSA-177923;R-HSA-177926;R-HSA-177927;R-HSA-177924;R-HSA-177944;R-HSA-177935"
R-HSA-156711,"Polo-like kinase mediated events",2,23,0.0016142616507580012,0.1370715863116324,0.36201355983978356,8,15,0.0012187195320116997,9606,Homo sapiens,"LIN54;EP300","","R-HSA-4088298;R-HSA-4088299;R-HSA-4088152;R-HSA-4088309;R-HSA-4088306;R-HSA-4088162;R-HSA-4088307;R-HSA-4088305"
R-HSA-181429,"Serotonin Neurotransmitter Release Cycle",2,23,0.0016142616507580012,0.1370715863116324,0.36201355983978356,2,4,3.2499187520311994E-4,9606,Homo sapiens,"PPFIA1;TSPOAP1","","R-HSA-380901;R-HSA-380905"
R-HSA-500657,"Presynaptic function of Kainate receptors",2,23,0.0016142616507580012,0.1370715863116324,0.36201355983978356,1,2,1.6249593760155997E-4,9606,Homo sapiens,"GNG2","","R-HSA-500717"
R-HSA-432142,"Platelet sensitization by LDL",2,23,0.0016142616507580012,0.1370715863116324,0.36201355983978356,4,9,7.312317192070198E-4,9606,Homo sapiens,"PTPN11;LRP8","","R-HSA-210294;R-HSA-432129;R-HSA-8948034;R-HSA-432121"
R-HSA-74752,"Signaling by Insulin receptor",5,97,0.0068079730488489615,0.13990454813256847,0.36201355983978356,15,34,0.0027624309392265192,9606,Homo sapiens,"PIK3CA;IRS1;PTPN11;GAB2;SOS1","","R-HSA-109699;R-HSA-5686074;R-HSA-109807;R-HSA-74737;R-HSA-74736;R-HSA-74707;R-HSA-109813;R-HSA-74711;R-HSA-109817;R-HSA-74712;R-HSA-74747;R-HSA-74746;R-HSA-5686315;R-HSA-109823;R-HSA-109822"
R-HSA-4420097,"VEGFA-VEGFR2 Pathway",6,126,0.00884334643458731,0.14648618800040203,0.36201355983978356,24,77,0.0062560935976600585,9606,Homo sapiens,"VAV3;PIK3CA;MAPKAPK2;NCK2;ITPR2;MTOR","","R-HSA-5218824;R-HSA-5218854;R-HSA-8951586;R-HSA-187688;R-HSA-434637;R-HSA-5218820;R-HSA-5218916;R-HSA-5218852;R-HSA-5218819;R-HSA-5218850;R-HSA-5218815;R-HSA-5218847;R-HSA-5357472;R-HSA-5218814;R-HSA-169683;R-HSA-169680;R-HSA-198640;R-HSA-5218812;R-HSA-5357445;R-HSA-5357479;R-HSA-5218806;R-HSA-5357483;R-HSA-5218804;R-HSA-5218832"
R-HSA-5654710,"PI-3K cascade:FGFR3",2,24,0.0016844469399213925,0.14664879680737652,0.36201355983978356,5,7,5.687357816054598E-4,9606,Homo sapiens,"PIK3CA;PTPN11","","R-HSA-5654709;R-HSA-5654643;R-HSA-5654640;R-HSA-5654705;R-HSA-5654641"
R-HSA-1839124,"FGFR1 mutant receptor activation",3,48,0.003368893879842785,0.15371578323174062,0.36201355983978356,8,25,0.0020311992200194996,9606,Homo sapiens,"STAT5B;PIK3CA;GAB2","","R-HSA-1839102;R-HSA-1839080;R-HSA-1839112;R-HSA-1839114;R-HSA-1839110;R-HSA-1839095;R-HSA-1839107;R-HSA-1839091"
R-HSA-3065679,"SUMO is proteolytically processed",1,6,4.211117349803481E-4,0.15505198224844363,0.36201355983978356,3,3,2.4374390640233994E-4,9606,Homo sapiens,"SENP2","","R-HSA-2990840;R-HSA-2990842;R-HSA-2993763"
R-HSA-3656532,"TGFBR1 KD Mutants in Cancer",1,6,4.211117349803481E-4,0.15505198224844363,0.36201355983978356,1,1,8.124796880077999E-5,9606,Homo sapiens,"ZFYVE9","","R-HSA-3656523"
R-HSA-1362277,"Transcription of E2F targets under negative control by DREAM complex",2,25,0.0017546322290847838,0.15635807785014888,0.36201355983978356,12,12,9.749756256093598E-4,9606,Homo sapiens,"LIN54;E2F5","","R-HSA-8964475;R-HSA-8964492;R-HSA-8964525;R-HSA-8961665;R-HSA-8964465;R-HSA-8964513;R-HSA-8964482;R-HSA-8964498;R-HSA-8964531;R-HSA-8961619;R-HSA-188345;R-HSA-8964471"
R-HSA-5654720,"PI-3K cascade:FGFR4",2,25,0.0017546322290847838,0.15635807785014888,0.36201355983978356,5,7,5.687357816054598E-4,9606,Homo sapiens,"PIK3CA;PTPN11","","R-HSA-5654662;R-HSA-5654669;R-HSA-5654717;R-HSA-5654714;R-HSA-5654667"
R-HSA-111931,"PKA-mediated phosphorylation of CREB",2,25,0.0017546322290847838,0.15635807785014888,0.36201355983978356,3,6,4.874878128046799E-4,9606,Homo sapiens,"ADCY9;PRKAR2B","","R-HSA-111925;R-HSA-8951727;R-HSA-111930"
R-HSA-373753,"Nephrin family interactions",2,25,0.0017546322290847838,0.15635807785014888,0.36201355983978356,3,13,0.0010562235944101398,9606,Homo sapiens,"PIK3CA;NCK2","","R-HSA-532603;R-HSA-451758;R-HSA-373724"
R-HSA-428930,"Thromboxane signalling through TP receptor",2,26,0.0018248175182481751,0.16618482979995197,0.36201355983978356,6,7,5.687357816054598E-4,9606,Homo sapiens,"GNG2","","R-HSA-428918;R-HSA-428917;R-HSA-428752;R-HSA-428750;R-HSA-428909;R-HSA-428749"
R-HSA-198753,"ERK/MAPK targets",2,26,0.0018248175182481751,0.16618482979995197,0.36201355983978356,3,7,5.687357816054598E-4,9606,Homo sapiens,"RPS6KA5;DUSP7","","R-HSA-203797;R-HSA-198756;R-HSA-198669"
R-HSA-389357,"CD28 dependent PI3K/Akt signaling",2,26,0.0018248175182481751,0.16618482979995197,0.36201355983978356,3,9,7.312317192070198E-4,9606,Homo sapiens,"PIK3CA;MTOR","","R-HSA-198640;R-HSA-389158;R-HSA-388832"
R-HSA-264642,"Acetylcholine Neurotransmitter Release Cycle",2,26,0.0018248175182481751,0.16618482979995197,0.36201355983978356,2,6,4.874878128046799E-4,9606,Homo sapiens,"PPFIA1;TSPOAP1","","R-HSA-372529;R-HSA-372505"
R-HSA-167044,"Signalling to RAS",2,26,0.0018248175182481751,0.16618482979995197,0.36201355983978356,3,10,8.124796880077998E-4,9606,Homo sapiens,"MAPKAPK2;SOS1","","R-HSA-5685366;R-HSA-5686071;R-HSA-187688"
R-HSA-9013695,"NOTCH4 Intracellular Domain Regulates Transcription",2,26,0.0018248175182481751,0.16618482979995197,0.36201355983978356,1,9,7.312317192070198E-4,9606,Homo sapiens,"CREBBP;EP300","","R-HSA-9604664"
