ID,Description,GeneRatio,n,N,BgRatio,b,B,pvalue,p.adjust,qvalue,geneID,Count,EnrichmentScore,group,sample
GO:0007623,circadian rhythm,27/706,27,706,115/8278,115,8278,8.646759792038252e-7,4.4246102545600615e-5,3.338825860648404e-5,THRAP3/HUWE1/AHCY/HNRNPL/EZH2/HDAC1/SFPQ/USP9X/HNRNPR/ATF4/TOP2A/CDK4/HNRNPD/TP53/NONO/HNRNPU/DDB1/ATF5/CDK1/PPP1CA/TYMS/IMPDH2/PPP1CC/USP7/TOP1/PPP1CB/PRKDC,27,2.752875969947038,GO BP,GCBcells
GO:1901992,positive regulation of mitotic cell cycle phase transition,15/706,15,706,64/8278,64,8278,2.4049073228147894e-4,0.0036694513187384933,0.002768980373981584,CUL3/ANAPC5/APEX1/CCND3/EIF4G1/DLGAP5/CCNB1/CDK4/MDM2/CUL4A/CDK1/RCC2/TFDP1/PHB2/DDX3X,15,2.7480966713881023,GO BP,GCBcells
GO:0034249,negative regulation of cellular amide metabolic process,27/706,27,706,116/8278,116,8278,1.037803929313057e-6,4.9484378265881674e-5,3.7341079179110954e-5,EIF2AK1/KHSRP/EIF3E/GAPDH/EIF4G1/NCL/PAIP2/CNOT1/HNRNPR/ATF4/ILF3/EIF2S1/SYNCRIP/CAPRIN1/EPRS1/HNRNPD/CNOT9/CELF1/RPS3/LARP1/STAT3/TYMS/CALR/SHMT2/ZFP36L1/RACK1/DDX3X,27,2.7291442805509427,GO BP,GCBcells
GO:0072594,establishment of protein localization to organelle,102/706,102,706,439/8278,439,8278,3.581697103179402e-22,1.1560616188415977e-19,8.723680069930074e-20,RPS20/KPNA6/HSPA5/RPL18/IPO5/RPL31/RAB7A/HSP90AA1/RPS5/RAB10/EPS15/DNAJA1/HUWE1/BAX/RPLP0/HSP90AB1/RPL3/NFKBIA/UBR5/RPS16/TGFB1/RPS19/SEC61B/RPL28/RPL19/KPNB1/YWHAE/UBE2D3/RPL34/HSPA8/RPS13/RPS12/MACROH2A1/CCT4/TCP1/RPL5/CSE1L/USP9X/NUP153/RPL23/SPCS3/RPL36/TRIM28/RPL27/RAN/SEC61G/YWHAQ/CCT7/RPL35/RPS6/RPLP1/RPS24/SRP14/TP53/RPS11/RPL11/RPS8/HAX1/HSPD1/RPL32/RPL37/CCT6A/RPS3/CCT5/CCT8/RPL30/CALM3/RPL8/CCT3/RPS14/YWHAZ/SYK/NOLC1/CCT2/RPL27A/YWHAB/RPL13/STAT3/YWHAG/CDK1/UBB/HSPA4/RPS9/RPS21/RPL38/TOMM20/RPL4/RPLP2/HCLS1/RPL35A/KPNA4/RPS23/RPL14/FLNA/RPL37A/RPS4X/TFDP1/IPO7/RPS29/PHB2/PPP3R1/UBA52,102,2.7243090464421456,GO BP,GCBcells
GO:0033238,regulation of cellular amine metabolic process,13/706,13,706,56/8278,56,8278,6.80627375962516e-4,0.007957979199257437,0.00600511801499332,PSMB1/PSMA4/PSMA3/PSMA7/OAZ1/PSMD3/PSMD11/ODC1/PSMB2/PSME3/PSMA5/AZIN1/PSMD6,13,2.7219243221367866,GO BP,GCBcells
GO:0042255,ribosome assembly,13/706,13,706,56/8278,56,8278,6.80627375962516e-4,0.007957979199257437,0.00600511801499332,XRCC5/RPS5/RPLP0/RPL3/RPS19/C1QBP/RPL5/RPL11/RPS14/RPL38/NPM1/DDX3X/PRKDC,13,2.7219243221367866,GO BP,GCBcells
GO:0034728,nucleosome organization,22/706,22,706,95/8278,95,8278,1.1252470330121536e-5,3.7472512305706325e-4,2.8276884505434906e-4,MCM2/SUPT16H/RBBP7/MACROH2A1/SET/H3-3B/NASP/ANP32B/HMGA1/ANP32E/SMARCA5/RBBP4/HMGB2/SMARCC1/RUVBL1/NPM1/NAP1L1/PTMA/H1-2/H2AX/H4C3/NAP1L4,22,2.7153123602206652,GO BP,GCBcells
GO:0007004,telomere maintenance via telomerase,15/706,15,706,65/8278,65,8278,2.885016320823733e-4,0.004215585377381387,0.0031810949814768986,XRCC5/HSP90AA1/HNRNPC/HSP90AB1/PTGES3/CCT4/TCP1/CCT7/CCT6A/CCT5/HNRNPU/CCT8/CCT3/CCT2/CTNNB1,15,2.705818261059054,GO BP,GCBcells
GO:0009144,purine nucleoside triphosphate metabolic process,15/706,15,706,65/8278,65,8278,2.885016320823733e-4,0.004215585377381387,0.0031810949814768986,PKM/RHOA/ENO1/TGFB1/ATP5F1B/RAN/COX5B/PARP1/ATP5F1A/ATP5MC3/ATP5PF/VCP/STOML2/STAT3/IMPDH2,15,2.705818261059054,GO BP,GCBcells
GO:0010833,telomere maintenance via telomere lengthening,17/706,17,706,74/8278,74,8278,1.228272932265169e-4,0.0022024928306772005,0.001662008538125789,XRCC5/HSP90AA1/HNRNPC/HSP90AB1/PTGES3/CCT4/TCP1/HNRNPA2B1/CCT7/PARP1/CCT6A/CCT5/HNRNPU/CCT8/CCT3/CCT2/CTNNB1,17,2.693629890513743,GO BP,GCBcells
GO:1901989,positive regulation of cell cycle phase transition,17/706,17,706,74/8278,74,8278,1.228272932265169e-4,0.0022024928306772005,0.001662008538125789,CUL3/ANAPC5/APEX1/EZH2/CCND3/EIF4G1/DLGAP5/CCNB1/CDK4/MDM2/CUL4A/CDK1/RCC2/NPM1/TFDP1/PHB2/DDX3X,17,2.693629890513743,GO BP,GCBcells
GO:0060218,hematopoietic stem cell differentiation,16/706,16,706,70/8278,70,8278,2.056533150868563e-4,0.0032440650755806355,0.0024479824763801498,PSMB1/PSMA4/TCF3/XRCC5/PSMA3/PSMA7/CDK6/PSMD3/PSMD11/HSPA9/PSMB2/PSME3/TP53/PSMA5/PSMD6/PRKDC,16,2.6800485633346822,GO BP,GCBcells
GO:0034248,regulation of cellular amide metabolic process,73/706,73,706,320/8278,320,8278,1.4739150559585828e-15,2.473819029920885e-13,1.8667522056098597e-13,PTBP1/PUM2/PKM/RHOA/PABPC1/TCOF1/DDX1/EIF2AK1/KHSRP/MKNK2/EIF3D/EIF5/RBM3/GSPT1/EIF3E/HNRNPL/MTPN/EIF3B/EIF4H/LARP4B/C1QBP/EIF4G2/GAPDH/EIF4G1/NCL/PAIP2/KHDRBS1/RPL5/CNOT1/HNRNPR/TRAP1/ATF4/ILF3/EIF2S3/EIF5A/EIF2S1/SYNCRIP/CAPRIN1/CDK4/DHX9/EPRS1/RPLP1/LRPPRC/HNRNPD/TP53/CNOT9/EIF3H/CELF1/RPS3/CDC123/LARP1/RPL30/EIF4A2/EIF5B/RPS14/NOLC1/EEF2/STAT3/CNBP/RPS9/PPP1CA/RPL38/EIF1/TYMS/CALR/NPM1/SHMT2/ZFP36L1/RPS4X/RACK1/DDX3X/PRKDC/LSM14A,73,2.674814093484419,GO BP,GCBcells
GO:2001242,regulation of intrinsic apoptotic signaling pathway,26/706,26,706,114/8278,114,8278,2.473098839178357e-6,1.0923287083360407e-4,8.242749372020497e-5,CD74/HERPUD1/ENO1/DNAJA1/BAX/HIF1A/HDAC1/SFPQ/IVNS1ABP/TRAP1/TPT1/MDM2/TMBIM6/TP53/SOD1/RPL11/MCL1/PARP1/NONO/RPS3/HNRNPK/UBB/GRINA/PTPN1/RACK1/DDX3X,26,2.674171263853685,GO BP,GCBcells
GO:0001837,epithelial to mesenchymal transition,13/706,13,706,57/8278,57,8278,8.14349954943403e-4,0.009039715372863808,0.006821399789667938,STRAP/TCOF1/DDX17/HIF1A/TGFB1/EZH2/AKNA/DDX5/PPP2CA/TRIM28/NOLC1/CTNNB1/HNRNPAB,13,2.674171263853685,GO BP,GCBcells
GO:0031960,response to corticosteroid,13/706,13,706,57/8278,57,8278,8.14349954943403e-4,0.009039715372863808,0.006821399789667938,CFLAR/RHOA/GSTP1/NR3C1/CBX3/RPL27/PCNA/PARP1/HSPD1/HNRNPU/CALM3/TYMS/ZFP36L1,13,2.674171263853685,GO BP,GCBcells
GO:0044783,G1 DNA damage checkpoint,13/706,13,706,57/8278,57,8278,8.14349954943403e-4,0.009039715372863808,0.006821399789667938,BAX/WAC/CDK2/CNOT1/PRMT1/PCNA/CCNB1/MDM2/TP53/CNOT9/CDK1/TFDP1/PRKDC,13,2.674171263853685,GO BP,GCBcells
GO:0046700,heterocycle catabolic process,101/706,101,706,444/8278,444,8278,3.2007278293113567e-21,9.593038551278895e-19,7.238939331254558e-19,PSMB1/RPS20/CSDE1/PSMA4/THRAP3/PUM2/RPL18/PABPC1/RPL31/XPO1/RPS5/BAX/KHSRP/RPLP0/FUS/PABPC4/ALKBH5/HNRNPC/HNRNPM/RPL3/PSMA3/APEX1/PSMA7/AHCY/GSPT1/EIF3E/RPS16/RPS19/RPL28/RPL19/PSMD3/KPNB1/DDX5/PSMD11/RPL34/HSPA8/DDX6/RPS13/RPS12/PPP2CA/EIF4G1/SET/RPL5/CNOT1/RPL23/HNRNPR/PSMB2/DUT/RPL36/LSM4/PSME3/RPL27/SYNCRIP/DHX9/RPL35/RPS6/RPLP1/LRPPRC/RPS24/SSB/HNRNPD/ANP32A/RPS11/RPL11/SERBP1/RPS8/PSMA5/CNOT9/RPL32/RPL37/RPS3/HNRNPU/LARP1/RPL30/RPL8/PSMD6/HMGB2/RPS14/YWHAZ/VCP/RPL27A/YWHAB/RPL13/HINT1/UBB/RPS9/RPS21/RPL38/RPL4/RPLP2/HNRNPA0/NPM1/RPL35A/ZFP36L1/RPS23/RPL14/RPL37A/RPS4X/RPS29/UBA52/TAF15,101,2.667221754332236,GO BP,GCBcells
GO:0044270,cellular nitrogen compound catabolic process,101/706,101,706,445/8278,445,8278,3.825228333556496e-21,1.0700438725068706e-18,8.074587247254696e-19,PSMB1/RPS20/CSDE1/PSMA4/THRAP3/PUM2/RPL18/PABPC1/RPL31/XPO1/RPS5/BAX/KHSRP/RPLP0/FUS/PABPC4/ALKBH5/HNRNPC/HNRNPM/RPL3/PSMA3/APEX1/PSMA7/AHCY/GSPT1/EIF3E/RPS16/RPS19/RPL28/RPL19/PSMD3/KPNB1/DDX5/PSMD11/RPL34/HSPA8/DDX6/RPS13/RPS12/PPP2CA/EIF4G1/SET/RPL5/CNOT1/RPL23/HNRNPR/PSMB2/DUT/RPL36/LSM4/PSME3/RPL27/SYNCRIP/DHX9/RPL35/RPS6/RPLP1/LRPPRC/RPS24/SSB/HNRNPD/ANP32A/RPS11/RPL11/SERBP1/RPS8/PSMA5/CNOT9/RPL32/RPL37/RPS3/HNRNPU/LARP1/RPL30/RPL8/PSMD6/HMGB2/RPS14/YWHAZ/VCP/RPL27A/YWHAB/RPL13/HINT1/UBB/RPS9/RPS21/RPL38/RPL4/RPLP2/HNRNPA0/NPM1/RPL35A/ZFP36L1/RPS23/RPL14/RPL37A/RPS4X/RPS29/UBA52/TAF15,101,2.6612279975809274,GO BP,GCBcells
GO:0006323,DNA packaging,32/706,32,706,141/8278,141,8278,1.947869251448027e-7,1.2198894595635703e-5,9.205327114462946e-6,NCAPD2/MCM2/BAZ2A/SRPK1/RBBP7/MACROH2A1/SMC4/HDAC1/SET/NCAPH/TRIM28/DNMT1/TOP2A/H3-3B/NASP/MBD2/CCNB1/SMC2/ANP32B/HMGA1/TP53/SMARCA5/RBBP4/HMGB2/CDK1/RUVBL1/NPM1/NAP1L1/H1-2/H2AX/H4C3/NAP1L4,32,2.6610411267152876,GO BP,GCBcells
GO:0032204,regulation of telomere maintenance,17/706,17,706,75/8278,75,8278,1.4648127740996423e-4,0.0025293639506675306,0.00190866659063969,XRCC5/HNRNPC/CCT4/TCP1/HNRNPA2B1/CCT7/HNRNPD/PARP1/CCT6A/CCT5/HNRNPU/CCT8/CCT3/GNL3/CCT2/CTNNB1/USP7,17,2.657714825306893,GO BP,GCBcells
GO:0019439,aromatic compound catabolic process,101/706,101,706,447/8278,447,8278,5.452640813437844e-21,1.4299550533240747e-18,1.079048918869805e-18,PSMB1/RPS20/CSDE1/PSMA4/THRAP3/PUM2/RPL18/PABPC1/RPL31/XPO1/RPS5/BAX/KHSRP/RPLP0/FUS/PABPC4/ALKBH5/HNRNPC/HNRNPM/RPL3/PSMA3/APEX1/PSMA7/AHCY/GSPT1/EIF3E/RPS16/RPS19/RPL28/RPL19/PSMD3/KPNB1/DDX5/PSMD11/RPL34/HSPA8/DDX6/RPS13/RPS12/PPP2CA/EIF4G1/SET/RPL5/CNOT1/RPL23/HNRNPR/PSMB2/DUT/RPL36/LSM4/PSME3/RPL27/SYNCRIP/DHX9/RPL35/RPS6/RPLP1/LRPPRC/RPS24/SSB/HNRNPD/ANP32A/RPS11/RPL11/SERBP1/RPS8/PSMA5/CNOT9/RPL32/RPL37/RPS3/HNRNPU/LARP1/RPL30/RPL8/PSMD6/HMGB2/RPS14/YWHAZ/VCP/RPL27A/YWHAB/RPL13/HINT1/UBB/RPS9/RPS21/RPL38/RPL4/RPLP2/HNRNPA0/NPM1/RPL35A/ZFP36L1/RPS23/RPL14/RPL37A/RPS4X/RPS29/UBA52/TAF15,101,2.6493209371890662,GO BP,GCBcells
GO:0006333,chromatin assembly or disassembly,29/706,29,706,129/8278,129,8278,8.997839116621675e-7,4.548787100402958e-5,3.4325301284461634e-5,BAZ1B/MCM2/BAZ2A/SUPT16H/RBBP7/MACROH2A1/HDAC1/SET/TRIM28/DNMT1/H3-3B/NASP/MBD2/ANP32B/HMGA1/TP53/MTA2/SMARCA5/RBBP4/HMGB2/SMARCC1/RUVBL1/NPM1/NAP1L1/H1-2/H2AX/H4C3/TLK1/NAP1L4,29,2.6359004765355647,GO BP,GCBcells
GO:0006278,RNA-dependent DNA biosynthetic process,15/706,15,706,67/8278,67,8278,4.096888516054168e-4,0.005372045066676028,0.004053763373779913,XRCC5/HSP90AA1/HNRNPC/HSP90AB1/PTGES3/CCT4/TCP1/CCT7/CCT6A/CCT5/HNRNPU/CCT8/CCT3/CCT2/CTNNB1,15,2.6250475666990822,GO BP,GCBcells
GO:0043666,regulation of phosphoprotein phosphatase activity,16/706,16,706,72/8278,72,8278,2.9051039046192783e-4,0.004217929406153111,0.0031828637935147662,PTPRC/FKBP1A/HSP90AB1/PPP6R1/PPP1R9B/PPP6R3/GNAI2/SET/ARPP19/ENSA/CALM2/CALM3/PPP4R2/HSP90B1/HTT/CALM1,16,2.605602769908719,GO BP,GCBcells
GO:0032508,DNA duplex unwinding,22/706,22,706,99/8278,99,8278,2.2556058005707404e-5,6.02835792305403e-4,4.549019274634118e-4,MCM2/MCM6/XRCC5/DDX1/MCM5/MCM4/SSBP1/MCM3/RAD23B/TOP2A/DHX9/HMGA1/CUL4A/PARP1/G3BP1/MCM7/DDB1/UBB/RUVBL1/XRCC6/DDX3X/UBA52,22,2.6056027699087188,GO BP,GCBcells
GO:1902036,regulation of hematopoietic stem cell differentiation,14/706,14,706,63/8278,63,8278,6.857146427815692e-4,0.007970245543245054,0.006014374239647063,PSMB1/PSMA4/TCF3/PSMA3/PSMA7/CDK6/PSMD3/PSMD11/HSPA9/PSMB2/PSME3/PSMA5/PSMD6/PRKDC,14,2.6056027699087188,GO BP,GCBcells
GO:1901361,organic cyclic compound catabolic process,101/706,101,706,457/8278,457,8278,3.085841070578692e-20,7.616581842440111e-18,5.747498415046876e-18,PSMB1/RPS20/CSDE1/PSMA4/THRAP3/PUM2/RPL18/PABPC1/RPL31/XPO1/RPS5/BAX/KHSRP/RPLP0/FUS/PABPC4/ALKBH5/HNRNPC/HNRNPM/RPL3/PSMA3/APEX1/PSMA7/AHCY/GSPT1/EIF3E/RPS16/RPS19/RPL28/RPL19/PSMD3/KPNB1/DDX5/PSMD11/RPL34/HSPA8/DDX6/RPS13/RPS12/PPP2CA/EIF4G1/SET/RPL5/CNOT1/RPL23/HNRNPR/PSMB2/DUT/RPL36/LSM4/PSME3/RPL27/SYNCRIP/DHX9/RPL35/RPS6/RPLP1/LRPPRC/RPS24/SSB/HNRNPD/ANP32A/RPS11/RPL11/SERBP1/RPS8/PSMA5/CNOT9/RPL32/RPL37/RPS3/HNRNPU/LARP1/RPL30/RPL8/PSMD6/HMGB2/RPS14/YWHAZ/VCP/RPL27A/YWHAB/RPL13/HINT1/UBB/RPS9/RPS21/RPL38/RPL4/RPLP2/HNRNPA0/NPM1/RPL35A/ZFP36L1/RPS23/RPL14/RPL37A/RPS4X/RPS29/UBA52/TAF15,101,2.5913489254343824,GO BP,GCBcells
GO:0065004,protein-DNA complex assembly,34/706,34,706,154/8278,154,8278,1.6428899592060068e-7,1.0605486567428314e-5,8.002936028002704e-6,MCM2/MCM6/BAZ2A/MCM5/RBBP7/MCM4/CAND1/MCM3/MACROH2A1/DR1/RAD23B/SET/DLGAP5/H3-3B/NASP/ANP32B/CUL4A/TP53/PARP1/SMARCA5/RBBP4/HMGB2/MCM7/DDB1/UBB/RUVBL1/NPM1/NAP1L1/H1-2/H2AX/TCF4/H4C3/NAP1L4/UBA52,34,2.588683271402818,GO BP,GCBcells
GO:0031497,chromatin assembly,24/706,24,706,109/8278,109,8278,1.1406510391386702e-5,3.7686391812802046e-4,2.843827870475856e-4,MCM2/BAZ2A/RBBP7/MACROH2A1/HDAC1/SET/TRIM28/DNMT1/H3-3B/NASP/MBD2/ANP32B/HMGA1/TP53/SMARCA5/RBBP4/HMGB2/RUVBL1/NPM1/NAP1L1/H1-2/H2AX/H4C3/NAP1L4,24,2.5816981573407496,GO BP,GCBcells
GO:0009141,nucleoside triphosphate metabolic process,17/706,17,706,78/8278,78,8278,2.4293174786550007e-4,0.0036799336247062757,0.0027768903575125375,PKM/RHOA/ENO1/TGFB1/ATP5F1B/DUT/RAN/COX5B/PARP1/ATP5F1A/ATP5MC3/ATP5PF/VCP/STOML2/STAT3/TYMS/IMPDH2,17,2.5554950243335512,GO BP,GCBcells
GO:0071824,protein-DNA complex subunit organization,40/706,40,706,184/8278,184,8278,2.0906257083244675e-8,1.6551444287036729e-6,1.2489775830466731e-6,MCM2/MCM6/BAZ2A/SUPT16H/MCM5/RBBP7/MCM4/CAND1/MCM3/MACROH2A1/DR1/RAD23B/SET/RPL23/DLGAP5/H3-3B/NASP/ANP32B/HMGA1/CUL4A/TP53/ANP32E/PARP1/SMARCA5/RBBP4/HMGB2/MCM7/DDB1/UBB/SMARCC1/RUVBL1/NPM1/NAP1L1/PTMA/H1-2/H2AX/TCF4/H4C3/NAP1L4/UBA52,40,2.5489592314324425,GO BP,GCBcells
GO:0034101,erythrocyte homeostasis,19/706,19,706,88/8278,88,8278,1.2172954928752166e-4,0.002201625813838107,0.0016613542842870471,HIF1A/RPS19/CDK6/HSPA9/PRDX1/PRMT1/ETS1/RPS24/ADAR/HMGB2/RPS14/B2M/STAT3/KLF13/HCLS1/ZFP36L1/IKZF1/PRKDC/LYN,19,2.531579963945403,GO BP,GCBcells
GO:0044706,multi-multicellular organism process,17/706,17,706,79/8278,79,8278,2.8551163236969953e-4,0.004215585377381387,0.0031810949814768986,FKBP4/KPNA6/ACSL4/DAZAP1/B4GALT1/TMED2/C1QBP/ARHGDIB/LNPEP/GOT2/TRIM28/H3-3B/SLC38A2/ETS1/SOD1/PRDX3/CALR,17,2.5231469860508478,GO BP,GCBcells
GO:0071103,DNA conformation change,53/706,53,706,247/8278,247,8278,1.636035044728029e-10,1.855352175048327e-8,1.4000550254742283e-8,NCAPD2/MCM2/MCM6/BAZ2A/TOP2B/XRCC5/DDX1/SRPK1/MCM5/RBBP7/MCM4/SSBP1/MCM3/MACROH2A1/SMC4/HDAC1/RAD23B/SET/NCAPH/HNRNPA2B1/TRIM28/DNMT1/TOP2A/H3-3B/NASP/MBD2/CCNB1/DHX9/SMC2/ANP32B/HMGA1/CUL4A/TP53/PARP1/G3BP1/SMARCA5/RBBP4/HMGB2/MCM7/DDB1/CDK1/UBB/RUVBL1/NPM1/NAP1L1/H1-2/H2AX/XRCC6/H4C3/TOP1/NAP1L4/DDX3X/UBA52,53,2.51593627782684,GO BP,GCBcells
GO:0001649,osteoblast differentiation,21/706,21,706,98/8278,98,8278,6.1020194266907806e-5,0.0013147906032471232,9.921454353939458e-4,MEF2C/GNAS/HNRNPC/FBL/CDK6/DDX5/ATP5F1B/ATF4/H3-3B/SYNCRIP/DHX9/CLTC/HNRNPU/ADAR/DDX21/TPM4/CTNNB1/RSL1D1/ALYREF/IARS1/CLIC1,21,2.5125455281262647,GO BP,GCBcells
GO:0042542,response to hydrogen peroxide,18/706,18,706,84/8278,84,8278,2.018099187250226e-4,0.0032015332780220146,0.002415887838114049,APEX1/STK24/EZH2/TRAP1/PCNA/LDHA/ETS1/MDM2/TXN/SOD1/HSPD1/RPS3/PRDX3/STAT6/EEF2/CDK1/KPNA4/RACK1,18,2.5125455281262643,GO BP,GCBcells
GO:0006606,protein import into nucleus,22/706,22,706,104/8278,104,8278,5.049287468893968e-5,0.0011641104516197302,8.784416834258564e-4,KPNA6/IPO5/HSP90AB1/NFKBIA/UBR5/TGFB1/KPNB1/CSE1L/NUP153/RPL23/TRIM28/RAN/TP53/SYK/NOLC1/STAT3/CDK1/HCLS1/KPNA4/FLNA/IPO7/PHB2,22,2.4803334059707995,GO BP,GCBcells
GO:0007565,female pregnancy,16/706,16,706,76/8278,76,8278,5.538975431223025e-4,0.006870751040879807,0.005184691970038247,FKBP4/KPNA6/ACSL4/DAZAP1/TMED2/C1QBP/ARHGDIB/LNPEP/GOT2/TRIM28/H3-3B/SLC38A2/ETS1/SOD1/PRDX3/CALR,16,2.4684657820187863,GO BP,GCBcells
GO:0097549,chromatin organization involved in negative regulation of transcription,16/706,16,706,76/8278,76,8278,5.538975431223025e-4,0.006870751040879807,0.005184691970038247,BAZ2A/EZH2/MACROH2A1/HDAC1/MORF4L2/TRIM28/DNMT1/H3-3B/MBD2/HMGA1/SMARCA5/CTBP1/H2AZ1/H1-2/H2AX/H4C3,16,2.4684657820187863,GO BP,GCBcells
GO:0034502,protein localization to chromosome,17/706,17,706,81/8278,81,8278,3.90414173162692e-4,0.005184107185413467,0.003911944813035901,XRCC5/EZH2/MACROH2A1/CCT4/TCP1/CCT7/CCT6A/CCT5/BUB3/CCT8/CCT3/GNL3/RAD21/CCT2/PLK1/CDK1/RCC2,17,2.4608470604693458,GO BP,GCBcells
GO:0006403,RNA localization,44/706,44,706,210/8278,210,8278,1.3306174171212382e-8,1.1166541364481432e-6,8.426309875159335e-7,NOP58/NDC1/U2AF2/XPO1/SEH1L/KHSRP/ALKBH5/PABPN1/FBL/SRSF9/SRSF3/CCT4/SRSF7/SFPQ/TCP1/KHDRBS1/HNRNPA2B1/NUP153/RFTN1/RAN/EIF5A/SRRM1/CCT7/DHX9/FLOT1/LRPPRC/SSB/G3BP2/CCT6A/CCT5/HNRNPU/CCT8/SRSF2/CCT3/ABCE1/CCT2/TOMM20/AGFG1/CKAP5/RUVBL1/NPM1/ALYREF/XPOT/ZFP36L1,44,2.4567111830567923,GO BP,GCBcells
GO:0008064,regulation of actin polymerization or depolymerization,22/706,22,706,105/8278,105,8278,5.885986817156392e-5,0.0012998737202520117,9.808891050419074e-4,TMSB10/RHOA/WDR1/CORO1A/COTL1/MTPN/PFN1/ACTR3/CAPZA1/SWAP70/ARPC5L/ACTR2/HAX1/ARF1/CYRIB/ARPC5/ARPC2/ARF6/CFL1/GRB2/HCLS1/ARPC4,22,2.4567111830567923,GO BP,GCBcells
GO:0030832,regulation of actin filament length,22/706,22,706,105/8278,105,8278,5.885986817156392e-5,0.0012998737202520117,9.808891050419074e-4,TMSB10/RHOA/WDR1/CORO1A/COTL1/MTPN/PFN1/ACTR3/CAPZA1/SWAP70/ARPC5L/ACTR2/HAX1/ARF1/CYRIB/ARPC5/ARPC2/ARF6/CFL1/GRB2/HCLS1/ARPC4,22,2.4567111830567923,GO BP,GCBcells
GO:0050821,protein stabilization,28/706,28,706,134/8278,134,8278,6.331612746360609e-6,2.4599488040489924e-4,1.8562856862624474e-4,HSP90AA1/HSP90AB1/STK4/PIM2/PFN1/PTGES3/GAPDH/CCT4/UBE2B/TCP1/RPL5/USP9X/RPL23/CCT7/FLOT1/TP53/RPL11/HSPD1/CCT6A/CCT5/CCT8/CCT3/CCT2/HCFC1/CALR/USP7/FLNA/PHB2,28,2.45004439558581,GO BP,GCBcells
GO:0042752,regulation of circadian rhythm,15/706,15,706,72/8278,72,8278,9.169472809303298e-4,0.009911200553884166,0.00747902545433836,THRAP3/EZH2/SFPQ/USP9X/TOP2A/HNRNPD/TP53/NONO/DDB1/CDK1/PPP1CA/PPP1CC/USP7/PPP1CB/PRKDC,15,2.442752596789424,GO BP,GCBcells
GO:0030218,erythrocyte differentiation,17/706,17,706,82/8278,82,8278,4.543280653857943e-4,0.005829848814552884,0.0043992236300675015,HIF1A/RPS19/CDK6/HSPA9/PRMT1/ETS1/ADAR/HMGB2/RPS14/B2M/STAT3/KLF13/HCLS1/ZFP36L1/IKZF1/PRKDC/LYN,17,2.430836730463622,GO BP,GCBcells
GO:2000736,regulation of stem cell differentiation,17/706,17,706,82/8278,82,8278,4.543280653857943e-4,0.005829848814552884,0.0043992236300675015,PSMB1/PSMA4/TCF3/PSMA3/PSMA7/CDK6/PSMD3/PSMD11/HSPA9/PSMB2/PSME3/PSMA5/HNRNPU/PSMD6/NUDT21/STAT3/PRKDC,17,2.430836730463622,GO BP,GCBcells
GO:0034401,chromatin organization involved in regulation of transcription,18/706,18,706,87/8278,87,8278,3.201840409301779e-4,0.004551262642068222,0.003434398180558229,BAZ2A/EZH2/ZMIZ1/MACROH2A1/HDAC1/MORF4L2/TRIM28/DNMT1/H3-3B/MBD2/HMGA1/SMARCA5/CTBP1/H2AZ1/CTNNB1/H1-2/H2AX/H4C3,18,2.4259060271563935,GO BP,GCBcells
GO:0006605,protein targeting,66/706,66,706,319/8278,319,8278,4.68121849729615e-12,7.274960301723944e-10,5.48970964517225e-10,RPS20/HSPA5/RPL18/RPL31/RAB7A/HSP90AA1/RPS5/HUWE1/RPLP0/RPL3/RPS16/RPS19/SEC61B/RPL28/RPL19/YWHAE/UBE2D3/RPL34/HSPA8/RPS13/RPS12/RPL5/USP9X/RPL23/SPCS3/RPL36/RPL27/SEC61G/YWHAQ/RPL35/RPS6/RPLP1/RPS24/SRP14/RPS11/RPL11/RPS8/HAX1/HSPD1/RPL32/RPL37/RPS3/RPL30/RPL8/RPS14/YWHAZ/RPL27A/YWHAB/RPL13/YWHAG/UBB/HSPA4/RPS9/RPS21/RPL38/TOMM20/RPL4/RPLP2/RPL35A/RPS23/RPL14/NACA/RPL37A/RPS4X/RPS29/UBA52,66,2.425906027156393,GO BP,GCBcells
GO:0000375,"RNA splicing, via transesterification reactions",65/706,65,706,315/8278,315,8278,7.787670929162869e-12,1.0933979977112164e-9,8.250818265805377e-10,PTBP1/STRAP/POLR2B/THRAP3/U2AF2/PABPC1/DAZAP1/DDX1/KHSRP/FUS/PAPOLA/HNRNPC/SRPK1/HNRNPH3/HNRNPM/SF3A1/SNRPD3/DDX17/PABPN1/RBM3/HNRNPL/HNRNPUL1/C1QBP/DDX5/DHX15/HSPA8/PRPF19/SRSF9/SRSF3/NCL/SF3B1/SRSF7/SFPQ/KHDRBS1/HNRNPA2B1/SNRPB/SNRPB2/HNRNPR/RALY/LSM4/SRRM1/RBM17/SYNCRIP/DHX9/TRA2B/HNRNPD/NONO/CELF1/MBNL1/HNRNPU/SON/SRSF2/TRA2A/HNRNPK/NUDT21/SRRM2/SF1/HNRNPH1/PCBP1/HNRNPF/PRPF8/HNRNPA0/ALYREF/SF3B3/PCBP2,65,2.4194882863438103,GO BP,GCBcells
