NAME,DESCRIPTION,GENE_SYMBOL,GENE_TITLE,SCORE
DYM,DYM,null,null,0.031901024
ZBED5,ZBED5,null,null,0.031894587
REXO2,REXO2,null,null,0.031879533
AC012615.3,AC012615.3,null,null,0.031868298
NUDT21,NUDT21,null,null,0.031859357
ATG7,ATG7,null,null,0.031852886
AMD1,AMD1,null,null,0.03184273
CNOT6,CNOT6,null,null,0.031840254
NGLY1,NGLY1,null,null,0.03183962
CROCC,CROCC,null,null,0.031822763
HMGXB4,HMGXB4,null,null,0.031818267
MNAT1,MNAT1,null,null,0.031800643
CHCHD4,CHCHD4,null,null,0.03177842
UBL3,UBL3,null,null,0.031761862
SNX18,SNX18,null,null,0.031730432
CYGB,CYGB,null,null,0.031719573
MPP5,MPP5,null,null,0.03170323
SREBF2,SREBF2,null,null,0.03169717
CCDC18-AS1,CCDC18-AS1,null,null,0.03162686
UBE2D4,UBE2D4,null,null,0.031622652
MFHAS1,MFHAS1,null,null,0.031622604
C2CD3,C2CD3,null,null,0.031613786
PPP3CC,PPP3CC,null,null,0.031609956
PHKB,PHKB,null,null,0.03160871
EEF1A1P9,EEF1A1P9,null,null,0.031597476
ZNF501,ZNF501,null,null,0.031578656
DM1-AS,DM1-AS,null,null,0.03155756
SNX3,SNX3,null,null,0.0315552
TPRG1L,TPRG1L,null,null,0.03155281
CHIC1,CHIC1,null,null,0.031552795
SPATS2L,SPATS2L,null,null,0.031531688
PKNOX1,PKNOX1,null,null,0.031529292
PTPRA,PTPRA,null,null,0.031518597
TMEM268,TMEM268,null,null,0.031496048
PTPN9,PTPN9,null,null,0.031487893
SELENOT,SELENOT,null,null,0.03148787
AC090425.3,AC090425.3,null,null,0.031487525
DHX29,DHX29,null,null,0.03148635
MAP3K15,MAP3K15,null,null,0.031479638
ARAP1-AS2,ARAP1-AS2,null,null,0.031466182
THUMPD3-AS1,THUMPD3-AS1,null,null,0.031465735
TSPYL5,TSPYL5,null,null,0.031456884
AC068338.2,AC068338.2,null,null,0.031440888
METTL4,METTL4,null,null,0.031434957
AC003688.1,AC003688.1,null,null,0.03143232
DNAH11,DNAH11,null,null,0.031419355
ZXDB,ZXDB,null,null,0.0314181
ZNF747,ZNF747,null,null,0.031401437
FOXO4,FOXO4,null,null,0.031371217
MITD1,MITD1,null,null,0.03135869
AL645568.1,AL645568.1,null,null,0.031357165
SNRNP48,SNRNP48,null,null,0.0313564
KANSL3,KANSL3,null,null,0.031351153
ZNF630,ZNF630,null,null,0.03134719
Z94721.2,Z94721.2,null,null,0.03134446
PRICKLE1,PRICKLE1,null,null,0.0313375
NEK2,NEK2,null,null,0.031335216
HEATR6,HEATR6,null,null,0.031330414
TNFRSF13C,TNFRSF13C,null,null,0.03132173
MED6,MED6,null,null,0.031313486
LRRFIP2,LRRFIP2,null,null,0.031310916
MTMR6,MTMR6,null,null,0.031301104
ECT2,ECT2,null,null,0.03129416
PDS5B,PDS5B,null,null,0.031280514
ST3GAL1,ST3GAL1,null,null,0.031274654
UBXN7,UBXN7,null,null,0.03126972
ZBTB6,ZBTB6,null,null,0.03126798
SPPL2A,SPPL2A,null,null,0.031244915
CDKN2C,CDKN2C,null,null,0.031243103
SSB,SSB,null,null,0.031241322
UHRF2,UHRF2,null,null,0.031240001
AL355987.2,AL355987.2,null,null,0.031232437
NLRC4,NLRC4,null,null,0.031212436
MAST2,MAST2,null,null,0.031206205
RAD54B,RAD54B,null,null,0.031195205
CD69,CD69,null,null,0.031195058
RPE,RPE,null,null,0.031186778
PRPF18,PRPF18,null,null,0.03118556
AC093330.1,AC093330.1,null,null,0.031146085
FASLG,FASLG,null,null,0.031127455
TRPV1,TRPV1,null,null,0.031123914
MATR3,MATR3,null,null,0.031121269
TAF1,TAF1,null,null,0.031120818
ARMC8,ARMC8,null,null,0.031105256
BID,BID,null,null,0.031102214
QRSL1,QRSL1,null,null,0.031100865
MTA1,MTA1,null,null,0.031095482
SPON2,SPON2,null,null,0.03108351
ADGRE2,ADGRE2,null,null,0.031080665
AC005786.3,AC005786.3,null,null,0.031045256
MIOS,MIOS,null,null,0.030984327
MIR17HG,MIR17HG,null,null,0.03096653
MAPRE2,MAPRE2,null,null,0.030966168
BBS9,BBS9,null,null,0.030941531
KDM6B,KDM6B,null,null,0.030939104
UPF2,UPF2,null,null,0.03093725
STK40,STK40,null,null,0.030937022
MRTFB,MRTFB,null,null,0.030935623
MIR3682,MIR3682,null,null,0.030925602
CREBRF,CREBRF,null,null,0.030887367
CAPRIN1,CAPRIN1,null,null,0.030887198
CNIH2,CNIH2,null,null,0.030871114
AC231533.1,AC231533.1,null,null,0.0308681
DDX3X,DDX3X,null,null,0.030837135
ZMIZ1,ZMIZ1,null,null,0.030829063
SRSF1,SRSF1,null,null,0.0308271
SMARCA5,SMARCA5,null,null,0.030813267
AC135178.3,AC135178.3,null,null,0.030804975
TRAPPC10,TRAPPC10,null,null,0.030783217
MED17,MED17,null,null,0.030769203
ZC3H14,ZC3H14,null,null,0.030761287
LRP10,LRP10,null,null,0.03075416
SLF2,SLF2,null,null,0.030721381
ZBTB38,ZBTB38,null,null,0.030698355
ARFGEF2,ARFGEF2,null,null,0.030688776
LHFPL6,LHFPL6,null,null,0.030683812
NAA30,NAA30,null,null,0.030683637
Z97986.1,Z97986.1,null,null,0.030677473
HK2,HK2,null,null,0.030673336
BRWD3,BRWD3,null,null,0.030669438
PRRC2A,PRRC2A,null,null,0.030667242
DDX51,DDX51,null,null,0.03066168
SLC4A11,SLC4A11,null,null,0.030633124
INPP4A,INPP4A,null,null,0.03061905
CENPS-CORT,CENPS-CORT,null,null,0.030613141
RBM34,RBM34,null,null,0.030612038
HIST3H2A,HIST3H2A,null,null,0.030609276
COG7,COG7,null,null,0.030605534
PLXND1,PLXND1,null,null,0.03058639
AC009065.1,AC009065.1,null,null,0.030577887
AC126474.2,AC126474.2,null,null,0.0305562
AC010834.1,AC010834.1,null,null,0.030555911
AL139289.1,AL139289.1,null,null,0.030547816
CCNA2,CCNA2,null,null,0.03054649
SLC25A25-AS1,SLC25A25-AS1,null,null,0.030538261
LETM2,LETM2,null,null,0.03053156
TESK1,TESK1,null,null,0.03051242
GYG1,GYG1,null,null,0.030512406
PRH1,PRH1,null,null,0.03049373
AC009053.1,AC009053.1,null,null,0.030440075
INPP5B,INPP5B,null,null,0.03043469
BTF3,BTF3,null,null,0.03041716
KNSTRN,KNSTRN,null,null,0.030393694
AC020659.1,AC020659.1,null,null,0.030381814
NOL10,NOL10,null,null,0.030375049
MDC1-AS1,MDC1-AS1,null,null,0.030365074
WDYHV1,WDYHV1,null,null,0.03035539
SOCS3,SOCS3,null,null,0.03034007
NBR1,NBR1,null,null,0.03033795
FAP,FAP,null,null,0.030319953
HSPB1,HSPB1,null,null,0.030302584
ZBTB34,ZBTB34,null,null,0.03029563
WIPI1,WIPI1,null,null,0.030294435
AC073283.3,AC073283.3,null,null,0.030286469
HIST1H1B,HIST1H1B,null,null,0.03028032
KF456478.1,KF456478.1,null,null,0.030280016
AC009630.2,AC009630.2,null,null,0.030278254
AC027682.7,AC027682.7,null,null,0.030264545
ALOX15B,ALOX15B,null,null,0.0302635
ERI2,ERI2,null,null,0.030230483
TST,TST,null,null,0.030215716
AC079610.1,AC079610.1,null,null,0.030207453
AFTPH,AFTPH,null,null,0.030199815
TMED5,TMED5,null,null,0.030195754
ARPC3,ARPC3,null,null,0.030191088
JPH1,JPH1,null,null,0.030186933
PAXIP1,PAXIP1,null,null,0.030186215
EIF3J-DT,EIF3J-DT,null,null,0.030184893
AC138811.2,AC138811.2,null,null,0.030175403
AC010889.1,AC010889.1,null,null,0.030157983
SEC23A,SEC23A,null,null,0.030153159
MIA2,MIA2,null,null,0.030149585
CENPV,CENPV,null,null,0.030147783
AC010729.2,AC010729.2,null,null,0.030138548
PANK2,PANK2,null,null,0.030135365
MED4,MED4,null,null,0.030128848
MAN2A1,MAN2A1,null,null,0.030119417
STAC3,STAC3,null,null,0.030078389
ZNF616,ZNF616,null,null,0.030076288
FN1,FN1,null,null,0.03007434
PODXL,PODXL,null,null,0.030072592
AL355488.1,AL355488.1,null,null,0.030045277
SCAMP1-AS1,SCAMP1-AS1,null,null,0.030044807
ZNF613,ZNF613,null,null,0.030036084
CCRL2,CCRL2,null,null,0.030021967
TMEM243,TMEM243,null,null,0.030007612
IKZF4,IKZF4,null,null,0.030007403
PGAM5,PGAM5,null,null,0.030003674
ANKRD12,ANKRD12,null,null,0.029981602
ANAPC4,ANAPC4,null,null,0.029976329
DYNC2LI1,DYNC2LI1,null,null,0.029972238
C1orf198,C1orf198,null,null,0.02996995
EPB41L4A,EPB41L4A,null,null,0.029964585
OCIAD1,OCIAD1,null,null,0.02994207
AC016405.3,AC016405.3,null,null,0.02993563
AC020904.2,AC020904.2,null,null,0.02992632
CCL4,CCL4,null,null,0.029924318
PAK2,PAK2,null,null,0.029916586
NSMCE3,NSMCE3,null,null,0.029905995
AC006333.2,AC006333.2,null,null,0.029899845
TBC1D12,TBC1D12,null,null,0.029892622
SNRK,SNRK,null,null,0.029878428
USP49,USP49,null,null,0.029869283
KCND1,KCND1,null,null,0.029868683
WBP1L,WBP1L,null,null,0.02986135
GGT7,GGT7,null,null,0.029854733
SLC35D1,SLC35D1,null,null,0.029829377
SLC26A2,SLC26A2,null,null,0.029825618
CFL2,CFL2,null,null,0.029821957
ZNF385A,ZNF385A,null,null,0.029807474
IPO9,IPO9,null,null,0.02979901
AC091564.3,AC091564.3,null,null,0.029798655
KHDC1,KHDC1,null,null,0.029794205
PACSIN3,PACSIN3,null,null,0.02968965
CBLB,CBLB,null,null,0.029684838
SERPINI1,SERPINI1,null,null,0.029672723
CAMLG,CAMLG,null,null,0.029661082
CCDC47,CCDC47,null,null,0.029648438
DDX21,DDX21,null,null,0.029636763
C5orf30,C5orf30,null,null,0.029631354
CDC16,CDC16,null,null,0.029625082
MTFMT,MTFMT,null,null,0.029600427
SPAG8,SPAG8,null,null,0.029596413
PCNX1,PCNX1,null,null,0.029579474
WDR5B,WDR5B,null,null,0.029578503
PHLDA1,PHLDA1,null,null,0.029569441
FGR,FGR,null,null,0.029554995
C10orf88,C10orf88,null,null,0.029552905
NET1,NET1,null,null,0.029544285
CYB5RL,CYB5RL,null,null,0.02953648
TM9SF3,TM9SF3,null,null,0.029519994
PIP4K2A,PIP4K2A,null,null,0.029514864
ABCB10,ABCB10,null,null,0.029512193
PIGN,PIGN,null,null,0.029491903
RGS10,RGS10,null,null,0.029474603
ALOX15P1,ALOX15P1,null,null,0.029473059
DCP1A,DCP1A,null,null,0.029471701
PAX8,PAX8,null,null,0.029471135
WDR92,WDR92,null,null,0.029470723
GNG7,GNG7,null,null,0.029452477
WASF1,WASF1,null,null,0.029449133
MLLT10,MLLT10,null,null,0.029443692
ZNF652,ZNF652,null,null,0.029439354
EME2,EME2,null,null,0.029434983
ZNF624,ZNF624,null,null,0.029434778
PAPOLA,PAPOLA,null,null,0.029373707
BMP1,BMP1,null,null,0.029363645
GPR180,GPR180,null,null,0.029351747
RBBP4,RBBP4,null,null,0.029323447
TNRC6C,TNRC6C,null,null,0.029322173
ADAM12,ADAM12,null,null,0.029321212
TMEM47,TMEM47,null,null,0.02932089
SPDL1,SPDL1,null,null,0.02931398
HIBADH,HIBADH,null,null,0.029304247
PLAA,PLAA,null,null,0.02930017
SBF1,SBF1,null,null,0.029297544
ACTA2-AS1,ACTA2-AS1,null,null,0.02929304
ESR2,ESR2,null,null,0.029292047
HS2ST1,HS2ST1,null,null,0.029271401
BCL2L13,BCL2L13,null,null,0.02926546
ADAMTS12,ADAMTS12,null,null,0.029252505
ARL3,ARL3,null,null,0.029248284
TGS1,TGS1,null,null,0.029235965
ZNF772,ZNF772,null,null,0.029222399
PHF21B,PHF21B,null,null,0.029221533
ABHD13,ABHD13,null,null,0.029178848
ERI1,ERI1,null,null,0.029159185
TRBJ2-4,TRBJ2-4,null,null,0.029153852
ZNF271P,ZNF271P,null,null,0.029152887
THOC1,THOC1,null,null,0.029133167
SEL1L,SEL1L,null,null,0.029132798
ZNF350,ZNF350,null,null,0.029131077
KHSRP,KHSRP,null,null,0.02911666
SNORA72,SNORA72,null,null,0.029111423
RAB21,RAB21,null,null,0.029099971
ZFYVE9,ZFYVE9,null,null,0.029097255
SS18L1,SS18L1,null,null,0.029093182
TICAM1,TICAM1,null,null,0.029082851
AL049840.3,AL049840.3,null,null,0.029067429
SETD5,SETD5,null,null,0.02905543
PBX3,PBX3,null,null,0.029048156
SRPK1,SRPK1,null,null,0.029032145
DENND4A,DENND4A,null,null,0.029023426
LRRC24,LRRC24,null,null,0.029009864
IGFBP7,IGFBP7,null,null,0.029006949
PRELID3B,PRELID3B,null,null,0.028995143
ARPC2,ARPC2,null,null,0.028983984
AC020928.1,AC020928.1,null,null,0.02894493
LRRC56,LRRC56,null,null,0.028938746
GALNT11,GALNT11,null,null,0.028926814
AC135457.1,AC135457.1,null,null,0.028911768
NKAP,NKAP,null,null,0.028910488
AC013643.2,AC013643.2,null,null,0.02890413
DNAJC5B,DNAJC5B,null,null,0.028895464
AL354733.3,AL354733.3,null,null,0.028873364
SPAG5,SPAG5,null,null,0.028862525
HUS1,HUS1,null,null,0.028846309
AMH,AMH,null,null,0.028841969
AL109955.1,AL109955.1,null,null,0.02883839
KIF23,KIF23,null,null,0.028836546
TGFBRAP1,TGFBRAP1,null,null,0.028807243
RTTN,RTTN,null,null,0.028807009
CTAGE7P,CTAGE7P,null,null,0.028797112
GATD1,GATD1,null,null,0.028757654
UBE2D3,UBE2D3,null,null,0.028744755
AC007364.1,AC007364.1,null,null,0.028743116
ATE1,ATE1,null,null,0.02873345
DEPDC1,DEPDC1,null,null,0.028723888
ANKRD44,ANKRD44,null,null,0.02872377
USP38,USP38,null,null,0.028715061
WRNIP1,WRNIP1,null,null,0.028694844
AC090227.2,AC090227.2,null,null,0.028693087
AC087500.1,AC087500.1,null,null,0.028685901
ZKSCAN2,ZKSCAN2,null,null,0.028683124
PGGT1B,PGGT1B,null,null,0.02867049
RPS27,RPS27,null,null,0.028669214
RPL26,RPL26,null,null,0.02865968
HPS3,HPS3,null,null,0.028659632
THUMPD2,THUMPD2,null,null,0.02862767
FUT4,FUT4,null,null,0.028627524
ZNF277,ZNF277,null,null,0.028612275
STK11,STK11,null,null,0.0286085
LINC00664,LINC00664,null,null,0.0285852
FCHO2,FCHO2,null,null,0.028577363
USP50,USP50,null,null,0.028574709
TBC1D23,TBC1D23,null,null,0.028569274
GNAS,GNAS,null,null,0.028522328
IDI2-AS1,IDI2-AS1,null,null,0.0285208
CKMT2-AS1,CKMT2-AS1,null,null,0.028506234
PAFAH1B1,PAFAH1B1,null,null,0.028499536
RSL24D1,RSL24D1,null,null,0.02848044
EMC3-AS1,EMC3-AS1,null,null,0.028468685
AL691432.1,AL691432.1,null,null,0.02845261
KANK3,KANK3,null,null,0.028451571
ZNF266,ZNF266,null,null,0.02845017
RIOK2,RIOK2,null,null,0.028438035
FBXO4,FBXO4,null,null,0.028406892
SZT2-AS1,SZT2-AS1,null,null,0.028402962
AXIN1,AXIN1,null,null,0.028396908
SUPT20H,SUPT20H,null,null,0.028373895
AC036214.3,AC036214.3,null,null,0.028372278
AC005921.2,AC005921.2,null,null,0.02836223
AC010761.4,AC010761.4,null,null,0.028354656
CHFR,CHFR,null,null,0.028351435
MYH3,MYH3,null,null,0.028310265
FAM167A,FAM167A,null,null,0.028303618
ZC3H18,ZC3H18,null,null,0.028297057
HAUS1,HAUS1,null,null,0.028277835
RPL15,RPL15,null,null,0.028263606
ABCC1,ABCC1,null,null,0.028243963
HDAC8,HDAC8,null,null,0.028241085
SEMA6C,SEMA6C,null,null,0.028237594
TMEM67,TMEM67,null,null,0.028221829
PARP4,PARP4,null,null,0.02818986
CSNK1G2,CSNK1G2,null,null,0.028186424
RAB6A,RAB6A,null,null,0.028184578
PSPN,PSPN,null,null,0.02818001
CHURC1,CHURC1,null,null,0.028178297
JOSD1,JOSD1,null,null,0.02816518
ECD,ECD,null,null,0.028147876
ZNF816-ZNF321P,ZNF816-ZNF321P,null,null,0.028142916
PDXDC1,PDXDC1,null,null,0.028138205
ACADM,ACADM,null,null,0.028127959
TNFSF4,TNFSF4,null,null,0.028122209
MCTP2,MCTP2,null,null,0.028120423
SMIM30,SMIM30,null,null,0.028119309
AC008969.1,AC008969.1,null,null,0.028095754
DDX19B,DDX19B,null,null,0.028069448
ZNF362,ZNF362,null,null,0.028068852
AC011530.1,AC011530.1,null,null,0.028054917
CARS2,CARS2,null,null,0.028054617
ILF3-DT,ILF3-DT,null,null,0.028038759
CLTC,CLTC,null,null,0.028027862
DNMBP-AS1,DNMBP-AS1,null,null,0.028022721
HCFC2,HCFC2,null,null,0.027993266
AC022400.4,AC022400.4,null,null,0.027945649
CTBS,CTBS,null,null,0.027938863
DUSP28,DUSP28,null,null,0.027938306
SPTLC1,SPTLC1,null,null,0.027930522
LMO4,LMO4,null,null,0.027913157
CNOT2,CNOT2,null,null,0.027906684
AC009126.1,AC009126.1,null,null,0.027904004
UGDH,UGDH,null,null,0.027899306
ZNF487,ZNF487,null,null,0.027897814
AMACR,AMACR,null,null,0.027897025
MIR5196,MIR5196,null,null,0.027883122
CHD3,CHD3,null,null,0.027875962
PLPP1,PLPP1,null,null,0.02786539
DMC1,DMC1,null,null,0.027859883
NCOR2,NCOR2,null,null,0.027858568
MANEAL,MANEAL,null,null,0.027855076
CGRRF1,CGRRF1,null,null,0.02784113
CHD2,CHD2,null,null,0.027834505
CEP44,CEP44,null,null,0.027829144
ENOSF1,ENOSF1,null,null,0.027819859
HOOK2,HOOK2,null,null,0.027815783
AC091959.3,AC091959.3,null,null,0.027805332
EXOSC3,EXOSC3,null,null,0.027793232
NBPF8,NBPF8,null,null,0.027779901
ARL17A,ARL17A,null,null,0.027772207
JAK1,JAK1,null,null,0.027761877
C1orf174,C1orf174,null,null,0.02771893
RABGGTB,RABGGTB,null,null,0.027698051
DHX15,DHX15,null,null,0.027688175
NDST2,NDST2,null,null,0.027671663
BLNK,BLNK,null,null,0.027660761
GNL3,GNL3,null,null,0.027658144
SLC30A9,SLC30A9,null,null,0.027648026
NDUFB5,NDUFB5,null,null,0.027646778
G2E3,G2E3,null,null,0.027639186
IL17D,IL17D,null,null,0.027616683
AL132780.1,AL132780.1,null,null,0.027599666
PPP3R1,PPP3R1,null,null,0.027558515
KIAA0930,KIAA0930,null,null,0.02755624
ZNF850,ZNF850,null,null,0.027555645
BMPR1A,BMPR1A,null,null,0.027541282
NUDT9,NUDT9,null,null,0.02752403
Mar-06,Mar-06,null,null,0.027493935
MSL1,MSL1,null,null,0.027483052
ZC3H12B,ZC3H12B,null,null,0.027482282
HEXB,HEXB,null,null,0.027475672
AC003006.1,AC003006.1,null,null,0.027467767
ZNF169,ZNF169,null,null,0.027462624
ZNF765,ZNF765,null,null,0.027461547
FBXO41,FBXO41,null,null,0.02745131
CCN1,CCN1,null,null,0.027450327
EFNA3,EFNA3,null,null,0.027442364
FEM1B,FEM1B,null,null,0.02744183
RRP1B,RRP1B,null,null,0.027428437
CBX4,CBX4,null,null,0.02741674
RAPGEF1,RAPGEF1,null,null,0.027382072
SLC27A3,SLC27A3,null,null,0.027372768
PPM1K,PPM1K,null,null,0.027368963
HNRNPF,HNRNPF,null,null,0.027366413
PDSS1,PDSS1,null,null,0.027363556
TMEM140,TMEM140,null,null,0.027331697
CAPS,CAPS,null,null,0.027299168
SBNO1,SBNO1,null,null,0.027281452
ANKUB1,ANKUB1,null,null,0.027264433
GAS6,GAS6,null,null,0.027260812
KLHL42,KLHL42,null,null,0.02724981
PHC1,PHC1,null,null,0.027244544
INVS,INVS,null,null,0.027234618
COQ7,COQ7,null,null,0.027225627
GCNA,GCNA,null,null,0.02719745
EIF2D,EIF2D,null,null,0.027185185
PLPP6,PLPP6,null,null,0.027177745
PLEKHM3,PLEKHM3,null,null,0.027177509
SLC20A2,SLC20A2,null,null,0.027166635
CARD8-AS1,CARD8-AS1,null,null,0.027164048
HADHA,HADHA,null,null,0.027162874
GGT1,GGT1,null,null,0.027158646
SLC25A5-AS1,SLC25A5-AS1,null,null,0.027156875
ITPKB,ITPKB,null,null,0.027148565
MST1L,MST1L,null,null,0.027142307
SNORA31,SNORA31,null,null,0.027140645
TMEM51,TMEM51,null,null,0.027140412
PPP6R1,PPP6R1,null,null,0.027139116
MSH2,MSH2,null,null,0.027129874
AL132780.2,AL132780.2,null,null,0.027122572
ACTR3,ACTR3,null,null,0.027115861
AL078581.4,AL078581.4,null,null,0.027100049
DDX5,DDX5,null,null,0.027074456
ZNF22,ZNF22,null,null,0.02706199
MYO5C,MYO5C,null,null,0.027023505
SMC3,SMC3,null,null,0.027015591
AC137932.3,AC137932.3,null,null,0.027013568
ZNF213-AS1,ZNF213-AS1,null,null,0.027004639
CAND1,CAND1,null,null,0.0269955
SPATA5,SPATA5,null,null,0.026980394
GOLIM4,GOLIM4,null,null,0.026973028
PRDM2,PRDM2,null,null,0.026965072
ZNF429,ZNF429,null,null,0.026962204
AF131215.6,AF131215.6,null,null,0.02695124
AC126283.2,AC126283.2,null,null,0.026933853
ATXN2,ATXN2,null,null,0.02692972
PI4KAP1,PI4KAP1,null,null,0.026914997
AC136604.2,AC136604.2,null,null,0.0268906
HEATR1,HEATR1,null,null,0.026889317
PER2,PER2,null,null,0.026874935
AC037459.2,AC037459.2,null,null,0.026849052
HSPA14,HSPA14,null,null,0.026844526
DMXL2,DMXL2,null,null,0.02682567
TSGA10,TSGA10,null,null,0.02680072
AC023908.3,AC023908.3,null,null,0.02679138
HDLBP,HDLBP,null,null,0.026778255
C17orf100,C17orf100,null,null,0.026771018
ALX3,ALX3,null,null,0.026740693
NEK4,NEK4,null,null,0.026734315
SIPA1L1,SIPA1L1,null,null,0.026733715
AC116353.5,AC116353.5,null,null,0.026718413
CEP70,CEP70,null,null,0.026708381
MPHOSPH6,MPHOSPH6,null,null,0.026690515
VTA1,VTA1,null,null,0.026689786
NMRK1,NMRK1,null,null,0.026671102
EXOSC10,EXOSC10,null,null,0.026660949
MIXL1,MIXL1,null,null,0.026653752
KIFAP3,KIFAP3,null,null,0.02664485
ABHD15,ABHD15,null,null,0.026633857
NUDT17,NUDT17,null,null,0.026633238
CCNI,CCNI,null,null,0.02662956
SMPD2,SMPD2,null,null,0.026628664
MED12,MED12,null,null,0.026614478
FAM104A,FAM104A,null,null,0.026610844
DGKQ,DGKQ,null,null,0.026607879
ZNF333,ZNF333,null,null,0.026561197
UBN2,UBN2,null,null,0.026559507
AL157786.1,AL157786.1,null,null,0.026558815
XPOT,XPOT,null,null,0.026548747
PDE4D,PDE4D,null,null,0.026540222
AC007383.2,AC007383.2,null,null,0.02653374
VRK1,VRK1,null,null,0.026531788
TMTC3,TMTC3,null,null,0.026524866
CPEB2,CPEB2,null,null,0.02649352
LAMA4,LAMA4,null,null,0.0264817
SMARCA4,SMARCA4,null,null,0.02647883
DLD,DLD,null,null,0.026472779
CMAS,CMAS,null,null,0.026471281
NOTCH3,NOTCH3,null,null,0.026462013
TBC1D5,TBC1D5,null,null,0.02645555
LZTS3,LZTS3,null,null,0.0264498
AL109811.1,AL109811.1,null,null,0.02643321
XRN1,XRN1,null,null,0.026420161
ITGB2,ITGB2,null,null,0.026417693
IZUMO4,IZUMO4,null,null,0.026415998
PGBD4,PGBD4,null,null,0.026413033
PDLIM5,PDLIM5,null,null,0.026406713
CDK1,CDK1,null,null,0.026387572
KPNA1,KPNA1,null,null,0.026382491
FKRP,FKRP,null,null,0.026379768
DPY19L1P1,DPY19L1P1,null,null,0.026371256
PRR5-ARHGAP8,PRR5-ARHGAP8,null,null,0.02637107
KPNA6,KPNA6,null,null,0.026365569
MRAP,MRAP,null,null,0.026362117
MBD1,MBD1,null,null,0.026350852
UBTF,UBTF,null,null,0.026349267
CD164,CD164,null,null,0.026348643
SLC4A1AP,SLC4A1AP,null,null,0.026345719
FKBP1B,FKBP1B,null,null,0.026315896
FNDC1,FNDC1,null,null,0.026312254
TBCCD1,TBCCD1,null,null,0.026291355
PMAIP1,PMAIP1,null,null,0.026271274
SENP5,SENP5,null,null,0.026237344
ZNF263,ZNF263,null,null,0.026228726
TXNDC9,TXNDC9,null,null,0.026227184
FBH1,FBH1,null,null,0.026213083
FANCF,FANCF,null,null,0.026211781
DIS3,DIS3,null,null,0.02620533
DCAF17,DCAF17,null,null,0.026202552
HNRNPR,HNRNPR,null,null,0.026201203
CIR1,CIR1,null,null,0.026194109
CEP41,CEP41,null,null,0.026161714
GPATCH1,GPATCH1,null,null,0.026159335
SEPHS2,SEPHS2,null,null,0.026157456
CNOT10-AS1,CNOT10-AS1,null,null,0.0261408
TLN1,TLN1,null,null,0.026120357
CAPZA2,CAPZA2,null,null,0.026105879
HMGN5,HMGN5,null,null,0.026104873
COX19,COX19,null,null,0.026101194
GNG10,GNG10,null,null,0.026100935
AC137590.1,AC137590.1,null,null,0.026077617
COPS8,COPS8,null,null,0.026076354
ZNF625-ZNF20,ZNF625-ZNF20,null,null,0.0260711
RNPC3,RNPC3,null,null,0.026065458
SLC8B1,SLC8B1,null,null,0.026063208
AL356417.1,AL356417.1,null,null,0.026049607
STON1,STON1,null,null,0.026048535
NGRN,NGRN,null,null,0.026036674
SYK,SYK,null,null,0.026031783
CHAMP1,CHAMP1,null,null,0.026026927
SMG1,SMG1,null,null,0.026010321
PCSK6,PCSK6,null,null,0.026001476
SLC25A13,SLC25A13,null,null,0.02598446
CNR2,CNR2,null,null,0.025975723
RRM1,RRM1,null,null,0.025932705
RUNDC1,RUNDC1,null,null,0.025930036
BCL7A,BCL7A,null,null,0.025924085
LINC00624,LINC00624,null,null,0.025911497
HCN3,HCN3,null,null,0.025897942
SOCS4,SOCS4,null,null,0.025895616
TEAD1,TEAD1,null,null,0.025889354
TM7SF3,TM7SF3,null,null,0.025873795
AC008575.1,AC008575.1,null,null,0.025872158
INTS4,INTS4,null,null,0.025853468
ZBTB20,ZBTB20,null,null,0.025845757
HK3,HK3,null,null,0.025832526
NCAPG,NCAPG,null,null,0.025811687
DR1,DR1,null,null,0.0258022
WDR75,WDR75,null,null,0.025786178
ATP2A1,ATP2A1,null,null,0.025784288
ENAM,ENAM,null,null,0.025780145
TERF1,TERF1,null,null,0.02577869
FGD4,FGD4,null,null,0.02576662
CNOT6L,CNOT6L,null,null,0.025761578
MARK3,MARK3,null,null,0.025760163
AC073052.2,AC073052.2,null,null,0.02575654
MIR378I,MIR378I,null,null,0.025751073
PFAS,PFAS,null,null,0.025749557
PPARA,PPARA,null,null,0.025741816
BCDIN3D-AS1,BCDIN3D-AS1,null,null,0.025733992
AL049844.1,AL049844.1,null,null,0.025729705
ARHGAP12,ARHGAP12,null,null,0.025705872
AC093752.1,AC093752.1,null,null,0.025692983
MIR600HG,MIR600HG,null,null,0.025655318
RFX7,RFX7,null,null,0.025649197
PMS2CL,PMS2CL,null,null,0.025643472
REXO1,REXO1,null,null,0.025643097
AARS2,AARS2,null,null,0.025633562
TAF5,TAF5,null,null,0.025631215
KIAA1549L,KIAA1549L,null,null,0.025618393
ZNF836,ZNF836,null,null,0.02560657
EPM2AIP1,EPM2AIP1,null,null,0.025605697
THAP8,THAP8,null,null,0.025604483
GPCPD1,GPCPD1,null,null,0.025597272
ARSG,ARSG,null,null,0.02559453
FDX1,FDX1,null,null,0.025581373
AC114546.3,AC114546.3,null,null,0.025580931
AREL1,AREL1,null,null,0.025574548
XYLT2,XYLT2,null,null,0.025560454
SNAP29,SNAP29,null,null,0.02556016
NCBP1,NCBP1,null,null,0.025558213
C9orf129,C9orf129,null,null,0.025555342
LINC01560,LINC01560,null,null,0.025549727
RPS15A,RPS15A,null,null,0.025541853
