ensembl,external_gene_name,entrezgene_id
ENSG00000137766,UNC13C,440279
ENSG00000137770,CTDSPL2,51496
ENSG00000137776,SLTM,79811
ENSG00000137802,MAPKBP1,23005
ENSG00000137804,NUSAP1,51203
ENSG00000137806,NDUFAF1,51103
ENSG00000137807,AC027237.1,9493
ENSG00000137812,KNL1,57082
ENSG00000137814,HAUS2,55142
ENSG00000137815,RTF1,23168
ENSG00000137817,PARP6,56965
ENSG00000137818,RPLP1,6176
ENSG00000137822,TUBGCP4,27229
ENSG00000137824,RMDN3,55177
ENSG00000137842,TMEM62,80021
ENSG00000137845,ADAM10,102
ENSG00000137871,ZNF280D,54816
ENSG00000137876,RSL24D1,51187
ENSG00000137878,GCOM1,145781
ENSG00000137880,GCHFR,2644
ENSG00000137936,BCAR3,8412
ENSG00000137941,TTLL7,79739
ENSG00000137944,KYAT3,56267
ENSG00000137947,GTF2B,2959
ENSG00000137955,RABGGTB,5876
ENSG00000137992,DBT,1629
ENSG00000137996,RTCA,8634
ENSG00000138029,HADHB,3032
ENSG00000138030,KHK,3795
ENSG00000138031,ADCY3,109
ENSG00000138032,PPM1B,5495
ENSG00000138035,PNPT1,87178
ENSG00000138050,THUMPD2,80745
ENSG00000138069,RAB1A,5861
ENSG00000138071,ACTR2,10097
ENSG00000138073,PREB,10113
ENSG00000138074,SLC5A6,8884
ENSG00000138078,PREPL,9581
ENSG00000138081,FBXO11,80204
ENSG00000138085,ATRAID,51374
ENSG00000138092,CENPO,79172
ENSG00000138095,LRPPRC,10128
ENSG00000138101,DTNB,1838
ENSG00000138107,ACTR1A,10121
ENSG00000138134,STAMBPL1,57559
ENSG00000138138,ATAD1,84896
ENSG00000138160,KIF11,3832
ENSG00000138175,ARL3,403
ENSG00000138180,CEP55,55165
ENSG00000138182,KIF20B,9585
ENSG00000138190,EXOC6,54536
ENSG00000138231,DBR1,51163
ENSG00000138246,DNAJC13,23317
ENSG00000138279,ANXA7,310
ENSG00000138303,ASCC1,51008
ENSG00000138326,RPS24,6229
ENSG00000138346,DNA2,1763
ENSG00000138363,ATIC,471
ENSG00000138375,SMARCAL1,50485
ENSG00000138376,BARD1,580
ENSG00000138381,ASNSD1,54529
ENSG00000138382,METTL5,29081
ENSG00000138385,SSB,6741
ENSG00000138386,NAB1,4664
ENSG00000138398,PPIG,9360
ENSG00000138399,FASTKD1,79675
ENSG00000138413,IDH1,3417
ENSG00000138430,OLA1,29789
ENSG00000138433,CIR1,9541
ENSG00000138434,ITPRID2,6744
ENSG00000138442,WDR12,55759
ENSG00000138443,ABI2,10152
ENSG00000138448,ITGAV,3685
ENSG00000138459,SLC35A5,55032
ENSG00000138468,SENP7,57337
ENSG00000138495,COX17,10063
ENSG00000138587,MNS1,55329
ENSG00000138592,USP8,9101
ENSG00000138593,SECISBP2L,9728
ENSG00000138594,TMOD3,29766
ENSG00000138600,SPPL2A,84888
ENSG00000138614,INTS14,81556
ENSG00000138621,PPCDC,60490
ENSG00000138623,SEMA7A,8482
ENSG00000138629,UBL7,84993
ENSG00000138639,ARHGAP24,83478
ENSG00000138641,HERC3,8916
ENSG00000138658,ZGRF1,55345
ENSG00000138660,AP1AR,55435
ENSG00000138663,COPS4,51138
ENSG00000138668,HNRNPD,3184
ENSG00000138674,SEC31A,22872
ENSG00000138686,BBS7,55212
ENSG00000138688,KIAA1109,84162
ENSG00000138698,RAP1GDS1,5910
ENSG00000138709,LARP1B,55132
ENSG00000138744,NAAA,27163
ENSG00000138750,NUP54,53371
ENSG00000138756,BMP2K,55589
ENSG00000138757,G3BP2,9908
ENSG00000138758,SEPT11,55752
ENSG00000138764,CCNG2,901
ENSG00000138767,CNOT6L,246175
ENSG00000138768,USO1,8615
ENSG00000138777,PPA2,27068
ENSG00000138778,CENPE,1062
ENSG00000138780,GSTCD,79807
ENSG00000138785,INTS12,57117
ENSG00000138795,LEF1,51176
ENSG00000138796,HADH,3033
ENSG00000138801,PAPSS1,9061
ENSG00000138802,SEC24B,10427
ENSG00000138814,PPP3CA,5530
ENSG00000138821,SLC39A8,64116
ENSG00000138834,MAPK8IP3,23162
ENSG00000138867,GUCD1,83606
ENSG00000138942,RNF185,91445
ENSG00000139083,ETV6,2120
ENSG00000139116,KIF21A,55605
ENSG00000139131,YARS2,51067
ENSG00000139146,SINHCAF,58516
ENSG00000139154,AEBP2,121536
ENSG00000139163,ETNK1,55500
ENSG00000139168,ZCRB1,85437
ENSG00000139180,NDUFA9,4704
ENSG00000139182,CLSTN3,9746
ENSG00000139190,VAMP1,6843
ENSG00000139192,TAPBPL,55080
ENSG00000139193,CD27,939
ENSG00000139197,PEX5,5830
ENSG00000139211,AMIGO2,347902
ENSG00000139218,SCAF11,9169
ENSG00000139233,LLPH,84298
ENSG00000139263,LRIG3,121227
ENSG00000139266,MARCH9,92979
ENSG00000139291,TMEM19,55266
ENSG00000139323,POC1B,282809
ENSG00000139324,TMTC3,160418
ENSG00000139343,SNRPF,6636
ENSG00000139350,NEDD1,121441
ENSG00000139370,SLC15A4,121260
ENSG00000139372,TDG,6996
ENSG00000139405,RITA1,84934
ENSG00000139428,MMAB,326625
ENSG00000139433,GLTP,51228
ENSG00000139436,GIT2,9815
ENSG00000139437,TCHP,84260
ENSG00000139496,NUP58,9818
ENSG00000139505,MTMR6,9107
ENSG00000139514,SLC7A1,6541
ENSG00000139517,LNX2,222484
ENSG00000139546,TARBP2,6895
ENSG00000139579,NABP2,79035
ENSG00000139613,SMARCC2,6601
ENSG00000139618,BRCA2,675
ENSG00000139620,KANSL2,54934
ENSG00000139624,CERS5,91012
ENSG00000139626,ITGB7,3695
ENSG00000139629,GALNT6,11226
ENSG00000139637,C12orf10,60314
ENSG00000139641,ESYT1,23344
ENSG00000139644,TMBIM6,7009
ENSG00000139645,ANKRD52,283373
ENSG00000139651,ZNF740,283337
ENSG00000139684,ESD,2098
ENSG00000139687,RB1,5925
ENSG00000139697,SBNO1,55206
ENSG00000139719,VPS33A,65082
ENSG00000139725,RHOF,54509
ENSG00000139726,DENR,8562
ENSG00000139734,DIAPH3,81624
ENSG00000139737,SLAIN1,122060
ENSG00000139746,RBM26,64062
ENSG00000139793,MBNL2,10150
ENSG00000139826,ABHD13,84945
ENSG00000139842,CUL4A,8451
ENSG00000139921,TMX1,81542
ENSG00000139977,NAA30,122830
ENSG00000139990,DCAF5,8816
ENSG00000139998,RAB15,376267
ENSG00000140006,WDR89,112840
ENSG00000140009,ESR2,2100
ENSG00000140105,WARS,7453
ENSG00000140153,WDR20,91833
ENSG00000140157,NIPA2,81614
ENSG00000140259,MFAP1,4236
ENSG00000140262,TCF12,6938
ENSG00000140264,SERF2,10169
ENSG00000140265,ZSCAN29,146050
ENSG00000140280,LYSMD2,256586
ENSG00000140299,BNIP2,663
ENSG00000140307,GTF2A2,2958
ENSG00000140319,SRP14,6727
ENSG00000140320,BAHD1,22893
ENSG00000140326,CDAN1,146059
ENSG00000140332,TLE3,7090
ENSG00000140350,ANP32A,8125
ENSG00000140365,COMMD4,54939
ENSG00000140367,UBE2Q2,92912
ENSG00000140374,ETFA,2108
ENSG00000140379,BCL2A1,597
ENSG00000140382,HMG20A,10363
ENSG00000140386,SCAPER,49855
ENSG00000140391,TSPAN3,10099
ENSG00000140395,WDR61,80349
ENSG00000140396,NCOA2,10499
ENSG00000140398,NEIL1,79661
ENSG00000140400,MAN2C1,4123
ENSG00000140403,DNAJA4,55466
ENSG00000140406,TLNRD1,59274
ENSG00000140443,IGF1R,3480
ENSG00000140451,PIF1,80119
ENSG00000140455,USP3,9960
ENSG00000140463,BBS4,585
ENSG00000140464,PML,5371
ENSG00000140471,LINS1,55180
ENSG00000140474,ULK3,25989
ENSG00000140497,SCAMP2,10066
ENSG00000140521,POLG,5428
ENSG00000140525,FANCI,55215
ENSG00000140526,ABHD2,11057
ENSG00000140534,TICRR,90381
ENSG00000140543,DET1,55070
ENSG00000140548,ZNF710,374655
ENSG00000140553,UNC45A,55898
ENSG00000140563,MCTP2,55784
ENSG00000140564,FURIN,5045
ENSG00000140575,IQGAP1,8826
ENSG00000140577,CRTC3,64784
ENSG00000140598,EFL1,79631
ENSG00000140612,SEC11A,23478
ENSG00000140632,GLYR1,84656
ENSG00000140650,PMM2,5373
ENSG00000140688,C16orf58,64755
ENSG00000140691,ARMC5,79798
ENSG00000140694,PARN,5073
ENSG00000140718,FTO,79068
ENSG00000140740,UQCRC2,7385
ENSG00000140743,AC092338.1,1039
ENSG00000140750,ARHGAP17,55114
ENSG00000140829,DHX38,9785
ENSG00000140830,TXNL4B,54957
ENSG00000140836,ZFHX3,463
ENSG00000140836,ZFHX3,388289
ENSG00000140853,NLRC5,84166
ENSG00000140854,KATNB1,10300
ENSG00000140905,GCSH,2653
ENSG00000140941,MAP1LC3B,81631
ENSG00000140943,MBTPS1,8720
ENSG00000140948,ZCCHC14,23174
ENSG00000140968,IRF8,3394
ENSG00000140983,RHOT2,89941
ENSG00000140987,ZSCAN32,54925
ENSG00000140988,RPS2,6187
ENSG00000140990,NDUFB10,4716
ENSG00000140992,PDPK1,5170
ENSG00000140995,DEF8,54849
ENSG00000141002,TCF25,22980
ENSG00000141012,GALNS,2588
ENSG00000141027,NCOR1,9611
ENSG00000141030,COPS3,8533
ENSG00000141076,UTP4,84916
ENSG00000141084,RANBP10,57610
ENSG00000141098,GFOD2,81577
ENSG00000141101,NOB1,28987
ENSG00000141127,PRPSAP2,5636
ENSG00000141219,C17orf80,55028
ENSG00000141232,TOB1,10140
ENSG00000141252,VPS53,55275
ENSG00000141258,SGSM2,9905
ENSG00000141279,NPEPPS,9520
ENSG00000141295,SCRN2,90507
ENSG00000141298,SSH2,85464
ENSG00000141349,G6PC3,92579
ENSG00000141367,CLTC,1213
ENSG00000141378,PTRH2,51651
ENSG00000141380,AC091021.1,6760
ENSG00000141384,TAF4B,6875
ENSG00000141385,AFG3L2,10939
ENSG00000141401,IMPA2,3613
ENSG00000141424,SLC39A6,25800
ENSG00000141425,RPRD1A,55197
ENSG00000141428,C18orf21,83608
ENSG00000141429,GALNT1,2589
ENSG00000141431,ASXL3,80816
ENSG00000141441,GAREM1,64762
ENSG00000141446,ESCO1,114799
ENSG00000141452,RMC1,29919
ENSG00000141456,PELP1,27043
ENSG00000141458,NPC1,4864
ENSG00000141480,ARRB2,409
ENSG00000141499,WRAP53,55135
ENSG00000141503,MINK1,50488
ENSG00000141504,SAT2,112483
ENSG00000141510,TP53,7157
ENSG00000141522,ARHGDIA,396
ENSG00000141524,TMC6,11322
ENSG00000141543,EIF4A3,9775
ENSG00000141551,CSNK1D,1453
ENSG00000141552,ANAPC11,51529
ENSG00000141556,TBCD,6904
ENSG00000141560,FN3KRP,79672
ENSG00000141562,NARF,26502
ENSG00000141564,RPTOR,57521
ENSG00000141568,FOXK2,3607
ENSG00000141569,TRIM65,201292
ENSG00000141577,CEP131,22994
ENSG00000141580,WDR45B,56270
ENSG00000141582,CBX4,8535
ENSG00000141627,DYM,54808
ENSG00000141642,ELAC1,55520
ENSG00000141644,MBD1,4152
ENSG00000141646,SMAD4,4089
ENSG00000141655,TNFRSF11A,8792
ENSG00000141664,ZCCHC2,54877
ENSG00000141682,PMAIP1,5366
ENSG00000141698,NT5C3B,115024
ENSG00000141699,RETREG3,162427
ENSG00000141741,MIEN1,84299
ENSG00000141759,TXNL4A,10907
ENSG00000141867,BRD4,23476
ENSG00000141873,SLC39A3,29985
ENSG00000141933,TPGS1,91978
ENSG00000141956,PRDM15,63977
ENSG00000141959,PFKL,5211
ENSG00000141965,FEM1A,55527
ENSG00000141968,VAV1,7409
ENSG00000141971,MVB12A,93343
ENSG00000141985,SH3GL1,6455
ENSG00000141994,DUS3L,56931
ENSG00000142002,DPP9,91039
ENSG00000142039,CCDC97,90324
ENSG00000142166,IFNAR1,3454
ENSG00000142168,SOD1,6647
ENSG00000142186,SCYL1,57410
ENSG00000142188,TMEM50B,757
ENSG00000142197,DOP1B,9980
ENSG00000142207,URB1,9875
ENSG00000142208,AKT1,207
ENSG00000142230,SAE1,10055
ENSG00000142252,GEMIN7,79760
ENSG00000142330,CAPN10,11132
ENSG00000142409,ZNF787,126208
ENSG00000142444,TIMM29,90580
ENSG00000142453,CARM1,10498
ENSG00000142459,EVI5L,115704
ENSG00000142507,PSMB6,5694
ENSG00000142528,ZNF473,25888
ENSG00000142534,RPS11,6205
ENSG00000142541,RPL13A,23521
ENSG00000142544,CTU1,90353
ENSG00000142546,NOSIP,51070
ENSG00000142583,SLC2A5,6518
ENSG00000142599,RERE,473
ENSG00000142634,EFHD2,79180
ENSG00000142655,PEX14,5195
ENSG00000142657,PGD,5226
ENSG00000142669,SH3BGRL3,83442
ENSG00000142676,RPL11,6135
ENSG00000142684,ZNF593,51042
ENSG00000142687,KIAA0319L,79932
ENSG00000142731,PLK4,10733
ENSG00000142751,GPN2,54707
ENSG00000142765,SYTL1,84958
ENSG00000142784,WDTC1,23038
ENSG00000142856,ITGB3BP,23421
ENSG00000142864,SERBP1,26135
ENSG00000142867,BCL10,8915
ENSG00000142875,PRKACB,5567
ENSG00000142892,PIGK,10026
ENSG00000142937,RPS8,6202
ENSG00000142945,KIF2C,11004
ENSG00000143033,MTF2,22823
ENSG00000143093,STRIP1,85369
ENSG00000143106,PSMA5,5686
ENSG00000143119,CD53,963
ENSG00000143126,CELSR2,1952
ENSG00000143149,ALDH9A1,223
ENSG00000143155,TIPRL,261726
ENSG00000143156,NME7,29922
ENSG00000143157,POGK,57645
ENSG00000143158,MPC2,25874
ENSG00000143162,CREG1,8804
ENSG00000143164,DCAF6,55827
ENSG00000143179,UCK2,7371
ENSG00000143183,TMCO1,54499
ENSG00000143190,POU2F1,5451
ENSG00000143198,MGST3,4259
ENSG00000143207,COP1,64326
ENSG00000143222,UFC1,51506
ENSG00000143224,PPOX,5498
ENSG00000143228,NUF2,83540
ENSG00000143252,SDHC,6391
ENSG00000143256,PFDN2,5202
ENSG00000143258,USP21,27005
ENSG00000143294,PRCC,5546
ENSG00000143297,FCRL5,83416
ENSG00000143303,RRNAD1,51093
ENSG00000143314,MRPL24,79590
ENSG00000143315,PIGM,93183
ENSG00000143319,ISG20L2,81875
ENSG00000143321,HDGF,3068
ENSG00000143322,ABL2,27
ENSG00000143324,XPR1,9213
ENSG00000143333,RGS16,6004
ENSG00000143337,TOR1AIP1,26092
ENSG00000143353,LYPLAL1,127018
ENSG00000143363,PRUNE1,58497
ENSG00000143368,SF3B4,10262
ENSG00000143369,ECM1,1893
ENSG00000143373,ZNF687,57592
ENSG00000143374,TARS2,80222
ENSG00000143379,SETDB1,9869
ENSG00000143384,MCL1,4170
ENSG00000143390,RFX5,5993
ENSG00000143393,PI4KB,5298
ENSG00000143398,PIP5K1A,8394
ENSG00000143401,ANP32E,81611
ENSG00000143418,CERS2,29956
ENSG00000143420,ENSA,2029
ENSG00000143436,MRPL9,65005
ENSG00000143437,ARNT,405
ENSG00000143442,POGZ,23126
ENSG00000143457,GOLPH3L,55204
ENSG00000143476,DTL,51514
ENSG00000143479,DYRK3,8444
ENSG00000143486,EIF2D,1939
ENSG00000143493,INTS7,25896
ENSG00000143498,TAF1A,9015
ENSG00000143499,SMYD2,56950
ENSG00000143514,TP53BP2,7159
ENSG00000143515,ATP8B2,57198
ENSG00000143537,ADAM15,8751
ENSG00000143543,JTB,10899
ENSG00000143549,TPM3,7170
ENSG00000143553,SNAPIN,23557
ENSG00000143569,UBAP2L,9898
ENSG00000143570,SLC39A1,27173
ENSG00000143575,HAX1,10456
ENSG00000143603,KCNN3,3782
ENSG00000143612,C1orf43,25912
ENSG00000143614,GATAD2B,57459
ENSG00000143621,ILF2,3608
ENSG00000143622,RIT1,6016
ENSG00000143624,INTS3,65123
ENSG00000143633,C1orf131,128061
ENSG00000143641,GALNT2,2590
ENSG00000143643,TTC13,79573
ENSG00000143653,SCCPDH,51097
ENSG00000143669,LYST,1130
ENSG00000143674,MAP3K21,84451
ENSG00000143702,CEP170,9859
ENSG00000143727,ACP1,52
ENSG00000143740,SNAP47,116841
ENSG00000143748,NVL,4931
ENSG00000143751,SDE2,163859
ENSG00000143753,DEGS1,8560
ENSG00000143756,FBXO28,23219
ENSG00000143761,ARF1,375
ENSG00000143771,CNIH4,29097
ENSG00000143772,ITPKB,3707
ENSG00000143774,GUK1,2987
ENSG00000143793,C1orf35,79169
ENSG00000143799,PARP1,142
ENSG00000143811,PYCR2,29920
ENSG00000143815,LBR,3930
ENSG00000143851,PTPN7,5778
ENSG00000143870,PDIA6,10130
ENSG00000143889,HNRNPLL,92906
ENSG00000143919,CAMKMT,79823
ENSG00000143924,EML4,27436
ENSG00000143933,CALM2,805
ENSG00000143942,CHAC2,494143
ENSG00000143947,RPS27A,6233
ENSG00000143952,VPS54,51542
ENSG00000143971,ETAA1,54465
ENSG00000143977,SNRPG,6637
ENSG00000144021,CIAO1,9391
ENSG00000144028,SNRNP200,23020
ENSG00000144029,MRPS5,64969
ENSG00000144034,TPRKB,51002
ENSG00000144043,TEX261,113419
ENSG00000144048,DUSP11,8446
ENSG00000144120,TMEM177,80775
ENSG00000144136,SLC20A1,6574
ENSG00000144218,AFF3,3899
ENSG00000144224,UBXN4,23190
ENSG00000144231,POLR2D,5433
ENSG00000144283,PKP4,8502
ENSG00000144306,SCRN3,79634
ENSG00000144320,LNPK,80856
ENSG00000144331,ZNF385B,151126
ENSG00000144354,CDCA7,83879
ENSG00000144357,UBR3,130507
ENSG00000144381,HSPD1,3329
ENSG00000144401,METTL21A,151194
ENSG00000144426,NBEAL1,65065
ENSG00000144451,SPAG16,79582
ENSG00000144468,RHBDD1,84236
ENSG00000144485,HES6,55502
ENSG00000144524,COPS7B,64708
ENSG00000144535,DIS3L2,129563
ENSG00000144554,FANCD2,2177
ENSG00000144559,TAMM41,132001
ENSG00000144560,VGLL4,9686
ENSG00000144566,RAB5A,5868
ENSG00000144567,RETREG2,79137
ENSG00000144579,CTDSP1,58190
ENSG00000144580,CNOT9,9125
ENSG00000144589,STK11IP,114790
ENSG00000144591,GMPPA,29926
ENSG00000144597,EAF1,85403
ENSG00000144635,DYNC1LI1,51143
ENSG00000144645,OSBPL10,114884
ENSG00000144655,CSRNP1,64651
ENSG00000144659,SLC25A38,54977
ENSG00000144674,GOLGA4,2803
ENSG00000144711,IQSEC1,9922
ENSG00000144713,RPL32,6161
ENSG00000144736,SHQ1,55164
ENSG00000144741,SLC25A26,115286
ENSG00000144744,UBA3,9039
ENSG00000144746,ARL6IP5,10550
ENSG00000144747,TMF1,7110
ENSG00000144749,LRIG1,26018
ENSG00000144802,NFKBIZ,64332
ENSG00000144815,NXPE3,91775
ENSG00000144821,MYH15,22989
ENSG00000144827,ABHD10,55347
ENSG00000144840,RABL3,285282
ENSG00000144843,ADPRH,141
ENSG00000144848,ATG3,64422
ENSG00000144867,SRPRB,58477
ENSG00000144893,MED12L,116931
ENSG00000144895,EIF2A,83939
ENSG00000144909,OSBPL11,114885
ENSG00000144959,NCEH1,57552
ENSG00000145012,LPP,4026
ENSG00000145016,RUBCN,9711
ENSG00000145041,DCAF1,9730
ENSG00000145050,MANF,7873
ENSG00000145088,EAF2,55840
ENSG00000145191,EIF2B5,8893
ENSG00000145214,DGKQ,1609
ENSG00000145216,FIP1L1,81608
ENSG00000145220,LYAR,55646
ENSG00000145241,CENPC,1060
ENSG00000145246,ATP10D,57205
ENSG00000145247,OCIAD2,132299
ENSG00000145293,ENOPH1,58478
ENSG00000145331,TRMT10A,93587
ENSG00000145332,KLHL8,57563
ENSG00000145337,PYURF,100996939
ENSG00000145348,TBCK,93627
ENSG00000145349,CAMK2D,817
ENSG00000145354,CISD2,493856
ENSG00000145365,TIFA,92610
ENSG00000145386,CCNA2,890
ENSG00000145388,METTL14,57721
ENSG00000145390,USP53,54532
ENSG00000145391,SETD7,80854
ENSG00000145414,NAF1,92345
ENSG00000145425,RPS3A,6189
ENSG00000145439,CBR4,84869
ENSG00000145494,NDUFS6,4726
ENSG00000145495,MARCH6,10299
ENSG00000145506,NKD2,85409
ENSG00000145592,RPL37,6167
ENSG00000145604,SKP2,6502
ENSG00000145675,PIK3R1,5295
ENSG00000145685,LHFPL2,10184
ENSG00000145687,SSBP2,23635
ENSG00000145715,RASA1,5921
ENSG00000145725,PPIP5K2,23262
ENSG00000145730,PAM,5066
ENSG00000145734,BDP1,55814
ENSG00000145740,SLC30A5,64924
ENSG00000145741,BTF3,689
ENSG00000145743,FBXL17,64839
ENSG00000145779,TNFAIP8,25816
ENSG00000145780,FEM1C,56929
ENSG00000145817,YIPF5,81555
ENSG00000145833,DDX46,9879
ENSG00000145860,RNF145,153830
ENSG00000145868,FBXO38,81545
ENSG00000145882,PCYOX1L,78991
ENSG00000145901,TNIP1,10318
ENSG00000145907,G3BP1,10146
ENSG00000145911,N4BP3,23138
ENSG00000145912,NHP2,55651
ENSG00000145916,RMND5B,64777
ENSG00000145919,BOD1,91272
ENSG00000145979,TBC1D7,51256
ENSG00000145979,TBC1D7,107080638
ENSG00000145982,FARS2,10667
ENSG00000145990,GFOD1,54438
ENSG00000145996,CDKAL1,54901
ENSG00000146007,ZMAT2,153527
ENSG00000146063,TRIM41,90933
ENSG00000146066,HIGD2A,192286
ENSG00000146067,FAM193B,54540
ENSG00000146072,TNFRSF21,27242
ENSG00000146083,RNF44,22838
ENSG00000146085,MMUT,4594
ENSG00000146094,DOK3,79930
ENSG00000146109,ABT1,29777
ENSG00000146112,PPP1R18,170954
ENSG00000146112,PPP1R18,107987457
ENSG00000146143,PRIM2,5558
ENSG00000146192,FGD2,221472
ENSG00000146232,NFKBIE,4794
ENSG00000146247,PHIP,55023
ENSG00000146263,MMS22L,253714
ENSG00000146278,PNRC1,10957
ENSG00000146281,PM20D2,135293
ENSG00000146282,RARS2,57038
ENSG00000146410,MTFR2,113115
ENSG00000146414,SHPRH,257218
ENSG00000146425,DYNLT1,6993
ENSG00000146457,WTAP,9589
ENSG00000146463,ZMYM4,9202
ENSG00000146476,ARMT1,79624
ENSG00000146535,GNA12,2768
ENSG00000146540,C7orf50,84310
ENSG00000146576,C7orf26,79034
ENSG00000146587,RBAK,57786
ENSG00000146670,CDCA5,113130
ENSG00000146676,PURB,5814
ENSG00000146701,MDH2,4191
ENSG00000146729,NIPSNAP2,2631
ENSG00000146731,CCT6A,908
ENSG00000146757,ZNF92,168374
ENSG00000146802,TMEM168,64418
ENSG00000146826,MAP11,55262
ENSG00000146828,SLC12A9,56996
ENSG00000146830,GIGYF1,64599
ENSG00000146833,TRIM4,89122
ENSG00000146834,MEPCE,56257
ENSG00000146842,TMEM209,84928
ENSG00000146859,TMEM140,55281
ENSG00000146872,TLK2,11011
ENSG00000146909,NOM1,64434
ENSG00000146918,NCAPG2,54892
ENSG00000146963,LUC7L2,51631
ENSG00000147010,SH3KBP1,30011
ENSG00000147050,KDM6A,7403
ENSG00000147065,MSN,4478
ENSG00000147099,HDAC8,55869
ENSG00000147123,NDUFB11,54539
ENSG00000147124,ZNF41,7592
ENSG00000147130,ZMYM3,9203
ENSG00000147133,TAF1,6872
ENSG00000147140,NONO,4841
ENSG00000147155,EBP,10682
ENSG00000147162,OGT,8473
ENSG00000147164,SNX12,29934
ENSG00000147168,IL2RG,3561
ENSG00000147202,DIAPH2,1730
ENSG00000147224,PRPS1,5631
ENSG00000147231,RADX,55086
ENSG00000147251,DOCK11,139818
ENSG00000147274,RBMX,27316
ENSG00000147316,MCPH1,79648
ENSG00000147324,MFHAS1,9258
ENSG00000147364,FBXO25,26260
ENSG00000147383,NSDHL,50814
ENSG00000147394,ZNF185,7739
ENSG00000147400,CETN2,1069
ENSG00000147403,RPL10,6134
ENSG00000147416,ATP6V1B2,526
ENSG00000147419,CCDC25,55246
ENSG00000147421,HMBOX1,79618
ENSG00000147439,BIN3,55909
ENSG00000147454,SLC25A37,51312
ENSG00000147457,CHMP7,91782
ENSG00000147471,PLPBP,11212
ENSG00000147475,ERLIN2,11160
ENSG00000147526,TACC1,6867
ENSG00000147533,GOLGA7,51125
ENSG00000147535,PLPP5,84513
ENSG00000147536,GINS4,84296
ENSG00000147548,NSD3,54904
ENSG00000147586,MRPS28,28957
ENSG00000147592,LACTB2,51110
ENSG00000147601,TERF1,7013
ENSG00000147642,SYBU,55638
ENSG00000147649,MTDH,92140
ENSG00000147654,EBAG9,9166
ENSG00000147669,POLR2K,5440
ENSG00000147677,EIF3H,8667
ENSG00000147679,UTP23,84294
ENSG00000147684,NDUFB9,4715
ENSG00000147687,TATDN1,83940
ENSG00000147789,ZNF7,7553
ENSG00000147804,SLC39A4,55630
ENSG00000147813,NAPRT,93100
ENSG00000147853,AK3,50808
ENSG00000147854,UHRF2,115426
ENSG00000147872,PLIN2,123
ENSG00000147874,HAUS6,54801
ENSG00000147889,CDKN2A,1029
ENSG00000147905,ZCCHC7,84186
ENSG00000147912,FBXO10,26267
ENSG00000147955,SIGMAR1,10280
ENSG00000148019,CEP78,84131
ENSG00000148090,AUH,549
ENSG00000148110,MFSD14B,84641
ENSG00000148154,UGCG,7357
ENSG00000148175,STOM,2040
ENSG00000148180,GSN,2934
ENSG00000148187,MRRF,92399
ENSG00000148218,ALAD,210
ENSG00000148229,POLE3,54107
ENSG00000148248,SURF4,6836
ENSG00000148290,SURF1,6834
ENSG00000148291,SURF2,6835
ENSG00000148296,SURF6,6838
ENSG00000148297,MED22,6837
ENSG00000148300,REXO4,57109
ENSG00000148303,RPL7A,6130
ENSG00000148308,GTF3C5,9328
ENSG00000148331,ASB6,140459
ENSG00000148334,PTGES2,80142
ENSG00000148335,NTMT1,28989
ENSG00000148337,CIZ1,25792
ENSG00000148339,SLC25A25,114789
ENSG00000148341,SH3GLB2,56904
ENSG00000148343,MIGA2,84895
ENSG00000148356,LRSAM1,90678
ENSG00000148358,GPR107,57720
ENSG00000148362,PAXX,286257
ENSG00000148384,INPP5E,56623
ENSG00000148396,SEC16A,9919
ENSG00000148399,DPH7,92715
ENSG00000148400,NOTCH1,4851
ENSG00000148429,USP6NL,9712
ENSG00000148444,COMMD3,23412
ENSG00000148459,PDSS1,23590
ENSG00000148481,MINDY3,80013
ENSG00000148484,RSU1,6251
ENSG00000148498,PARD3,56288
ENSG00000148516,ZEB1,6935
ENSG00000148572,NRBF2,29982
ENSG00000148606,POLR3A,11128
ENSG00000148634,HERC4,26091
ENSG00000148660,CAMK2G,818
ENSG00000148672,GLUD1,2746
ENSG00000148688,RPP30,10556
ENSG00000148690,FRA10AC1,118924
ENSG00000148700,ADD3,120
ENSG00000148719,DNAJB12,54788
ENSG00000148730,EIF4EBP2,1979
ENSG00000148773,MKI67,4288
ENSG00000148824,MTG1,92170
ENSG00000148834,GSTO1,9446
ENSG00000148835,TAF5,6877
ENSG00000148840,PPRC1,23082
ENSG00000148843,PDCD11,22984
ENSG00000148908,RGS10,6001
ENSG00000148925,BTBD10,84280
ENSG00000148926,ADM,133
ENSG00000148935,GAS2,2620
ENSG00000148943,LIN7C,55327
ENSG00000148985,PGAP2,27315
ENSG00000149016,TUT1,64852
ENSG00000149054,ZNF215,7762
ENSG00000149084,HSD17B12,51144
ENSG00000149089,APIP,51074
ENSG00000149091,DGKZ,8525
ENSG00000149100,EIF3M,10480
ENSG00000149136,SSRP1,6749
ENSG00000149150,SLC43A1,8501
ENSG00000149177,PTPRJ,5795
ENSG00000149179,C11orf49,79096
ENSG00000149182,ARFGAP2,84364
ENSG00000149187,CELF1,10658
ENSG00000149196,HIKESHI,51501
ENSG00000149212,SESN3,143686
ENSG00000149218,ENDOD1,23052
ENSG00000149231,CCDC82,79780
ENSG00000149262,INTS4,92105
ENSG00000149269,PAK1,5058
ENSG00000149273,RPS3,6188
ENSG00000149289,ZC3H12C,85463
