NAME,DESCRIPTION,GENE_SYMBOL,GENE_TITLE,SCORE
PSEN2,PSEN2,null,null,0.04722565
ARL4A,ARL4A,null,null,0.047216296
TMEM160,TMEM160,null,null,0.04717826
MZB1,MZB1,null,null,0.04710147
SLC35A4,SLC35A4,null,null,0.04710051
DCTN4,DCTN4,null,null,0.047095403
BMP7,BMP7,null,null,0.047032613
GLO1,GLO1,null,null,0.047027938
PAXBP1,PAXBP1,null,null,0.046971817
AC008443.1,AC008443.1,null,null,0.04690881
VAMP3,VAMP3,null,null,0.04683414
PDHX,PDHX,null,null,0.046797182
PEX10,PEX10,null,null,0.04676228
SLC25A45,SLC25A45,null,null,0.04669502
PRDX6,PRDX6,null,null,0.04667876
COPS9,COPS9,null,null,0.0466785
RTN4,RTN4,null,null,0.046674386
MZT2A,MZT2A,null,null,0.046634782
MPHOSPH10,MPHOSPH10,null,null,0.04662903
TXNDC12,TXNDC12,null,null,0.046627697
PDCD7,PDCD7,null,null,0.046619937
DNAJC25-GNG10,DNAJC25-GNG10,null,null,0.04661876
CCDC127,CCDC127,null,null,0.046607215
FAM98A,FAM98A,null,null,0.046585586
ACOX3,ACOX3,null,null,0.046573415
THOC3,THOC3,null,null,0.046546116
SLC35A3,SLC35A3,null,null,0.04653233
RFX3,RFX3,null,null,0.046532054
GPX7,GPX7,null,null,0.046498302
TTC32,TTC32,null,null,0.046482358
TRIB1,TRIB1,null,null,0.046466086
ZNF252P,ZNF252P,null,null,0.046371777
ACBD4,ACBD4,null,null,0.04637029
AC010531.1,AC010531.1,null,null,0.046358
AC100810.1,AC100810.1,null,null,0.046337236
MOB2,MOB2,null,null,0.046314072
MRPL46,MRPL46,null,null,0.046305243
RPS27A,RPS27A,null,null,0.04630112
TMEM243,TMEM243,null,null,0.04629673
THBS3,THBS3,null,null,0.046293538
C2orf81,C2orf81,null,null,0.046267875
MTERF2,MTERF2,null,null,0.046263684
AC010616.1,AC010616.1,null,null,0.046193592
ZRANB2,ZRANB2,null,null,0.04619057
NACC2,NACC2,null,null,0.046171546
SLC35A2,SLC35A2,null,null,0.046149913
DDHD2,DDHD2,null,null,0.046132647
AARS,AARS,null,null,0.046118937
TRNT1,TRNT1,null,null,0.04611063
PDCD6,PDCD6,null,null,0.046082344
SLC2A13,SLC2A13,null,null,0.04607046
AL031595.3,AL031595.3,null,null,0.046070397
OGFOD1,OGFOD1,null,null,0.046047963
ATP5MPL,ATP5MPL,null,null,0.046007846
DHX30,DHX30,null,null,0.046007592
MRPL18,MRPL18,null,null,0.04598412
R3HDM2,R3HDM2,null,null,0.04597394
NSUN5P1,NSUN5P1,null,null,0.045962583
AC090907.2,AC090907.2,null,null,0.04595928
IGLV1-47,IGLV1-47,null,null,0.04595793
TPP2,TPP2,null,null,0.045951456
C5orf63,C5orf63,null,null,0.045948632
GNL3L,GNL3L,null,null,0.045941826
TTC4,TTC4,null,null,0.04589823
ZNF706,ZNF706,null,null,0.045886196
ALG6,ALG6,null,null,0.045861773
AC100861.2,AC100861.2,null,null,0.045850396
ZNF830,ZNF830,null,null,0.045831185
NCOA7,NCOA7,null,null,0.045819588
SMARCAD1,SMARCAD1,null,null,0.04581434
BSG,BSG,null,null,0.045754705
ANKRD39,ANKRD39,null,null,0.04573124
VDAC1P1,VDAC1P1,null,null,0.04572916
CAPN15,CAPN15,null,null,0.045718882
METTL3,METTL3,null,null,0.045702998
JRKL,JRKL,null,null,0.04570087
COL1A2,COL1A2,null,null,0.045692272
HSP90AB1,HSP90AB1,null,null,0.045618445
KMO,KMO,null,null,0.045592286
CFAP36,CFAP36,null,null,0.045558423
ORC1,ORC1,null,null,0.045535404
PARP6,PARP6,null,null,0.045534115
RPLP0P6,RPLP0P6,null,null,0.04553276
AC010542.5,AC010542.5,null,null,0.04550259
AC020663.4,AC020663.4,null,null,0.04549217
TMEM143,TMEM143,null,null,0.04548378
IFT172,IFT172,null,null,0.045481253
YAE1,YAE1,null,null,0.045466166
TCTN2,TCTN2,null,null,0.045464795
HGH1,HGH1,null,null,0.04544044
EVI2A,EVI2A,null,null,0.04543413
MYO10,MYO10,null,null,0.04542548
ZNF283,ZNF283,null,null,0.04540842
KCTD13,KCTD13,null,null,0.045373235
GTF3C4,GTF3C4,null,null,0.045371138
AC016831.7,AC016831.7,null,null,0.045363955
TIMM22,TIMM22,null,null,0.045347195
ABLIM1,ABLIM1,null,null,0.045344546
PLPP1,PLPP1,null,null,0.0453436
AC010547.4,AC010547.4,null,null,0.045308806
DENND1A,DENND1A,null,null,0.045273732
EIF3K,EIF3K,null,null,0.045260116
CREB3L4,CREB3L4,null,null,0.04525504
AC012615.3,AC012615.3,null,null,0.045234773
URB1,URB1,null,null,0.045230225
WNT5A,WNT5A,null,null,0.045225587
DOLK,DOLK,null,null,0.045205127
PHYKPL,PHYKPL,null,null,0.04519521
UQCR11,UQCR11,null,null,0.045189098
BACH1,BACH1,null,null,0.04518501
ADA,ADA,null,null,0.04517794
RDH10,RDH10,null,null,0.04516036
ZNF354B,ZNF354B,null,null,0.045139678
RPL13,RPL13,null,null,0.04510412
NOL9,NOL9,null,null,0.04509004
CSDE1,CSDE1,null,null,0.045068067
EIF3G,EIF3G,null,null,0.045034144
HEATR3,HEATR3,null,null,0.045029648
ATG10,ATG10,null,null,0.045018043
REPS1,REPS1,null,null,0.044998907
PPP5C,PPP5C,null,null,0.044989686
NDUFB2,NDUFB2,null,null,0.04497924
ALKBH5,ALKBH5,null,null,0.044978507
PPP1CC,PPP1CC,null,null,0.044965945
C4orf3,C4orf3,null,null,0.044953838
LRRC45,LRRC45,null,null,0.044951588
SLC3A1,SLC3A1,null,null,0.04493971
TMEM62,TMEM62,null,null,0.044909675
TRMT10B,TRMT10B,null,null,0.044898525
TXNDC16,TXNDC16,null,null,0.04489459
MTRF1,MTRF1,null,null,0.04486849
MEF2C-AS1,MEF2C-AS1,null,null,0.04486649
SLC25A39,SLC25A39,null,null,0.04486236
AKAP7,AKAP7,null,null,0.044834666
MED11,MED11,null,null,0.044759944
TTC27,TTC27,null,null,0.044757657
IGHV3-33,IGHV3-33,null,null,0.04475762
PSMD14,PSMD14,null,null,0.04475502
THOC5,THOC5,null,null,0.04473159
SNTB1,SNTB1,null,null,0.044731025
FCMR,FCMR,null,null,0.044716172
KCNN3,KCNN3,null,null,0.044687007
ARHGAP42,ARHGAP42,null,null,0.04465054
ZNF57,ZNF57,null,null,0.044650253
EMC2,EMC2,null,null,0.044631485
CLIC2,CLIC2,null,null,0.04459378
FOCAD,FOCAD,null,null,0.044577394
NDUFB6,NDUFB6,null,null,0.044562634
PCCA-DT,PCCA-DT,null,null,0.044544414
EEF1AKNMT,EEF1AKNMT,null,null,0.0445278
CDK4,CDK4,null,null,0.04451895
NABP1,NABP1,null,null,0.044509716
RGS9,RGS9,null,null,0.04450867
TEX261,TEX261,null,null,0.044490866
TMEM45A,TMEM45A,null,null,0.044467866
GEMIN4,GEMIN4,null,null,0.04446125
ATP6V1F,ATP6V1F,null,null,0.044455387
BACE1-AS,BACE1-AS,null,null,0.044449486
AC068946.2,AC068946.2,null,null,0.044387467
CLPTM1L,CLPTM1L,null,null,0.044375382
C16orf95,C16orf95,null,null,0.04437471
NACA3P,NACA3P,null,null,0.044372313
ARG2,ARG2,null,null,0.044330735
WDR66,WDR66,null,null,0.044254556
MSL3P1,MSL3P1,null,null,0.044245187
KNOP1,KNOP1,null,null,0.04423549
TRIM25,TRIM25,null,null,0.044203397
HAS3,HAS3,null,null,0.044168368
LTV1,LTV1,null,null,0.044140324
MTBP,MTBP,null,null,0.044133093
SPN,SPN,null,null,0.044104
Z97986.1,Z97986.1,null,null,0.044090033
GMPR2,GMPR2,null,null,0.044085354
TMED1,TMED1,null,null,0.0440628
MEMO1,MEMO1,null,null,0.044059575
AC005538.2,AC005538.2,null,null,0.04399535
GATAD2A,GATAD2A,null,null,0.04393591
C14orf93,C14orf93,null,null,0.043901976
NSRP1,NSRP1,null,null,0.04388698
SPATA5L1,SPATA5L1,null,null,0.043857355
AC005329.1,AC005329.1,null,null,0.043840013
ATF4,ATF4,null,null,0.04380679
NBPF3,NBPF3,null,null,0.043786783
AGA,AGA,null,null,0.043773923
B4GALNT3,B4GALNT3,null,null,0.043737885
GKAP1,GKAP1,null,null,0.043730617
VWA8,VWA8,null,null,0.04368426
WARS2,WARS2,null,null,0.043661702
EIF4A2,EIF4A2,null,null,0.043659948
AC010186.2,AC010186.2,null,null,0.04364648
AC097658.1,AC097658.1,null,null,0.04363983
SKAP1,SKAP1,null,null,0.04363718
TCFL5,TCFL5,null,null,0.043636274
ATP1A1,ATP1A1,null,null,0.04361119
MTIF3,MTIF3,null,null,0.043593466
AZIN1-AS1,AZIN1-AS1,null,null,0.04358696
PCCB,PCCB,null,null,0.043538652
CCNG1,CCNG1,null,null,0.043522764
CCNJ,CCNJ,null,null,0.043519255
SET,SET,null,null,0.04351558
ODR4,ODR4,null,null,0.043502185
MXD3,MXD3,null,null,0.04349207
AC109460.3,AC109460.3,null,null,0.04348432
DROSHA,DROSHA,null,null,0.043457277
TMEM41A,TMEM41A,null,null,0.043452628
ABHD17C,ABHD17C,null,null,0.043414064
CBX4,CBX4,null,null,0.04334677
MLKL,MLKL,null,null,0.043346528
THSD8,THSD8,null,null,0.0433418
NUBP2,NUBP2,null,null,0.043338675
TMED10,TMED10,null,null,0.043334
AC008750.4,AC008750.4,null,null,0.043308448
ZFYVE19,ZFYVE19,null,null,0.043302
SMIM27,SMIM27,null,null,0.04329127
EIF3J,EIF3J,null,null,0.043265957
AC073569.2,AC073569.2,null,null,0.04324931
PPM1D,PPM1D,null,null,0.043215487
KIFC2,KIFC2,null,null,0.043210387
DUSP12,DUSP12,null,null,0.043174785
ABCB6,ABCB6,null,null,0.043147817
PABPC1L,PABPC1L,null,null,0.043147802
BBS2,BBS2,null,null,0.043105364
ZBTB9,ZBTB9,null,null,0.043091122
AMD1,AMD1,null,null,0.0430876
RPL23A,RPL23A,null,null,0.04308588
ZNF561,ZNF561,null,null,0.04308364
UGT8,UGT8,null,null,0.043078803
IGLV5-45,IGLV5-45,null,null,0.04305923
KLHDC3,KLHDC3,null,null,0.043055743
ANKRA2,ANKRA2,null,null,0.04302944
ST7,ST7,null,null,0.042991493
VILL,VILL,null,null,0.04296836
TASOR2,TASOR2,null,null,0.042966038
DNAJA2,DNAJA2,null,null,0.042959947
IFT20,IFT20,null,null,0.04292944
GNL3,GNL3,null,null,0.0429148
AC009237.14,AC009237.14,null,null,0.042896725
MAP2K5,MAP2K5,null,null,0.042890694
RNASEH2A,RNASEH2A,null,null,0.042879276
RSRC1,RSRC1,null,null,0.042815365
BFAR,BFAR,null,null,0.042805728
CHCHD7,CHCHD7,null,null,0.04274168
TMEM101,TMEM101,null,null,0.042722575
RIOX2,RIOX2,null,null,0.04271385
NFATC4,NFATC4,null,null,0.04269757
AC110275.1,AC110275.1,null,null,0.042659562
GNGT2,GNGT2,null,null,0.042655
FAM114A2,FAM114A2,null,null,0.042647913
PCBD1,PCBD1,null,null,0.042629465
MAGI1,MAGI1,null,null,0.042625666
RPL14P1,RPL14P1,null,null,0.042583805
AC005726.2,AC005726.2,null,null,0.042567823
MEF2B,MEF2B,null,null,0.04256559
MRPL15,MRPL15,null,null,0.042556178
POLI,POLI,null,null,0.042550623
7SK,7SK,null,null,0.04253157
RN7SK,RN7SK,null,null,0.04253157
DDX50,DDX50,null,null,0.042482596
SEC63,SEC63,null,null,0.042472295
IGHV3-30,IGHV3-30,null,null,0.042466085
IL27RA,IL27RA,null,null,0.042423654
BUB1B-PAK6,BUB1B-PAK6,null,null,0.042378485
TM9SF4,TM9SF4,null,null,0.04235052
LRP8,LRP8,null,null,0.042334583
ADAM28,ADAM28,null,null,0.042324647
TAF5L,TAF5L,null,null,0.042323325
RETSAT,RETSAT,null,null,0.04230657
CDPF1,CDPF1,null,null,0.042304378
TRMU,TRMU,null,null,0.04230429
ZBTB21,ZBTB21,null,null,0.04226415
SPIDR,SPIDR,null,null,0.04223241
TPRKB,TPRKB,null,null,0.04223064
MIR4751,MIR4751,null,null,0.0422286
AC243547.3,AC243547.3,null,null,0.04222241
FANCM,FANCM,null,null,0.042221688
LRRK1,LRRK1,null,null,0.04221577
RNF123,RNF123,null,null,0.04218108
AD000090.1,AD000090.1,null,null,0.04214906
BABAM2,BABAM2,null,null,0.042123754
TICAM1,TICAM1,null,null,0.042114384
TMEM168,TMEM168,null,null,0.042106707
MRPL14,MRPL14,null,null,0.042100184
PORCN,PORCN,null,null,0.042098437
C1D,C1D,null,null,0.042088266
CKS1B,CKS1B,null,null,0.042075153
TXNRD1,TXNRD1,null,null,0.04207426
AC008750.8,AC008750.8,null,null,0.042059958
TOMM6,TOMM6,null,null,0.042033285
DLAT,DLAT,null,null,0.042011965
ZBTB25,ZBTB25,null,null,0.042006206
SREK1IP1,SREK1IP1,null,null,0.041998763
NUDC,NUDC,null,null,0.041998167
NGDN,NGDN,null,null,0.04199468
ETFBKMT,ETFBKMT,null,null,0.041978743
EME2,EME2,null,null,0.0419759
NEPRO,NEPRO,null,null,0.041964903
C16orf86,C16orf86,null,null,0.04192456
FAM72B,FAM72B,null,null,0.041909546
NFE2L3,NFE2L3,null,null,0.04189831
MRPL30,MRPL30,null,null,0.041879833
POLE3,POLE3,null,null,0.041851684
CDC123,CDC123,null,null,0.0418102
AGPS,AGPS,null,null,0.041800156
MKS1,MKS1,null,null,0.041783363
LGALS9,LGALS9,null,null,0.041778963
TBL2,TBL2,null,null,0.041741483
PPP6R1,PPP6R1,null,null,0.041739844
RABGGTB,RABGGTB,null,null,0.041730516
TRIM16L,TRIM16L,null,null,0.041719038
EIF4H,EIF4H,null,null,0.041718096
RPL24,RPL24,null,null,0.041717798
EDRF1-AS1,EDRF1-AS1,null,null,0.041693978
SFXN1,SFXN1,null,null,0.041692503
RNF135,RNF135,null,null,0.04167661
SEH1L,SEH1L,null,null,0.04165855
NAGPA,NAGPA,null,null,0.041610353
RPP14,RPP14,null,null,0.041586034
C2orf49,C2orf49,null,null,0.041574378
SLC16A7,SLC16A7,null,null,0.04154454
ZNF18,ZNF18,null,null,0.041537695
RPL7A,RPL7A,null,null,0.041534014
KMT5C,KMT5C,null,null,0.04151176
TNPO1,TNPO1,null,null,0.041484095
OSBPL7,OSBPL7,null,null,0.041472446
RPL18A,RPL18A,null,null,0.041459113
CRYBG3,CRYBG3,null,null,0.0414511
ZHX3,ZHX3,null,null,0.041430492
XRN2,XRN2,null,null,0.041421067
LTO1,LTO1,null,null,0.0414068
EPOR,EPOR,null,null,0.041288342
AL158066.1,AL158066.1,null,null,0.041284267
NDUFV1,NDUFV1,null,null,0.041271057
NUDCD3,NUDCD3,null,null,0.041263815
CDC25B,CDC25B,null,null,0.04125687
MARS,MARS,null,null,0.041254554
TP53INP1,TP53INP1,null,null,0.04124454
PPIF,PPIF,null,null,0.041224074
YARS,YARS,null,null,0.041215584
XPA,XPA,null,null,0.041186504
RANGRF,RANGRF,null,null,0.04118241
GAN,GAN,null,null,0.041181136
TMEM250,TMEM250,null,null,0.04117036
SELENOH,SELENOH,null,null,0.041112363
RPS6KB2-AS1,RPS6KB2-AS1,null,null,0.04108292
FCHSD1,FCHSD1,null,null,0.041060526
PGD,PGD,null,null,0.041049723
NUP43,NUP43,null,null,0.041007075
BORCS8-MEF2B,BORCS8-MEF2B,null,null,0.040985964
AL050331.2,AL050331.2,null,null,0.04098596
UBE4A,UBE4A,null,null,0.04094103
AC044849.1,AC044849.1,null,null,0.04093839
DLG3,DLG3,null,null,0.040921994
TPD52,TPD52,null,null,0.040920928
RNF220,RNF220,null,null,0.040838383
IGHV7-4-1,IGHV7-4-1,null,null,0.04083151
RPL37A,RPL37A,null,null,0.04082986
TUSC2,TUSC2,null,null,0.040825296
ZNF23,ZNF23,null,null,0.04081065
MAPK6,MAPK6,null,null,0.04080014
INTS12,INTS12,null,null,0.040690087
DDX19A,DDX19A,null,null,0.040680163
YEATS4,YEATS4,null,null,0.040626027
FAM3A,FAM3A,null,null,0.040625233
AF117829.1,AF117829.1,null,null,0.04061802
P2RY11,P2RY11,null,null,0.040613696
LINGO3,LINGO3,null,null,0.04060564
CHTF18,CHTF18,null,null,0.040599477
KLHDC7B,KLHDC7B,null,null,0.040590327
STC1,STC1,null,null,0.04058664
ZC3H14,ZC3H14,null,null,0.04055077
KRI1,KRI1,null,null,0.040547006
ZDHHC16,ZDHHC16,null,null,0.04052746
AL365205.1,AL365205.1,null,null,0.0405204
USE1,USE1,null,null,0.040482663
MRPL9,MRPL9,null,null,0.04048079
TIMM10B,TIMM10B,null,null,0.040471658
ANKRD11,ANKRD11,null,null,0.040456045
AL049766.1,AL049766.1,null,null,0.040431827
ETFDH,ETFDH,null,null,0.040421784
AP002990.1,AP002990.1,null,null,0.040410195
SUV39H2,SUV39H2,null,null,0.040390197
FAM120A,FAM120A,null,null,0.04038729
SOBP,SOBP,null,null,0.040381312
TRIM4,TRIM4,null,null,0.040367417
IGLV2-18,IGLV2-18,null,null,0.040362805
THAP9-AS1,THAP9-AS1,null,null,0.04036229
MZF1,MZF1,null,null,0.040294915
RNF44,RNF44,null,null,0.040288474
CNOT7,CNOT7,null,null,0.040269006
ING3,ING3,null,null,0.040182505
EEF1G,EEF1G,null,null,0.04016864
MCOLN1,MCOLN1,null,null,0.04016595
E2F6,E2F6,null,null,0.040135965
AC015912.1,AC015912.1,null,null,0.0401308
GGACT,GGACT,null,null,0.040109806
TM9SF3,TM9SF3,null,null,0.04009378
SIRT3,SIRT3,null,null,0.04007631
IGHV1-18,IGHV1-18,null,null,0.04007152
ZNF681,ZNF681,null,null,0.04005759
RPS14,RPS14,null,null,0.04002553
ARHGEF38,ARHGEF38,null,null,0.04000699
NUP54,NUP54,null,null,0.040003475
AC091167.2,AC091167.2,null,null,0.03998843
APEX1,APEX1,null,null,0.039986137
TANGO2,TANGO2,null,null,0.039980896
UBA5,UBA5,null,null,0.03995705
PAK6,PAK6,null,null,0.03994071
AC024267.6,AC024267.6,null,null,0.039938636
C11orf54,C11orf54,null,null,0.0398883
YIF1B,YIF1B,null,null,0.039844535
AC068831.4,AC068831.4,null,null,0.039841685
RPE,RPE,null,null,0.03981619
ELOVL6,ELOVL6,null,null,0.03978691
STX10,STX10,null,null,0.03977058
CENPS,CENPS,null,null,0.03975945
SFT2D3,SFT2D3,null,null,0.039758056
MYB,MYB,null,null,0.039756205
AC073508.3,AC073508.3,null,null,0.03975379
FRG1HP,FRG1HP,null,null,0.039752346
THOC6,THOC6,null,null,0.039752264
NEIL3,NEIL3,null,null,0.039713703
DARS2,DARS2,null,null,0.039695356
GLI4,GLI4,null,null,0.039688546
FAM204A,FAM204A,null,null,0.039651148
SLC37A3,SLC37A3,null,null,0.03961322
RPL3,RPL3,null,null,0.03958767
EEF2,EEF2,null,null,0.03957097
RBCK1,RBCK1,null,null,0.03955443
RPL13A,RPL13A,null,null,0.0395466
IVNS1ABP,IVNS1ABP,null,null,0.039543845
HIGD2A,HIGD2A,null,null,0.03953091
MPZL3,MPZL3,null,null,0.03952129
NIF3L1,NIF3L1,null,null,0.039517045
AL355388.3,AL355388.3,null,null,0.039512057
NSA2,NSA2,null,null,0.03951188
CENPH,CENPH,null,null,0.039502285
FGF11,FGF11,null,null,0.039501105
AC018557.1,AC018557.1,null,null,0.039459884
ZNF391,ZNF391,null,null,0.039445687
AC010761.1,AC010761.1,null,null,0.03941281
NOL12,NOL12,null,null,0.039391246
ACVR1B,ACVR1B,null,null,0.039326865
PTGER4,PTGER4,null,null,0.039319452
SHPRH,SHPRH,null,null,0.039319392
WASHC5,WASHC5,null,null,0.03931885
ZNF691,ZNF691,null,null,0.039286353
DTD1,DTD1,null,null,0.039258495
MYO6,MYO6,null,null,0.039251283
IGLV3-25,IGLV3-25,null,null,0.03924557
AL022311.1,AL022311.1,null,null,0.03922321
ALG10B,ALG10B,null,null,0.03921563
RANGAP1,RANGAP1,null,null,0.039201107
CCDC61,CCDC61,null,null,0.03920054
CYSTM1,CYSTM1,null,null,0.0391958
GNB4,GNB4,null,null,0.03918404
KLHL18,KLHL18,null,null,0.039143294
CSNK2A1,CSNK2A1,null,null,0.039133705
IGKJ5,IGKJ5,null,null,0.03908703
SNRPC,SNRPC,null,null,0.039071828
TMCO4,TMCO4,null,null,0.039054934
RPL21,RPL21,null,null,0.039053626
RPL11,RPL11,null,null,0.039047413
PIGP,PIGP,null,null,0.03903999
SDCCAG8,SDCCAG8,null,null,0.039030477
RABEP1,RABEP1,null,null,0.039019566
TYW3,TYW3,null,null,0.03899021
ANO9,ANO9,null,null,0.038981464
AL162431.1,AL162431.1,null,null,0.03898074
AC084824.1,AC084824.1,null,null,0.038978472
WDR53,WDR53,null,null,0.03897763
VPS37C,VPS37C,null,null,0.038971372
PGK1,PGK1,null,null,0.03894778
C9orf85,C9orf85,null,null,0.038946345
APOO,APOO,null,null,0.038939703
PIBF1,PIBF1,null,null,0.038930003
JMJD7-PLA2G4B,JMJD7-PLA2G4B,null,null,0.038924545
MAGEH1,MAGEH1,null,null,0.038923744
AC055860.1,AC055860.1,null,null,0.038906325
RFC1,RFC1,null,null,0.03890438
SNX13,SNX13,null,null,0.03889614
ZRANB3,ZRANB3,null,null,0.03889425
WDR24,WDR24,null,null,0.03885038
MBNL3,MBNL3,null,null,0.038848776
CEP85L,CEP85L,null,null,0.038846705
NDRG1,NDRG1,null,null,0.03880108
TSPAN13,TSPAN13,null,null,0.03879399
GTF2F2,GTF2F2,null,null,0.038789034
TM2D1,TM2D1,null,null,0.03878542
MTFP1,MTFP1,null,null,0.038772017
AUH,AUH,null,null,0.038730655
TCL1A,TCL1A,null,null,0.038713682
ZNF182,ZNF182,null,null,0.038695086
AC138150.2,AC138150.2,null,null,0.038676094
CDK7,CDK7,null,null,0.03867531
RIF1,RIF1,null,null,0.038655527
SSR1,SSR1,null,null,0.03863063
JPT1,JPT1,null,null,0.038603526
NADSYN1,NADSYN1,null,null,0.03860076
ZNF248,ZNF248,null,null,0.038561597
ACTR3B,ACTR3B,null,null,0.038538933
YIPF4,YIPF4,null,null,0.0385334
TMX1,TMX1,null,null,0.038531322
COX15,COX15,null,null,0.038498882
NOP10,NOP10,null,null,0.03847878
AC006449.6,AC006449.6,null,null,0.038478617
DNAJC24,DNAJC24,null,null,0.038460862
SLC16A9,SLC16A9,null,null,0.03845306
FBXO21,FBXO21,null,null,0.038419716
PEPD,PEPD,null,null,0.038415007
AC113189.4,AC113189.4,null,null,0.038404506
ARL14EP,ARL14EP,null,null,0.03839274
APOOL,APOOL,null,null,0.038389504
RCE1,RCE1,null,null,0.03838906
SF3B5,SF3B5,null,null,0.038354676
TRIM14,TRIM14,null,null,0.038350705
SEC11A,SEC11A,null,null,0.038348567
ZNF511-PRAP1,ZNF511-PRAP1,null,null,0.038344525
IGHV3-74,IGHV3-74,null,null,0.038341567
NUP93,NUP93,null,null,0.038336605
AAR2,AAR2,null,null,0.038319964
AC004453.1,AC004453.1,null,null,0.038313773
SH3YL1,SH3YL1,null,null,0.03830872
PUS3,PUS3,null,null,0.03829391
HEATR5B,HEATR5B,null,null,0.038277667
NCF4,NCF4,null,null,0.03826132
DDX20,DDX20,null,null,0.03822798
EMC6,EMC6,null,null,0.03818545
AL356599.1,AL356599.1,null,null,0.038177326
AL121845.3,AL121845.3,null,null,0.03816854
ABCF3,ABCF3,null,null,0.03815356
OXA1L,OXA1L,null,null,0.038145248
IL6ST,IL6ST,null,null,0.0381442
SAAL1,SAAL1,null,null,0.03812379
POMT2,POMT2,null,null,0.038120445
FAM50A,FAM50A,null,null,0.038107064
ACTR5,ACTR5,null,null,0.038106255
IGKJ1,IGKJ1,null,null,0.038099695
FNTA,FNTA,null,null,0.03808969
ERCC1,ERCC1,null,null,0.03808723
SLC25A14,SLC25A14,null,null,0.03808541
HACL1,HACL1,null,null,0.03807371
ALG14,ALG14,null,null,0.038058236
MORC2,MORC2,null,null,0.03800947
PURA,PURA,null,null,0.037992153
EML3,EML3,null,null,0.03799056
SDE2,SDE2,null,null,0.037987877
MPP5,MPP5,null,null,0.03798323
BCL2L13,BCL2L13,null,null,0.03797095
THOC1,THOC1,null,null,0.037959754
TMEM251,TMEM251,null,null,0.03795519
C9orf64,C9orf64,null,null,0.037953146
PLP2,PLP2,null,null,0.03795054
AL122035.1,AL122035.1,null,null,0.037927773
ZNF580,ZNF580,null,null,0.037925396
COG8,COG8,null,null,0.037913095
MMP1,MMP1,null,null,0.03791043
AC023509.4,AC023509.4,null,null,0.03786059
SBF1,SBF1,null,null,0.03783339
RAD23A,RAD23A,null,null,0.037818424
ERGIC3,ERGIC3,null,null,0.03780926
LYRM4,LYRM4,null,null,0.03778455
MRPS31P5,MRPS31P5,null,null,0.03772298
RPL6,RPL6,null,null,0.037685297
TGFB1,TGFB1,null,null,0.037669525
PRKACB,PRKACB,null,null,0.037666228
OR7E38P,OR7E38P,null,null,0.0376579
ENG,ENG,null,null,0.037596386
WRB-SH3BGR,WRB-SH3BGR,null,null,0.037582807
ZNF771,ZNF771,null,null,0.037577853
P2RX7,P2RX7,null,null,0.037574016
RPL26,RPL26,null,null,0.03757068
AL445685.3,AL445685.3,null,null,0.037566118
UFM1,UFM1,null,null,0.037533216
DHRS1,DHRS1,null,null,0.03753032
C9orf40,C9orf40,null,null,0.037515417
MOSPD1,MOSPD1,null,null,0.03749839
BRI3BP,BRI3BP,null,null,0.03748881
IGHV3-23,IGHV3-23,null,null,0.037483223
NR2C2AP,NR2C2AP,null,null,0.037470113
IL6R,IL6R,null,null,0.03746482
COX16,COX16,null,null,0.037462477
C19orf53,C19orf53,null,null,0.037429504
RPAIN,RPAIN,null,null,0.03741635
PDZD8,PDZD8,null,null,0.03738449
MOCS3,MOCS3,null,null,0.037373446
AEBP2,AEBP2,null,null,0.03737076
FAM184B,FAM184B,null,null,0.037360813
PACC1,PACC1,null,null,0.037339527
C9orf43,C9orf43,null,null,0.037320375
HTATSF1,HTATSF1,null,null,0.03731947
DENR,DENR,null,null,0.037292268
ARMCX5,ARMCX5,null,null,0.03728368
BRWD1,BRWD1,null,null,0.03726112
ALG13,ALG13,null,null,0.037252594
NCK1,NCK1,null,null,0.037220497
B3GNT10,B3GNT10,null,null,0.03721903
ACSF3,ACSF3,null,null,0.037217304
CPXM1,CPXM1,null,null,0.037213538
ENOPH1,ENOPH1,null,null,0.0372089
SNRPE,SNRPE,null,null,0.03720649
ATG5,ATG5,null,null,0.037163246
SLC38A1,SLC38A1,null,null,0.03715602
PRDM15,PRDM15,null,null,0.037105568
PCBP2-OT1,PCBP2-OT1,null,null,0.03709327
ZNF90,ZNF90,null,null,0.037081752
RBFOX2,RBFOX2,null,null,0.037078958
ILVBL,ILVBL,null,null,0.037075315
ATF6,ATF6,null,null,0.037075076
HCG18,HCG18,null,null,0.037011355
MRGBP,MRGBP,null,null,0.03700805
IMPAD1,IMPAD1,null,null,0.03700546
TCF12,TCF12,null,null,0.03700102
ETFB,ETFB,null,null,0.03698524
CMAHP,CMAHP,null,null,0.036950983
TSPAN31,TSPAN31,null,null,0.036948707
CDC7,CDC7,null,null,0.03694118
CORO7-PAM16,CORO7-PAM16,null,null,0.03693042
BMT2,BMT2,null,null,0.036929883
IGKV3D-20,IGKV3D-20,null,null,0.036919482
MLC1,MLC1,null,null,0.0369062
AC005104.1,AC005104.1,null,null,0.036885355
IGHG2,IGHG2,null,null,0.03687156
AC145207.3,AC145207.3,null,null,0.03685532
RWDD1,RWDD1,null,null,0.036847703
MOAP1,MOAP1,null,null,0.036826283
EXOSC1,EXOSC1,null,null,0.03681342
BLCAP,BLCAP,null,null,0.036801897
SLC25A12,SLC25A12,null,null,0.03679138
