ID,Description,GeneRatio,n,N,BgRatio,b,B,pvalue,p.adjust,qvalue,geneID,Count,EnrichmentScore,group,sample
GO:0000781,"chromosome, telomeric region",8/80,8,80,128/8478,128,8478,2.5273665145642574e-5,4.978912033691587e-4,4.096994139398902e-4,UPF1/PPP1R10/TOX4/WDR82/NBN/RAD50/MRE11/DHX36,8,6.6234375000000005,GO CC,Co-IP
GO:0008143,poly(A) binding,6/83,6,83,16/8263,16,8263,6.321659038024233e-9,2.3390138440689662e-7,1.9186789711898113e-7,DDX3X/KHDRBS1/PABPC1/PABPC4/DDX1/EIF4A3,6,37.33283132530121,GO MF,Co-IP
GO:0003743,translation initiation factor activity,16/83,16,83,46/8263,46,8263,1.8298702465795424e-21,4.062311947406584e-19,3.332290027981693e-19,EIF3I/EIF3H/EIF3M/EIF3A/EIF3G/EIF4G1/EIF3K/EIF3E/EIF3L/EIF3B/EIF4E/EIF3F/EIF3D/EIF4G3/EIF3J/EIF4B,16,34.627553693033,GO MF,Co-IP
GO:0070717,poly-purine tract binding,7/83,7,83,22/8263,22,8263,1.2049787580654274e-9,6.687632107263122e-8,5.485824345929446e-8,DDX3X/KHDRBS1/PABPC1/PABPC4/DDX1/EIF4A3/FMR1,7,31.676341730558594,GO MF,Co-IP
GO:0031369,translation initiation factor binding,7/83,7,83,24/8263,24,8263,2.406176541452704e-9,1.0683423844050006e-7,8.763548245711955e-8,EIF3M/EIF4G1/DDX3X/EIF3B/EIF4E/EIF3F/FMR1,7,29.03664658634538,GO MF,Co-IP
GO:0000339,RNA cap binding,4/83,4,83,14/8263,14,8263,8.776832051429418e-6,1.6237139295144422e-4,1.3319227586818327e-4,EIF4E/EIF3D/NCBP1/EIF4G3,4,28.444061962134253,GO MF,Co-IP
GO:0097617,annealing activity,3/83,3,83,11/8263,11,8263,1.521635976675898e-4,0.0016890159341102467,0.001385489599815423,DDX3X/EIF4B/FMR1,3,27.15115005476451,GO MF,Co-IP
GO:0035613,RNA stem-loop binding,3/83,3,83,13/8263,13,8263,2.5994520101807104e-4,0.0027479921250481796,0.002254161392287032,DDX3X/EIF4A3/FMR1,3,22.9740500463392,GO MF,Co-IP
GO:0008135,"translation factor activity, RNA binding",16/83,16,83,74/8263,74,8263,1.000449626805201e-17,1.1104990857537731e-15,9.109357128278935e-16,EIF3I/EIF3H/EIF3M/EIF3A/EIF3G/EIF4G1/EIF3K/EIF3E/EIF3L/EIF3B/EIF4E/EIF3F/EIF3D/EIF4G3/EIF3J/EIF4B,16,21.525236079452945,GO MF,Co-IP
GO:0008266,poly(U) RNA binding,4/83,4,83,20/8263,20,8263,4.05730085551052e-5,5.629504937020846e-4,4.617849000021842e-4,KHDRBS1/PABPC1/PABPC4/FMR1,4,19.91084337349398,GO MF,Co-IP
GO:0008187,poly-pyrimidine tract binding,4/83,4,83,23/8263,23,8263,7.247066757945271e-5,9.463816589787354e-4,7.763111759285027e-4,KHDRBS1/PABPC1/PABPC4/FMR1,4,17.3137768465165,GO MF,Co-IP
GO:0017091,AU-rich element binding,3/83,3,83,19/8263,19,8263,8.432124679748041e-4,0.006685470281800232,0.005484051013520342,HNRNPD/CPSF1/DHX36,3,15.719086873811033,GO MF,Co-IP
GO:0003724,RNA helicase activity,6/83,6,83,41/8263,41,8263,2.9051166207633407e-6,5.863053543722379e-5,4.809427515713473e-5,DDX3X/UPF1/DDX17/DDX1/EIF4A3/DHX36,6,14.568909785483395,GO MF,Co-IP
GO:0004003,ATP-dependent DNA helicase activity,5/83,5,83,35/8263,35,8263,2.3203607471438266e-5,3.679429184756639e-4,3.0182136034276845e-4,DDX3X/NBN/RAD50/MRE11/DHX36,5,14.222030981067126,GO MF,Co-IP
GO:0048027,mRNA 5'-UTR binding,3/83,3,83,22/8263,22,8263,0.0013112940420273458,0.00970357591100236,0.007959784886692309,DDX3X/DHX36/FMR1,3,13.575575027382255,GO MF,Co-IP
GO:0008186,RNA-dependent ATPase activity,5/83,5,83,37/8263,37,8263,3.0669841314557355e-5,4.539136514554489e-4,3.72342634906556e-4,DDX3X/UPF1/DDX17/EIF4A3/DHX36,5,13.45327254965809,GO MF,Co-IP
GO:0008026,ATP-dependent helicase activity,8/83,8,83,65/8263,65,8263,2.3344125069503478e-7,6.477994706787215e-6,5.313860048715923e-6,DDX3X/UPF1/DDX1/EIF4A3/NBN/RAD50/MRE11/DHX36,8,12.25282669138091,GO MF,Co-IP
GO:0070035,purine NTP-dependent helicase activity,8/83,8,83,65/8263,65,8263,2.3344125069503478e-7,6.477994706787215e-6,5.313860048715923e-6,DDX3X/UPF1/DDX1/EIF4A3/NBN/RAD50/MRE11/DHX36,8,12.25282669138091,GO MF,Co-IP
GO:0003727,single-stranded RNA binding,8/83,8,83,67/8263,67,8263,2.968057511533411e-7,7.321208528449081e-6,6.005543268950644e-6,DDX3X/KHDRBS1/PABPC1/PABPC4/DDX1/EIF4A3/EIF4B/FMR1,8,11.887070670742673,GO MF,Co-IP
GO:0004004,ATP-dependent RNA helicase activity,4/83,4,83,35/8263,35,8263,3.9098961844355565e-4,0.003773899795411711,0.00309570727646385,DDX3X/UPF1/EIF4A3/DHX36,4,11.377624784853701,GO MF,Co-IP
GO:0042162,telomeric DNA binding,4/83,4,83,37/8263,37,8263,4.8571560010870866e-4,0.004492869301005556,0.003685473632403798,UPF1/HNRNPD/RAD50/UPF2,4,10.762618039726473,GO MF,Co-IP
GO:0003678,DNA helicase activity,5/83,5,83,47/8263,47,8263,9.97658284234864e-5,0.001230445217222999,0.0010093268021791316,DDX3X/NBN/RAD50/MRE11/DHX36,5,10.590874134837222,GO MF,Co-IP
GO:0045182,translation regulator activity,4/83,4,83,38/8263,38,8263,5.387362633843478e-4,0.004783978018853009,0.003924268360652302,PABPC1/EIF4E/EIF4A3/FMR1,4,10.479391249207357,GO MF,Co-IP
GO:0003730,mRNA 3'-UTR binding,6/83,6,83,57/8263,57,8263,2.0628340001026343e-5,3.5226857540214215e-4,2.889637911074945e-4,PABPC1/PABPC4/HNRNPD/CPSF1/DHX36/FMR1,6,10.479391249207355,GO MF,Co-IP
GO:0003729,mRNA binding,16/83,16,83,179/8263,179,8263,1.7545017978907964e-11,1.2983313304391894e-9,1.06501337205301e-9,EIF3A/EIF4G1/DDX3X/PABPC1/PABPC4/EIF3D/HNRNPA3/NCBP1/RPS3/HNRNPD/CPSF1/EIF4A3/EIF4G3/G3BP2/DHX36/FMR1,16,8.898700949047587,GO MF,Co-IP
GO:0003725,double-stranded RNA binding,5/83,5,83,62/8263,62,8263,3.741166818993241e-4,0.003773899795411711,0.00309570727646385,DDX3X/DDX1/DHX36/EIF4B/FMR1,5,8.02856587640886,GO MF,Co-IP
GO:0004386,helicase activity,10/83,10,83,130/8263,130,8263,6.03330533201234e-7,1.3393937837067393e-5,1.0986966551980367e-5,DDX3X/UPF1/DDX17/DDX1/EIF4A3/NBN/RAD50/MRE11/DHX36/EIF4B,10,7.658016682113068,GO MF,Co-IP
GO:0008094,DNA-dependent ATPase activity,5/83,5,83,77/8263,77,8263,0.001015670250970363,0.007775130886738641,0.00637789304602079,DDX3X/NBN/RAD50/MRE11/DHX36,5,6.464559536848693,GO MF,Co-IP
GO:0043021,ribonucleoprotein complex binding,7/83,7,83,112/8263,112,8263,1.2377789727674625e-4,0.001446247010286193,0.0011863477135111969,DDX3X/EIF3K/PRMT5/CSNK2B/EIF4A3/EIF4B/FMR1,7,6.222138554216866,GO MF,Co-IP
GO:0140097,"catalytic activity, acting on DNA",7/83,7,83,153/8263,153,8263,8.32156556457865e-4,0.006685470281800232,0.005484051013520342,DDX3X/RPS3/DDX1/NBN/RAD50/MRE11/DHX36,7,4.554768091975745,GO MF,Co-IP
GO:0042623,"ATPase activity, coupled",9/83,9,83,238/8263,238,8263,6.02332828150249e-4,0.0051429956865136645,0.004218768391497696,DDX3X/UPF1/DDX17/DDX1/EIF4A3/NBN/RAD50/MRE11/DHX36,9,3.7646552596942393,GO MF,Co-IP
